,BusinessNum,cmpNm,기업명,ceoNm,telNo,faxTelNo,zip,adr,dtlAdr,cmpTypNm,cmpSclNm,pbcoGbNm,indCd1,indNm
20,4138105592,20211130,(주)금***,김**,062 651 6722,062 651 6723,59475,전라남도 보성군 회천면 군학길,12-6 (전일리),일반,중소기업,일반기업,41220,토목시설물 건설업
21,3878105878,20210903,(주)제이드종***,민**, 055 3127795,055-312-7796,50956,경상남도 김해시 함박로,"20, 2층 (외동)",일반,중소기업,일반기업,41229,기타 토목 시설물 건설업
22,5698800633,20221022,알고리***,손**,02-303-2650,,,"서울 마포구 매봉산로 18 605호 (상암동,마포창업복지관)",,일반,중소기업,,85501,일반 교과 학원
23,3148608060,20211130,(주)***,박**,070-7596-3375,7047639870,34027,대전 유성구 테크노10로,44-1 (탑립동),일반,중소기업,일반기업,42321,일반 통신 공사업
24,2618101056,20211130,(주)프***,임**,7071691466,02-6280-3651,4768,서울특별시 성동구 왕십리로 115,"605,606,607,608호 (성수동1가,헤이그라운드 서울숲점)",일반,중소기업,일반기업,58221,시스템 소프트웨어 개발 및 공급업
25,2158609654,20211228,유니넷텍***,김**,02-881-5200,02-881-5203,5854,서울 송파구 송파대로 201,"제에이동 제6층 제에이-616호,617호 (문정동,송파테라타워2)",일반,중소기업,일반기업,42321,일반 통신 공사업
26,5518109395,20221022,엘앤에스***,강**,010-4348-1530,,,"경기도 용인시 수지구 죽전로 152 창업보육센터 글로컬 산학협력관 209호 (죽전동,단국대학교죽전캠퍼스)",,일반,중소기업,,62090,기타 정보기술 및 컴퓨터 운영 관련 서비스업
27,1108109383,20221022,에스에프***,정*,02-6111-6444,,,서울특별시 강남구 선릉로112길 84 (삼성동),,일반,중소기업,,58211,유선 온라인 게임 소프트웨어 개발 및 공급업
28,8798606774,20221022,놀이의**,윤**,02-1566-0286,,,"서울특별시 마포구 월드컵북로56길 9 8층 (상암동,디엠씨우리기술사옥)",,외감,중견기업,,47912,전자상거래 소매업
29,4018103491,20211228,(주)비전***,이**,063-245-4356,063-241-8511,17562,경기도 안성시 공도읍 고무다리길 13-7,2층 제1호 (승두리),일반,중소기업,일반기업,42110,건물 및 구축물 해체 공사업
30,6088605238,20210903,엠텍글로벌***,권**,055  2595100,055 2595107,51347,경상남도 창원시 마산회원구 봉암북7길 21,"4동 601호, 701호 (봉암동,경남지능형홈산업화센터)",일반,중소기업,일반기업,26410,유선 통신장비 제조업
31,6828705739,20211130,(주)대원종***,곽**,031  6752930,031 6752940,17583,경기도 안성시 도기5길 12,(도기동),일반,중소기업,일반기업,41229,기타 토목 시설물 건설업
32,4178108580,20211130,(주)도***,윤**,061-691-1161,054-613-5870,37587,경상북도 포항시 북구 장량로113번길 6-10,"203호 (장성동,황솔빌)",일반,중소기업,일반기업,42201,배관 및 냉ㆍ난방 공사업
33,4808107524,20211228,(주)에이피테크***,이**,032 7640129,,22557,인천 동구 금곡로91번길 7-2,(송림동),일반,중소기업,일반기업,61210,유선통신업
34,1058707680,20221022,피에스해***,김**,02-361-0300,,,"서울 마포구 동교로 134 5층 (서교동,미진빌딩)",,일반,중소기업,,52990,그 외 기타 운송관련 서비스업
35,1078704311,20210902,현대디지텍코어***,주기중외 ***,031-790-0712,031-790-0777,12930,경기 하남시 조정대로 150,"670호 (덕풍동,아이테코)",외감,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업
36,1051600556,20211018,우*,정**,02  309 3872,,3944,서울특별시 마포구 성암로7길,"3, 201동 1405호 (중동,성산2차현대아파트)",일반,중소기업,일반기업,47420,"섬유, 직물 및 의복액세서리 소매업"
37,2010703940,20211018,플**,나**,02  795 3051,02  795 3051,4376,서울특별시 용산구 한강대로43길,"13, 8층 916호 (한강로2가,한강로대우아이빌)",일반,중소기업,일반기업,16300,코르크 및 조물제품 제조업
38,3148107729,20211018,(주)우창산***,홍**,042-534-8091,042-534-8093,34161,대전 유성구 복용로11번길 6-28,(복용동),일반,중소기업,일반기업,42420,유리 및 창호 공사업
39,8188605862,20210923,(주)셀러비***,박경범외***,,,6179,서울특별시 강남구 테헤란로86길 12,6층 (대치동),일반,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업
40,1238100511,20211228,(주)***,양**,041 417 5777,041 622 9116,17812,경기도 평택시 청북읍 현곡산단로93번길 81,(현곡리),외감,중소기업,일반기업,26429,기타 무선 통신장비 제조업
41,3708606323,20211228,(주)다***,김**,032 2254398,032-226-4398,14425,경기도 부천시 소사로819번길,14 (원종동),일반,중소기업,일반기업,42311,일반전기 공사업
42,4168105394,20211228,(주)세***,김**,061-761-8804,061-761-8805,57903,전라남도 순천시 서면 용곡길 19,(압곡리),일반,중소기업,일반기업,42420,유리 및 창호 공사업
43,4022003670,20220128,엠에이치***,김**,070 75561160,063 277 1150,54966,전북 전주시 완산구 홍산로,"237, 602호 가 (효자동2가)",일반,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업
44,3058608857,20211130,동천하이테크***,이**,042-622-0440,042-622-0494,34439,대전 대덕구 대전로1131번길 48,(오정동),일반,중소기업,일반기업,42320,통신 공사업
45,8348605611,20211228,(주)씨에이치비오거니***,배**,260119990,,8513,서울 금천구 벚꽃로,"234, 701호, 702호, 703호 (가산동,에이스하이앤드6차)",일반,중소기업,일반기업,42321,일반 통신 공사업
46,2148105189,20210818,(주)융***,박**,070-7176-6740,0505-066-2580,6707,서울 서초구 효령로 182,"202호 (방배동,동성빌딩)",일반,중소기업,일반기업,62090,기타 정보기술 및 컴퓨터 운영 관련 서비스업
47,8538705686,20211018,(주)디에스솔***,양**,02 1688 7155,02 515 1396,,서울 서초구 강남대로 331,"12층 (서초동,광일빌딩)",외감,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업
48,4888801043,20220302,(주)하***,박**,02 5522373,02-562-2373,6279,서울 강남구 도곡로 460,"2층 (대치동,동선빌딩)",외감,중소기업,일반기업,47910,통신 판매업
49,4188100182,20211130,(유)부***,오**,063 213 3838,063 2133839,54846,전북 전주시 덕진구 신복로,22 (팔복동1가),일반,중소기업,일반기업,41220,토목시설물 건설업
50,3142007300,20211229,오성**,신**,042 825 5071,,35253,대전 서구 유등로,"659, 202호 (탄방동) (탄방동,sk허브)",일반,중소기업,일반기업,26410,유선 통신장비 제조업
51,5158104130,20210903,(주)브***,임**,053-817-0701,053-817-0703,38541,경상북도 경산시 대학로 280,"217호 (대동,영남대학교 창업보육센터 신관)",일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업
52,1148804626,20211229,(주)이***,윤**,031-366-6178,070-4758-9180,18628,경기 화성시 양감면 정문송산로 206-14,(송산리),일반,중소기업,일반기업,46522,통신·방송장비 및 부품 도매업
53,1341004106,20211229,일신네**,김**,031 362 5889,031 362 5890,15214,경기도 안산시 단원구 화정천서로8길,"19, 101호 (선부동)",일반,중소기업,일반기업,42320,통신 공사업
54,8178704048,20210923,(주)파이랩테크***,박**,031-711-3720,,4793,서울특별시 성동구 성수일로8길 5,"비동 201,202,301,302,401,402호 (성수동2가,서울숲에스케이브이원타워)",일반,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업
55,1198602300,20210903,(주)맥***,이**,02  866 4105,02  866 4107,8505,서울특별시 금천구 가산디지털2로,"123, 1010동 445호 (가산동,월드벤처2차)",일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업
56,7288109101,20220302,대방건설***,김**,055-274-3485,055-274-3483,51108,경남 창원시 의창구 북면 백월로143번길 3-13,(월백리),일반,중소기업,일반기업,42131,철골 및 관련 구조물 공사업
57,2038105764,20211228,(주)영***,김**,031-593-1911,031-593-1912,12223,경기 남양주시 경춘로1256번길 10,"305호 (평내동,평내프라자)",일반,중소기업,일반기업,42491,"미장, 타일 및 방수 공사업"
58,1188100646,20211018,동해정보통신***,이**,02-840-3800,02-835-2725,7415,서울 영등포구 대림로29길 43,(대림동),일반,중소기업,일반기업,42321,일반 통신 공사업
59,5068109469,20211229,미르종합건설***,곽**,054 282 6376,054 282 1129,37757,경북 포항시 북구 중흥로151번길 29-13,(죽도동),일반,중소기업,일반기업,41121,사무·상업용 및 공공기관용 건물 건설업
60,2648706040,20210903,(주)퀀텀***,박**,7088333027,031 7075963,13558,경기 성남시 분당구 성남대로331번길 8,"20층 2호 (정자동,킨스타워)",일반,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업
61,1308704054,20221022,와이피**,양**,,,,"서울특별시 강남구 영동대로 424 3층 (대치동,사조빌딩)",,일반,중소기업,,58222,응용 소프트웨어 개발 및 공급업
62,5022801714,20211130,아이엔티정***,홍**,054-336-1495,054-920-1495,39859,경북 칠곡군 동명면 동명팔거천2길 3,3층 (금암리),일반,중소기업,일반기업,42320,통신 공사업
63,2328102241,20211018,(주)***,문**,,,10523,경기도 고양시 덕양구 무원로6번길 12,"707호 (행신동,대흥빌딩)",일반,중소기업,일반기업,42321,일반 통신 공사업
64,3148106855,20221022,이**,이**,032-811-9077,,,"인천 연수구 송도미래로 30 B동 701,722호 (송도동,송도BRC스마트밸리지식산업센터)",,일반,중소기업,,42321,일반 통신 공사업
65,6211907679,20220127,성협정***,이**,,,,,,일반,중소기업,일반기업,46520,"가전제품, 통신장비 및 부품 도매업"
66,3198701794,20211228,(주)광명정***,강**, 054 8523113,054-853-4114,36626,경북 안동시 석수1길 5,(안기동),일반,중소기업,일반기업,42321,일반 통신 공사업
67,1172007641,20211229,대동**,김**,02  31419588,02  31419571,3960,서울특별시 마포구 방울내로,"61, 2층 (망원동)",일반,중소기업,일반기업,28121,"전기회로 개폐, 보호장치 제조업"
68,1138600701,20211229,(주)에스알테크***,김**,02-866-9003,02-6280-9333,8382,서울특별시 구로구 디지털로 243,"1411동 1414호 (구로동,지하이시티)",일반,중소기업,일반기업,46522,통신·방송장비 및 부품 도매업
69,1058606919,20221022,유비**,하**,02-324-4611,,,서울 마포구 월드컵북로5길 59 (서교동),,외감,중소기업,,46109,상품 종합중개업
70,1098605242,20211130,(주)조아정***,박**,02  26659268,226659268,7788,서울 강서구 마곡중앙5로 6,"서관 1305호 (마곡동,보타닉푸르지오시티)",일반,중소기업,일반기업,42321,일반 통신 공사업
71,8148107254,20210903,(주)에이비씨스***,곽**,,,6621,서울특별시 서초구 강남대로53길 8,"5층 5호 (서초동,마이워크스페이스4호점)",일반,중소기업,일반기업,63900,기타 정보 서비스업
72,1198609831,20210818,(주)하이네***,이**,070 71635000,070-8965-5101,8750,서울 관악구 봉천로27길 62,(봉천동),일반,중소기업,일반기업,42322,내부 통신배선 공사업
73,2238705629,20211130,(주)영우조***,조**,054-254-0900,054-254-0901,37751,경북 포항시 북구 대해로,"14, 2층 (용흥동)",일반,중소기업,일반기업,42129,기타 기반 조성 관련 전문공사업
74,2118109220,20221022,케이티**,정**,158--,,,"서울 동작구 보라매로5길 23 (신대방동,삼성보라매옴니타워)",,등록,대기업,,46103,"섬유, 의복, 신발 및 가죽제품 중개업"
75,4028100256,20211130,(주)나***,조**,063 283 0915,063 231 0915,54946,전라북도 전주시 완산구 여울로 35,5층 (서신동),일반,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업
76,1308609538,20211228,(주)라온시***,양**,02-861-9890,5053007321,8506,서울 금천구 가산디지털1로 131,"B동 903호 (가산동,비와이씨하이시티)",일반,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업
77,1068101837,20211228,(주)세***,박**,02-6226-9900,02-6226-9920,4799,서울 성동구 광나루로8길 31,406호~408호 (성수동2가),일반,중소기업,일반기업,42322,내부 통신배선 공사업
78,7088104231,20211229,(주)에스에이치네***,김**,070-4276-2405,0303-3440-4787,30141,세종 집현중앙7로 6,"주1동 제비1017호 (집현동,대명벨리온지식산업센터)",일반,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업
79,6708105431,20210903,(주)라이원***,한**,,,6660,서울 서초구 명달로 93,"3층 (서초동,메트로빌딩)",일반,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업
80,5868103558,20221022,컬처**,이**,02-6354-7222,,,서울특별시 마포구 월드컵로 31-14 (합정동),,일반,중소기업,,90191,공연 기획업
81,1248601258,20211130,(주)***,유**,031 231 9100,264991260,16489,경기도 수원시 팔달구 권광로207번길,"10, 5층 (인계동,경운1빌딩)",일반,중소기업,일반기업,46522,통신·방송장비 및 부품 도매업
82,8728203394,20221022,한국저작권***,박**,02-1588-0190,,,"서울특별시 마포구 월드컵북로 400 9층 (상암동,서울산업진흥원빌딩)",,일반,기타(비영리법인),,94990,그 외 기타 협회 및 단체
83,8728100583,20211018,디어건축사사무소***,조**,222638861,222698861,3371,서울특별시 은평구 통일로 684,"510호 (녹번동,서울혁신파크 미래청)",일반,중소기업,일반기업,72111,건축설계 및 관련 서비스업
84,5158106388,20220308,(주)경***,현**,053-802-2580,053-813-7080,38491,경북 경산시 압량읍 용암길 29,(용암리),일반,중소기업,일반기업,42310,전기 공사업
85,1148104750,20210818,(주)코리아로터리***,김승규외***,041 629 4000,041 568 0799,31124,충청남도 천안시 동남구 만남로 82,(신부동),외감,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업
86,1058704653,20221022,피코**,송**,02-701-0361,,,"서울 마포구 대흥로 48 303호 (대흥동,대흥빌딩)",,일반,중소기업,,26120,"다이오드, 트랜지스터 및 유사 반도체소자 제조업"
87,7708709786,20211228,(주)비엘아***,정**,031 80182377,031 7446188,13201,경기 성남시 중원구 갈마치로 302,"제8층 제에이-808호 (상대원동,성남우림라이온스밸리5차)",일반,중소기업,일반기업,26410,유선 통신장비 제조업
88,6348708421,20210923,광영종합건설***,이용성외***,031 938 5446,031 938 5448,10495,경기 고양시 덕양구 중앙로 560,"610호 (행신동,화성프라자)",일반,중소기업,일반기업,41129,기타 비주거용 건물 건설업
89,2148704296,20221022,렌토킬이니셜***,최**,02-579-4101,,,"서울특별시 마포구 신수로 52 2층 (신수동,전국재해대책위원회재해대책회관)",,외감,중소기업,,74100,사업시설 유지·관리 서비스업
90,1101107959,20211130,비엠**,김**,02  34525271,,10495,경기 고양시 덕양구 중앙로 550,"304호,305호 (행신동,삼일프라자)",일반,중소기업,일반기업,63100,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
91,1138604749,20221022,온*,허**,02-2067-3022,,,"서울 금천구 가산디지털1로 142 301-1호 (가산동,가산 더스카이밸리1차)",,일반,중소기업,,42320,통신 공사업
92,1198607107,20211130,대호피디***,김**,02  868 6056,02  61118355,4159,서울특별시 마포구 토정로 259,"602호 (용강동,세정빌딩)",일반,중소기업,일반기업,72120,엔지니어링 서비스업
93,1058605574,20221022,지어신***,이**,02-701-6929,,,"서울 마포구 마포대로 44 1405호 (도화동,진도빌딩)",,외감,중소기업,,46730,화학물질 및 화학제품 도매업
94,6178601498,20220308,(주)아***,최**,051-633-9332,051-633-9335,48417,부산광역시 남구 문현로23번길,"48, 2층 (문현동,국제웅변미술학원)",일반,중소기업,일반기업,42321,일반 통신 공사업
95,3128101333,20210923,(자)대우전기통***,최**,041-575-5678,041-577-5678,31126,충남 천안시 동남구 천안대로 675,2층 (원성동),일반,중소기업,일반기업,42320,통신 공사업
96,1088101679,20210908,(주)창조***,임**,031 356 4514,031-355-8623,18260,경기도 화성시 남양읍 하나문길 7-25,(남양리),외감,중소기업,일반기업,17223,식품 위생용 종이 상자 및 용기 제조업
97,3148602411,20210923,(주)***,김용태외***,042 861 3400,042 861 3401,34159,대전광역시 유성구 학하서로121번길 55-13,302호 (덕명동),일반,중소기업,일반기업,58221,시스템 소프트웨어 개발 및 공급업
98,1138608346,20210820,(주)이***,최**,02  21082727,02  21082729,8377,서울특별시 구로구 디지털로33길 50,"203호 (구로동,벽산디지털밸리7차)",일반,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업
99,5048101602,20211228,영진종합건설***,하**,536242151,053 624 3503,39862,경북 칠곡군 동명면 동명팔거천3길 59-12,(봉암리),외감,중소기업,일반기업,41220,토목시설물 건설업
100,4828703720,20210903,(주)지***,이**,070 88360433,070-7614-1018,14548,경기 부천시 길주로 252,"201호 (중동,금광베네스타)",일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업
101,3148109598,20210903,이오건설***,이**,042-472-0811,042-472-0812,35226,대전 서구 월평새뜸로4번길 96,201호 (월평동),일반,중소기업,일반기업,42121,토공사업
102,4028103344,20211228,(유)대한방***,윤**,063-237-1919,063-237-4848,55144,전북 전주시 완산구 중인1길 136-27,(중인동),일반,중소기업,일반기업,42204,소방시설 공사업
103,1448100930,20211130,(주)컬쳐***,양**,031-698-2142,031-8017-1800,13487,경기도 성남시 분당구 판교로228번길 15,"3동 1001호 (삼평동,판교세븐벤처밸리1)",일반,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업
104,1248106965,20220302,유창종합건설***,김**,031 711 5142,031 711 5143,62274,광주광역시 광산구 첨단중앙로170번길,"58, 401호 (쌍암동)",일반,중소기업,일반기업,42120,기반조성 관련 전문공사업
105,6718702785,20211130,(주)가온종***,김**,043-883-3394,043-883-3395,27661,충북 음성군 대소면 대금로 585-3,201호 (태생리),일반,중소기업,일반기업,41129,기타 비주거용 건물 건설업
106,1078806835,20211228,(주)***,김**,226798911,226798912,7228,서울 영등포구 영신로 220,"1205호 (영등포동8가,knk디지털타워)",일반,중소기업,일반기업,58221,시스템 소프트웨어 개발 및 공급업
107,1058707899,20221022,라이브네이션***,김형일외***,02-6925-1818,,,"서울특별시 마포구 와우산로 49 8층 801호 (상수동,상수아뜨리에)",,일반,중소기업,,90191,공연 기획업
108,6508807397,20210923,(주)엔***,원**,7049000063,032 5669503,22760,인천 서구 크리스탈로74번길 7-21,"401호 (청라동,청라더블유)",신설,중소기업,일반기업,63120,포털 및 기타 인터넷 정보 매개 서비스업
109,4028109306,20210902,(주)스***,두**,063 287 0110,063 287 0056,54969,전라북도 전주시 완산구 홍산로,"276, 601호 (효자동3가,전주상공회의소)",일반,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업
110,1028205098,20221022,서울산업***,김**,02--,,,서울특별시 마포구 월드컵북로 400 (상암동),,일반,기타(비영리법인),,75900,기타 사업지원 서비스업
111,4378109680,20211229,(주)나***,김**,070-7784-7819,064-763-7819,63607,제주도 서귀포시 남원읍 하례돈야로128번길 107-9,1층 (하례리),일반,중소기업,일반기업,42132,콘크리트 및 철근 공사업
112,1078704507,20221022,원베스트***,김**,070-4038-9350,,,"서울 영등포구 선유로33길 15 8층 801호 (양평동3가,에이스테크노타워)",,일반,중소기업,,46491,가방 및 보호용 케이스 도매업
113,8798105864,20221022,유엠에**,설**,,,,"경기도 고양시 일산동구 백마로 195 10층 1006호 (장항동,일산방송컴플렉스방송관련시설)",,일반,중소기업,,59114,방송 프로그램 제작업
114,5048109799,20210902,이이다네트웍스***,최**,053 955 2200,053 957 5170,41413,대구 북구 동변로15길 11,2층 남측 (동변동),일반,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업
115,4708108498,20211130,아이디아이디***,이**,261018894,,6112,서울특별시 강남구 학동로 168,204호 (논현동),일반,중소기업,일반기업,58200,소프트웨어 개발 및 공급업
116,1351209045,20211229,두성**,정**,031-254-1697,031-254-1698,16271,경기 수원시 장안구 수성로328번길,57,일반,중소기업,일반기업,42201,배관 및 냉ㆍ난방 공사업
117,5028102900,20210923,(자)삼우전***,박**,053-767-2621,053-767-2623,42149,대구 수성구 동대구로25길 24-12,(황금동),일반,중소기업,일반기업,42320,통신 공사업
118,5158103151,20220302,대방건설***,서**,054 373 5045,054 3735049,37631,경상북도 포항시 북구 창흥로36번길 8,2층 (창포동),일반,중소기업,일반기업,42132,콘크리트 및 철근 공사업
119,1188103114,20211229,(주)비***,함**,031 341 7851,031 341 7854,14093,경기도 안양시 만안구 안양로,"111, 806호 (안양동,안양과학대학벤처센타)",일반,중소기업,일반기업,46522,통신·방송장비 및 부품 도매업
120,3158109742,20211229,(주)우일***,이**,043 838 5020,043 838 5665,13640,경기 성남시 수정구 위례광장로 328,"802호 (창곡동,우성위례타워)",일반,중소기업,일반기업,41221,도로 건설업
121,5518808082,20211018,(주)**,나**,02-6274-2810,02-6499-2812,8503,서울특별시 금천구 가산디지털1로 205-27,"1106호 (가산동,가산에이1타워)",일반,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업
122,1222408978,20211229,다*,김**,,,21040,인천 계양구 경명대로,"1063, 1층 (계산동)",일반,중소기업,일반기업,47312,통신기기 소매업
123,2218809967,20211228,더블유피플랫폼***,권**,,,6050,서울특별시 강남구 언주로 711,"15층 (논현동,건설회관)",일반,중소기업,일반기업,60229,위성 및 기타 방송업
124,6398806253,20211228,(주)**,신**,032-889-0404,032-887-8802,,인천광역시 중구 제물량로,35 (신흥동3가),일반,중소기업,일반기업,42311,일반전기 공사업
125,2208104956,20211130,(주)이수***,김상범외***,02-590-6799,02-3476-2850,6575,서울 서초구 사평대로 84,"4층,7층 (반포동)",외감,중견기업,일반기업,58222,응용 소프트웨어 개발 및 공급업
126,2208707549,20221022,소프트***,정**,031-337-6611,,,"경기도 안양시 동안구 학의로 282 1827호 (관양동,금강펜테리움아이티타워)",,일반,중소기업,,62020,"컴퓨터시스템 통합 자문, 구축 및 관리업"
127,5020108238,20211229,일광정***,정**,053-782-3211,0504-076-5716,38851,경북 영천시 최무선로,325 (문외동),일반,중소기업,일반기업,41000,종합 건설업
128,1318108799,20220302,명신엔지니어링***,심**,033 574 6274,033 574 6275,25930,강원도 삼척시 중앙로,110-12 (사직동),일반,중소기업,일반기업,42201,배관 및 냉ㆍ난방 공사업
129,3018606021,20211229,(주)아이***,김**,432617017,,28101,충북 청주시 흥덕구 옥산면 옥산산단3로 9,엘지하우시스 복지동 2층 (호죽리),일반,중소기업,일반기업,61000,우편 및 통신업
130,1058705406,20221022,화인**,임**,02-323-4471,,,"서울 마포구 월드컵북로 49 4층 (서교동,임오빌딩)",,일반,중소기업,,47592,"주방용품 및 가정용 유리, 요업제품 소매업"
131,3148108969,20210908,(주)디엔비건축사***,조**,042 823 37246, 042 8239820,34171,대전광역시 유성구 유성대로 778,(장대동),일반,중소기업,일반기업,72111,건축설계 및 관련 서비스업
132,6138105415,20211018,(합)화***,김**,055 852 7601,051 980 7602,52516,경남 사천시 사천읍 무산1길 51-12,(수석리),일반,중소기업,일반기업,42311,일반전기 공사업
133,7108107098,20210820,(주)**,정**,02 3432 9069,02 6455 9069,3911,서울 마포구 매봉산로 18,"406호 (상암동,마포창업복지관)",일반,중소기업,일반기업,28510,가정용 전기기기 제조업
134,3198602032,20211228,(주)수한***,윤**,632450113,063-714-2113,55315,전라북도 완주군 봉동읍 완주산단6로 224,전북테크노파크 전북과학기술진흥센터 창조관 221-222호 (둔산리),일반,중소기업,일반기업,42321,일반 통신 공사업
135,1348707124,20221022,에이치아이***,유**,070-4754-1919,,,경기도 안산시 단원구 범지기로 48 가동 (목내동),,일반,중소기업,,26410,유선 통신장비 제조업
136,4638703975,20210903,(주)아이***,채**,031 8023 5482,031 8023 5489,13486,경기 성남시 분당구 판교로255번길 62,"8층 (삼평동,크루셜텍빌딩)",일반,중소기업,일반기업,58221,시스템 소프트웨어 개발 및 공급업
137,6718107521,20210903,(주)***,이**,7076450588,050-4164-8493,7208,서울특별시 영등포구 선유로49길 4,505호 (양평동4가),일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업
138,4178109276,20220302,(주)일흥철***,이**,061-285-1177,061-285-1173,58695,전라남도 목포시 하당로34번길 20,(상동),일반,중소기업,일반기업,42110,건물 및 구축물 해체 공사업
