,BusinessNum,agentName,applicantName,applicationDate,applicationNumber,classificationCode,registrationNumber,title
3804,7148804399,,,,,,,
3805,3098105073,,,,,,,
3806,2208607861,,,,,,,
3807,4108701422,['정성진'],['(주)디에스랩컴퍼니'],2021-12-31,4.02E+12,['09'],,CYTUR
3808,1298103954,,,,,,,
3809,5138503847,,,,,,,
3810,3848104008,,,,,,,
3811,8468602325,,,,,,,
3812,5158107424,,,,,,,
3813,5028101675,,,,,,,
3814,2200604094,['특허법인다울'],['주식회사 제이와이피'],2009-11-02,4.02E+12,['03'],4.01E+12,2PM
3815,2200604094,['특허법인다울'],['주식회사 제이와이피'],2009-11-02,4.02E+12,['29'],4.01E+12,Wonder girls
3816,2200604094,['특허법인다울'],['주식회사 제이와이피'],2010-08-06,4.02E+12,['09'],4.01E+12,JYPENTERTAINMENT LEADER IN ENTERTAINMENT
3817,1078600127,,,,,,,
3818,6168107302,,,,,,,
3819,7728606527,,,,,,,
3820,1738802050,,,,,,,
3821,4168105134,['이재정'],"['다울이엔씨(주)', '정동수']",2006-04-25,4.02E+12,['09'],4.01E+12,SUNEVER
3822,1458104146,,,,,,,
3823,1048107180,,,,,,,
3824,8398708072,,,,,,,
3825,2188102377,,,,,,,
3826,1058507747,,,,,,,
3827,1051707092,,,,,,,
3828,1061205088,,,,,,,
3829,4028104348,,,,,,,
3830,5048105991,,,,,,,
3831,1448103627,,,,,,,
3832,2078101202,,,,,,,
3833,1058507476,,,,,,,
3834,1058701849,,,,,,,
3835,5278801970,,,,,,,
3836,2018109939,,,,,,,
3837,3128109824,,,,,,,
3838,5012302391,,,,,,,
3839,3048104770,,,,,,,
3840,4758707800,,,,,,,
3841,6818604335,['해움특허법인'],['(주)샐러디'],2022-01-26,4.02E+12,['32'],,샐러디키친
3842,6818604335,['해움특허법인'],['(주)샐러디'],2021-11-15,4.02E+12,['30'],,샐러디
3843,6818604335,['해움특허법인'],['(주)샐러디'],2021-11-15,4.02E+12,['29'],,SALADY
3844,6818604335,['해움특허법인'],['(주)샐러디'],2021-11-15,4.02E+12,['35'],,샐러디
3845,6818604335,['해움특허법인'],['(주)샐러디'],2021-11-15,4.02E+12,['43'],,샐러디
3846,6818604335,['해움특허법인'],['(주)샐러디'],2021-11-15,4.02E+12,['09'],,샐러디
3847,6818604335,['해움특허법인'],['(주)샐러디'],2021-11-15,4.02E+12,['41'],,샐러디
3848,6818604335,['해움특허법인'],['(주)샐러디'],2022-02-21,4.02E+12,['30'],,레이지랩
3849,6818604335,['해움특허법인'],['(주)샐러디'],2022-01-06,4.02E+12,['29'],,웜랩
3850,1171404661,,,,,,,
3851,2038105764,,,,,,,
3852,6178103261,,,,,,,
3853,1308601743,,,,,,,
3854,8288708445,,,,,,,
3855,5018106681,,,,,,,
3856,1388108138,,,,,,,
3857,1338104100,,,,,,,
3858,1078802292,,,,,,,
3859,1328103414,,,,,,,
3860,6158101518,,,,,,,
3861,1058609507,,,,,,,
3862,1104400507,,,,,,,
3863,6368708470,,,,,,,
3864,3128601257,,,,,,,
3865,1058704653,,,,,,,
3866,3148601617,,,,,,,
3867,1478103234,,,,,,,
3868,1018606868,,,,,,,
3869,4168107485,,,,,,,
3870,1148506752,,,,,,,
3871,6168604716,,,,,,,
3872,1058105828,,,,,,,
3873,1058707233,,,,,,,
3874,1212305223,,,,,,,
3875,1058100683,,,,,,,
3876,2248106983,['김수호'],['대성에코텍 주식회사'],2020-04-15,4.02E+12,"['36', '45']",4.02E+12,DSE
3877,4158108207,,,,,,,
3878,1068600728,,,,,,,
3879,7998107980,,,,,,,
3880,4118100655,['이광의'],"['주식회사 모아', '노길형']",2002-01-22,4.02E+12,['29'],,DNJ
3881,4118100655,['이병균'],['주식회사 모아'],2000-06-14,4.02E+12,['29'],4.01E+12,
3882,5048107742,['김순웅'],['주식회사 신성이엔지'],2020-05-22,4.02E+12,['11'],4.02E+12,Pure Closet
3883,5048107742,['방상호'],['주식회사 신성이엔지'],2010-01-29,4.02E+12,['07'],4.01E+12,shinsung CS
3884,5048107742,['방상호'],['주식회사 신성이엔지'],2008-05-22,4.02E+12,['07'],4.01E+12,shinsung HOLDINGS
3885,3788104795,,,,,,,
3886,2238806644,,,,,,,
3887,2078107416,,,,,,,
3888,1058707918,,,,,,,
3889,1223202345,,,,,,,
3890,1051408338,,,,,,,
3891,3858404728,,,,,,,
3892,5428102825,"['특허법인 다해', '엄명용']",['주식회사 아워스포츠네이션'],2022-01-18,4.02E+12,['38'],,LET US.GG
3893,5428102825,['안창우'],['주식회사 아워스포츠네이션'],2018-06-04,4.02E+12,['41'],,주중스포츠
3894,5428102825,"['엄명용', '특허법인 다해']",['주식회사 아워스포츠네이션'],2022-01-18,4.02E+12,['41'],,LET US.GG
3895,1278609089,,,,,,,
3896,1318105165,,,,,,,
3897,2158604207,,,,,,,
3898,1148600535,,,,,,,
3899,8028805266,['황영익'],['주식회사 공감'],2017-08-22,4.02E+12,['35'],4.01E+12,Any Mall Mart
3900,5558608365,,,,,,,
3901,6058602861,,,,,,,
3902,1928804379,,,,,,,
3903,2068603500,,,,,,,
3904,4178105008,,,,,,,
3905,2028103427,,,,,,,
3906,2010604108,,,,,,,
3907,1068601306,,,,,,,
3908,4018102220,,,,,,,
3909,1288608460,,,,,,,
3910,1114807651,,,,,,,
3911,2208100768,['황종환'],['주식회사 비트컴퓨터'],2000-01-28,4.12E+12,['37'],,비트
3912,2208100768,"['원은섭', '황종환']",['주식회사 비트컴퓨터'],1998-04-17,4.02E+12,['09'],4.00E+12,BIT Drug Information
3913,2208100768,['황종환'],['주식회사 비트컴퓨터'],2000-01-28,4.12E+12,['36'],,BIT
3914,2208100768,['특허법인다나'],['주식회사 비트컴퓨터'],2016-03-02,4.12E+12,['44'],4.10E+12,비트케어 스테이션 BITcare Station
3915,2208100768,['이준영'],['주식회사 비트컴퓨터'],2010-09-07,4.02E+12,['09'],4.01E+12,스마트체크 Smartcheck
3916,2208100768,['류창희'],['주식회사 비트컴퓨터'],1989-12-08,4.02E+12,['09'],4.00E+12,DOCTOR-C
3917,2208100768,['황종환'],['주식회사 비트컴퓨터'],2000-01-28,4.12E+12,['42'],,비트
3918,2208100768,['이준영'],['주식회사 비트컴퓨터'],2006-12-14,4.12E+12,['41'],4.10E+12,BITACADEMY
3919,2208100768,['이민웅'],['주식회사 비트컴퓨터'],2002-01-14,4.12E+12,['37'],4.10E+12,비트닉스
3920,2208100768,,['주식회사 비트컴퓨터'],1996-07-23,4.02E+12,['039'],,Dr. OCS
3921,2208100768,['이준영'],['주식회사 비트컴퓨터'],2006-10-10,4.02E+12,['10'],,비트U차트
3922,2208100768,['이준영'],['주식회사 비트컴퓨터'],2006-10-10,4.02E+12,['09'],4.01E+12,비트U차트
3923,8168601474,['김중효'],['주식회사 한줌'],2016-09-26,4.02E+12,['42'],4.01E+12,뽀바조
3924,5018101143,,,,,,,
3925,8638702995,,,,,,,
3926,5418606148,,,,,,,
3927,5398708606,,,,,,,
3928,5148107491,,,,,,,
3929,4108105295,,,,,,,
3930,2458801209,,,,,,,
3931,2037103679,,,,,,,
3932,6172708753,,,,,,,
3933,1208705713,,,,,,,
3934,3178108961,,,,,,,
3935,3048101344,,,,,,,
3936,1018107650,,,,,,,
3937,2208203180,,,,,,,
3938,1078100351,,,,,,,
3939,1078703037,,,,,,,
3940,3148108058,,,,,,,
3941,1148104711,,,,,,,
3942,1058708379,,,,,,,
3943,1088100870,,,,,,,
3944,5022707489,,,,,,,
3945,1058707325,,,,,,,
3946,5328700738,,,,,,,
3947,1048603722,,,,,,,
3948,8488603164,,,,,,,
3949,1342008942,,,,,,,
3950,4838807853,,,,,,,
3951,1258809417,,,,,,,
3952,2118804415,"['허성원', '이동욱', '서동헌']",['주식회사 사이버다임'],2011-01-21,4.12E+12,['42'],4.10E+12,Cyberdigm
3953,1208100799,,,,,,,
3954,1308603770,,,,,,,
3955,1271507159,,,,,,,
3956,6168101687,,,,,,,
3957,5028102001,,,,,,,
3958,1180603028,,,,,,,
3959,1688106476,,,,,,,
3960,1498802795,,,,,,,
3961,1358106248,,,,,,,
3962,2148802839,,,,,,,
3963,5148105976,,['대상건설 주식회사'],2009-06-11,4.12E+12,['37'],,파크인 PARKiN
3964,5148105976,,['대상건설 주식회사'],2005-10-26,4.12E+12,['37'],,DreamHome
3965,5148105976,['특허법인태백'],['대상건설주식회사'],2016-01-19,4.12E+12,['36'],4.10E+12,웰리움 wellium
3966,5148105976,,['대상건설 주식회사'],2006-01-09,4.12E+12,['37'],4.10E+12,I'STAR Innovation Star
3967,2638700743,,,,,,,
3968,1058806426,,,,,,,
3969,1058704188,,,,,,,
3970,6168105825,,,,,,,
3971,3128108411,,,,,,,
3972,3018105698,,,,,,,
3973,6058503816,,,,,,,
3974,1908104003,,,,,,,
3975,1188106450,,,,,,,
3976,2108107730,,,,,,,
3977,3878708078,,,,,,,
3978,8808704541,,,,,,,
3979,1358602526,,,,,,,
3980,2198203060,,,,,,,
3981,6268707874,,,,,,,
3982,1058706751,,,,,,,
3983,4168103102,,,,,,,
3984,1304207829,,,,,,,
3985,4990504730,,,,,,,
3986,1058706122,,,,,,,
3987,6658701145,,,,,,,
3988,2298004534,['특허법인필앤온지'],['한국정보공학 주식회사'],2019-09-25,4.02E+12,['09'],4.02E+12,데이터웨이브
3989,6178102676,,,,,,,
3990,2048601394,,,,,,,
3991,5168805219,,,,,,,
3992,7408709821,,,,,,,
3993,2148802022,,,,,,,
3994,3748704160,,,,,,,
3995,1068606058,,,,,,,
3996,4578800558,,,,,,,
3997,4028104654,,,,,,,
3998,1078108107,,,,,,,
3999,8108704919,,,,,,,
4000,5028103174,,,,,,,
4001,2098103238,,,,,,,
4002,5028102339,,,,,,,
4003,1048102406,,,,,,,
4004,6473504186,,,,,,,
4005,4828703720,,,,,,,
4006,1808106481,,,,,,,
4007,1218105113,,,,,,,
4008,3138600825,,,,,,,
4009,2168709940,,['주식회사 다움'],2020-02-11,4.02E+12,['05'],,자왕
4010,3348108114,,,,,,,
4011,5208703721,,,,,,,
4012,6158106917,,,,,,,
4013,1058608342,,,,,,,
4014,1148600664,,,,,,,
4015,5048103191,,,,,,,
4016,4908702495,,,,,,,
4017,3238608358,['서상욱'],['에스엔엠 주식회사'],1999-11-11,4.12E+12,['35'],,S&M
4018,1198104282,,,,,,,
4019,6158108801,,,,,,,
4020,7872806097,['해움특허법인'],['투썸플레이스 주식회사'],2019-09-20,4.02E+12,['30'],4.02E+12,a LIST A TWOSOME PLACE
4021,7872806097,['해움특허법인'],['투썸플레이스 주식회사'],2019-04-22,4.02E+12,['30'],4.02E+12,AROMA NOTE
4022,7872806097,['해움특허법인'],['투썸플레이스 주식회사'],2019-12-17,4.02E+12,['30'],4.02E+12,A TWOSOME PLACE COFFEE & DESSERT
4023,7872806097,['해움특허법인'],['투썸플레이스 주식회사'],2020-01-23,4.02E+12,['31'],4.02E+12,투썸
4024,7872806097,['해움특허법인'],['투썸플레이스 주식회사'],2020-02-04,4.02E+12,['30'],4.02E+12,a LIST
4025,7872806097,['해움특허법인'],['투썸플레이스 주식회사'],2018-08-27,4.02E+12,['26'],4.01E+12,투썸 A TWOSOME PLACE
4026,7872806097,['해움특허법인'],['투썸플레이스 주식회사'],2019-05-29,4.02E+12,['43'],4.02E+12,
4027,7872806097,['해움특허법인'],['투썸플레이스 주식회사'],2019-10-17,4.02E+12,['43'],4.02E+12,TSP
4028,7872806097,['해움특허법인'],['투썸플레이스 주식회사'],2021-09-23,4.02E+12,['20'],,
4029,7872806097,['해움특허법인'],['투썸플레이스 주식회사'],2021-09-23,4.02E+12,['29'],,
4030,7872806097,['해움특허법인'],['투썸플레이스 주식회사'],2021-09-23,4.02E+12,['16'],,
4031,7872806097,['해움특허법인'],['투썸플레이스 주식회사'],2021-09-23,4.02E+12,['03'],,트리베리 & 라브
4032,7872806097,['해움특허법인'],['투썸플레이스 주식회사'],2021-09-23,4.02E+12,['24'],,트리베리 & 라브
4033,7872806097,['해움특허법인'],['투썸플레이스 주식회사'],2021-04-28,4.02E+12,['16'],,A TWOSOME PLACE Do some good
4034,7872806097,['해움특허법인'],['투썸플레이스 주식회사'],2021-04-28,4.02E+12,['08'],,A TWOSOME PLACE Do some good
4035,7872806097,['해움특허법인'],['투썸플레이스 주식회사'],2021-04-28,4.02E+12,['21'],,A TWOSOME PLACE Do some good
4036,7872806097,['해움특허법인'],['투썸플레이스 주식회사'],2021-04-28,4.02E+12,['08'],,A TWOSOME PLACE Do some good
4037,2048608841,,,,,,,
4038,1058102525,,,,,,,
4039,4038103022,,,,,,,
4040,6138108739,,,,,,,
4041,1148600880,,,,,,,
4042,1308601065,,,,,,,
4043,3678100132,,,,,,,
4044,1058106133,,,,,,,
4045,4188100182,"['윤재석', '한지희', '권영규']",['주식회사 부강테크'],2008-02-11,4.12E+12,['40'],4.10E+12,더 맑은 세상을 향한 도전 Boo-Kang Tech
4046,4188100182,['특허법인 동천'],['주식회사 부강테크'],2014-01-03,4.02E+12,['11'],4.01E+12,BKT
4047,4188100182,"['허성원', '서동헌', '이동욱']",['주식회사 부강테크'],2020-03-23,4.02E+12,['40'],,COWTT
4048,4188100182,['특허법인맥'],['주식회사 부강테크'],2010-10-29,4.02E+12,['11'],4.01E+12,BKT
4049,4188100182,"['허성원', '서동헌', '이동욱']",['주식회사 부강테크'],2020-03-23,4.02E+12,['11'],,COWTT
4050,4188100182,"['허성원', '이동욱', '서동헌']",['주식회사 부강테크'],2020-05-11,4.02E+12,['40'],4.02E+12,WAI OPERATION
4051,1298106247,,,,,,,
4052,8328702319,,,,,,,
4053,6878705532,,,,,,,
4054,2118601851,,,,,,,
4055,1348104921,,,,,,,
4056,2158603611,,,,,,,
4057,3458108253,,,,,,,
4058,8538705686,['특허법인 신세기'],['(주)디에스솔루션즈'],2016-04-12,4.12E+12,['38'],4.10E+12,V VITAPAY
4059,1378609976,,,,,,,
4060,1058701581,,,,,,,
4061,1018108627,,,,,,,
4062,6398806306,,,,,,,
4063,1100601312,,,,,,,
4064,2208800366,,,,,,,
4065,6278603960,,,,,,,
4066,2118700337,,,,,,,
4067,1098107543,,,,,,,
4068,6018109251,,,,,,,
4069,3288101407,,,,,,,
4070,1078702167,,,,,,,
4071,3458607436,,,,,,,
4072,1058704078,,,,,,,
4073,1918608655,,,,,,,
4074,6038106169,,,,,,,
4075,1208602622,,,,,,,
4076,3148600200,,,,,,,
4077,3948803065,,,,,,,
4078,2278108960,,,,,,,
4079,3628601219,,,,,,,
4080,5048100554,,,,,,,
4081,3148601905,,,,,,,
4082,6128108864,,,,,,,
4083,5518807575,,,,,,,
4084,5578105144,,,,,,,
4085,1068101231,,,,,,,
4086,4168103424,,,,,,,
4087,2138600486,,['삼정데이타서비스 주식회사'],2004-11-16,4.12E+12,"['35', '37', '41', '42']",,SAMJUNG DATA SERVICE
4088,2138600486,,['삼정데이타서비스 주식회사'],2009-08-26,4.12E+12,"['38', '42']",,DIRECT Bill
4089,2138600486,"['이승룡', '이태호', '이영필']",['삼정데이타서비스 주식회사'],2003-08-19,4.12E+12,['35'],4.10E+12,엑스박스
4090,2138600486,"['이태호', '이승룡', '이영필']",['삼정데이타서비스 주식회사'],2003-08-19,4.12E+12,['37'],,XBOX
4091,2918806340,,,,,,,
4092,3778605407,,,,,,,
4093,3688604993,,,,,,,
4094,5918704687,,,,,,,
4095,1248704527,,,,,,,
4096,1208700733,,,,,,,
4097,1148702687,,,,,,,
4098,2208106750,,['광명통신안전주식회사'],2003-05-29,4.02E+12,['09'],,광명통신안전주식회사
4099,2208106750,,['광명통신안전주식회사'],2009-01-12,5.12E+12,['112'],,광명통신안전주식회사
4100,2208106750,,['광명통신안전주식회사'],2018-03-16,4.02E+12,['45'],,케이엠시큐리티
4101,2208106750,['김원식'],['광명통신안전주식회사'],2005-06-10,4.12E+12,['45'],,watch-Q.
4102,6138108280,,,,,,,
4103,4188104139,,,,,,,
4104,6130808693,,,,,,,
4105,8038806231,,,,,,,
4106,1098607722,,,,,,,
4107,2028109985,,,,,,,
4108,1078806835,,,,,,,
4109,1018101006,,,,,,,
4110,3018109503,,,,,,,
4111,4108609163,['백홍기'],['주식회사 성한'],1999-03-04,4.12E+12,['37'],,크린클럽 CLEAN CLUB
4112,1058507878,,,,,,,
4113,5384107388,['김하기'],['(주)제이앤제이'],2009-05-20,4.02E+12,['28'],4.01E+12,FireBall
4114,5384107388,,['제이앤제이 주식회사'],2016-02-16,4.52E+12,"['16', '35']",4.50E+12,모닝랩 GOLD Morning Wrap GOLD
4115,3758605717,,,,,,,
4116,2648101945,['김종국'],['투빗(주)'],2015-10-06,4.12E+12,['41'],,JUMPYHYAN
4117,1263005847,,,,,,,
4118,4118108579,,,,,,,
4119,2468702555,,,,,,,
4120,4178104256,,,,,,,
4121,6627701876,['특허법인 이노'],['주식회사 에이원'],2015-03-26,4.02E+12,['12'],4.01E+12,리안솔로
4122,2068604031,,,,,,,
4123,6898805171,,,,,,,
4124,5728708366,,,,,,,
4125,1233200460,,,,,,,
4126,1078104858,,,,,,,
4127,2148607618,,,,,,,
4128,2628101173,,['주식회사 휴머스'],2000-10-20,4.02E+12,['28'],,K.DRAFT
4129,2628101173,,['주식회사 휴머스'],2000-10-20,4.02E+12,['18'],,K.DRAFT
4130,2628101173,,['주식회사 휴머스'],2000-10-20,4.02E+12,['03'],,K.DRAFT
4131,2628101173,,['주식회사 휴머스'],2001-09-28,4.02E+12,['09'],,K-DRAFT KOOGIDESIGN
4132,2628101173,['홍병의'],['(주)휴머스'],2017-05-18,4.02E+12,['03'],4.01E+12,M Maylobell
4133,2628101173,['구기완'],['주식회사 휴머스'],2003-09-15,4.02E+12,['18'],4.01E+12,MIAO
4134,2628101173,['박경재'],['주식회사 휴머스'],1996-04-30,4.02E+12,['025'],4.00E+12,SHOW BIZ
4135,4598801347,['배용철'],['주식회사 센시'],2012-11-13,4.02E+12,['09'],,온도기술
4136,4598801347,['안재열'],['센시 주식회사'],2019-05-10,7.02E+12,"['38', '41']",4.02E+12,SENSEE
4137,5141305667,['이덕록'],['이상란'],1999-10-06,4.02E+12,['20'],,파란나라
4138,1058707899,,,,,,,
4139,1058700765,,,,,,,
4140,1058705636,,,,,,,
4141,1078607754,,,,,,,
4142,1238604380,,,,,,,
4143,2758707179,,,,,,,
4144,5418106044,,,,,,,
4145,1958709951,,,,,,,
4146,2988103088,,,,,,,
4147,8448106864,['정문영'],['대보건설 주식회사'],2007-01-19,4.12E+12,"['36', '37']",4.10E+12,아르미소 ARMISO
4148,8448106864,['정문영'],['대보건설 주식회사'],2006-08-18,4.12E+12,"['36', '37']",4.10E+12,클래시앙 DB
4149,8448106864,['정문영'],['대보건설 주식회사'],2006-08-18,4.12E+12,"['36', '37']",4.10E+12,아르미소 DB
4150,8448106864,['윤귀상'],['대보건설 주식회사'],2014-04-03,4.12E+12,['36'],4.10E+12,하우스디
4151,1045007696,,,,,,,
4152,1138600701,,,,,,,
4153,4388703465,,,,,,,
4154,1358108407,,,,,,,
4155,2208705291,,,,,,,
4156,5028107003,,,,,,,
4157,6748802417,,,,,,,
4158,3948700240,,,,,,,
4159,1058707138,,,,,,,
4160,2748601710,,,,,,,
4161,8918605014,,,,,,,
4162,8618102381,,,,,,,
4163,2118709053,,,,,,,
4164,1358104455,,,,,,,
4165,1138601122,,,,,,,
4166,1078608571,,,,,,,
4167,7038608304,,,,,,,
4168,4170509995,,,,,,,
4169,6858104849,,,,,,,
4170,7059808898,,,,,,,
4171,1208601309,,,,,,,
4172,8698109804,,,,,,,
4173,1142101119,,,,,,,
4174,1228108328,,,,,,,
4175,1408104459,,,,,,,
4176,8478809348,,,,,,,
4177,4348707553,,,,,,,
4178,4088103503,,,,,,,
4179,2208708724,,,,,,,
4180,6168106391,,,,,,,
4181,2238105348,,,,,,,
4182,2208804209,,,,,,,
4183,2218101021,,,,,,,
4184,1298106183,,,,,,,
4185,1338101704,,,,,,,
4186,4078108681,,,,,,,
4187,2618100433,['해움특허법인'],['주식회사 레뷰코퍼레이션'],2017-01-11,4.02E+12,['35'],4.01E+12,위블
4188,2618100433,['해움특허법인'],['주식회사 레뷰코퍼레이션'],2020-06-10,4.02E+12,['35'],4.02E+12,더마플레이
4189,1078800419,,,,,,,
4190,1058106732,,,,,,,
4191,1248106965,,,,,,,
4192,6218106747,,,,,,,
4193,3058109036,,,,,,,
4194,1318508231,,,,,,,
4195,3338104060,,,,,,,
4196,2158709656,['강민기'],['주식회사 플리토'],2013-07-08,4.12E+12,"['35', '41']",4.10E+12,flitto
4197,3128604165,,,,,,,
4198,1058606809,,,,,,,
4199,6198208700,,,,,,,
4200,1068106886,,,,,,,
4201,3018107474,,,,,,,
4202,1408102058,,,,,,,
4203,7048800645,['박정호'],['주식회사 아이디알시스템'],2021-07-15,4.02E+12,['07'],,"(주)아이디알 시스템 IDEAL SYSTEM CO., LTD."
4204,3148109841,,,,,,,
4205,2118700948,,,,,,,
4206,6138106697,,,,,,,
4207,2068606549,,,,,,,
4208,4155908990,,,,,,,
4209,6088109067,,,,,,,
4210,2158103075,,['주식회사 에스비에스미디어넷'],2020-01-28,4.02E+12,['35'],,RENTAL FESTA
4211,2158103075,['(유)한양특허법인'],['주식회사 에스비에스미디어넷'],2022-04-29,4.02E+12,['30'],,STAR PLANET
4212,2158103075,['(유)한양특허법인'],['주식회사 에스비에스미디어넷'],2022-04-29,4.02E+12,['14'],,STAR PLANET
4213,2158103075,['(유)한양특허법인'],['주식회사 에스비에스미디어넷'],2022-04-29,4.02E+12,['39'],,STAR PLANET
4214,2158103075,['특허법인 신세기'],['주식회사 에스비에스미디어넷'],2020-01-22,4.02E+12,['28'],4.02E+12,TEESTAGE
4215,2158103075,['특허법인 신세기'],['주식회사 에스비에스미디어넷'],2020-01-22,4.02E+12,['38'],4.02E+12,TEESTAGE
4216,1058604545,,,,,,,
4217,3128108410,,,,,,,
4218,5028102305,,,,,,,
4219,2208804863,,,,,,,
4220,1228603352,,,,,,,
4221,2148603689,,,,,,,
4222,3148104320,,,,,,,
4223,4928700306,,,,,,,
4224,6020609887,,,,,,,
4225,3088109764,,,,,,,
4226,6108104155,['손해운'],['원진산업 주식회사'],1978-09-20,4.02E+12,['045'],4.00E+12,에버트
4227,6108104155,,['원진산업 주식회사'],1976-12-04,4.02E+12,['010'],4.00E+12,원진 원진 WONJIN
4228,6108104155,['손해운'],['원진산업 주식회사'],1976-12-06,4.02E+12,['037'],4.00E+12,"원진산업주식회사 원진산업주식회사 WONJIN INDUSTRIES, INC."
4229,6108104155,['손해운'],['원진산업 주식회사'],1976-12-04,4.12E+12,['110'],4.10E+12,원진 원진 WONJIN
4230,1218104752,,,,,,,
4231,2538600817,,,,,,,
4232,2108102884,,,,,,,
4233,2138107548,,,,,,,
4234,2208100463,,,,,,,
4235,1248601410,,,,,,,
4236,6211302370,,,,,,,
4237,3148601611,,,,,,,
4238,6918103109,,,,,,,
4239,3488602191,,,,,,,
4240,4638703441,,,,,,,
4241,1320904827,,,,,,,
4242,5038104677,,,,,,,
4243,2118801060,,,,,,,
4244,8148107074,,,,,,,
4245,5068100403,['특허법인 이노'],['주식회사 에이원'],2015-04-22,4.02E+12,['20'],4.01E+12,도팅
4246,5068100403,['특허법인 이노'],['주식회사 에이원'],2015-04-22,4.02E+12,['24'],4.01E+12,dotting dot+color+unique
4247,5068100403,['특허법인 이노'],['주식회사 에이원'],2018-08-03,4.02E+12,['12'],4.02E+12,니도 Nido
4248,5068100403,['특허법인 이노'],['주식회사 에이원'],2018-08-03,4.02E+12,['03'],4.01E+12,니도 Nido
4249,2238101478,,,,,,,
4250,2778607578,,,,,,,
4251,4518804473,,,,,,,
4252,4138807623,['김영철'],['주식회사 아이피씨파트너스'],2020-04-02,4.02E+12,['35'],4.02E+12,
4253,1068709044,,,,,,,
4254,6038106240,,,,,,,
4255,5088109881,,,,,,,
4256,1141308192,,,,,,,
4257,3728105753,,,,,,,
4258,5283207010,,,,,,,
4259,1448500266,,,,,,,
4260,8768807877,,,,,,,
4261,3558607382,,,,,,,
4262,5948107585,,['주식회사 제이티웍스'],2004-05-22,4.02E+12,['25'],4.01E+12,
4263,1078604089,,,,,,,
4264,3148605447,,,,,,,
4265,5808801901,,,,,,,
4266,1198101437,,,,,,,
4267,4028103452,,,,,,,
4268,5478601819,,,,,,,
4269,2208800780,['강정만'],['주식회사 빗썸코리아'],2018-01-09,4.02E+12,['36'],4.02E+12,bithumb
4270,2208800780,['강정만'],['주식회사 빗썸코리아'],2018-01-09,4.02E+12,['09'],4.01E+12,비트캐시
4271,2208800780,['정무석'],['주식회사 빗썸코리아'],2015-08-24,4.02E+12,['09'],4.01E+12,빗썸
4272,2208800780,['강정만'],['주식회사 빗썸코리아'],2018-08-31,4.02E+12,['36'],4.02E+12,빗썸 코인리포트
4273,2208800780,['강정만'],['주식회사 빗썸코리아'],2019-05-27,4.02E+12,['35'],4.02E+12,GCX
4274,2208800780,['강정만'],['주식회사 빗썸코리아'],2018-08-24,4.02E+12,['41'],4.02E+12,PICKTHUMB
4275,2208800780,['강정만'],['주식회사 빗썸코리아'],2018-05-03,4.02E+12,['35'],4.01E+12,터치비
4276,2208800780,['특허법인(유한) 대아'],['주식회사 빗썸코리아'],2020-11-17,4.02E+12,['42'],4.02E+12,Coinhills
4277,2208800780,['강정만'],['주식회사 빗썸코리아'],2018-10-02,4.02E+12,['38'],4.02E+12,Bithumb Academy
4278,1058707137,,,,,,,
4279,3308801624,,,,,,,
4280,2118704435,,,,,,,
4281,3353300216,['유미특허법인'],['세종텔레콤 주식회사'],2007-07-30,4.12E+12,['38'],4.10E+12,Onse
4282,3353300216,['서문장'],['세종텔레콤 주식회사'],2012-02-22,4.12E+12,['35'],4.10E+12,Snowman
4283,3353300216,['유미특허법인'],['세종텔레콤 주식회사'],2016-07-18,4.02E+12,['09'],4.01E+12,마트요
4284,3353300216,['유미특허법인'],['세종텔레콤 주식회사'],2008-06-23,5.62E+12,['38'],4.10E+12,SHINBIRO
4285,3353300216,['유미특허법인'],['세종텔레콤 주식회사'],2009-01-14,5.62E+12,['38'],4.10E+12,주식회사 온세통신
4286,3353300216,"['김종수', '정창영']",['세종텔레콤 주식회사'],2018-07-20,4.02E+12,['09'],4.01E+12,블루브릭 BLUEBRICK
4287,3353300216,['유미특허법인'],['세종텔레콤 주식회사'],2008-06-23,5.12E+12,['38'],4.10E+12,8
4288,3353300216,['유미특허법인'],['세종텔레콤 주식회사'],2008-06-23,5.62E+12,['38'],4.10E+12,8
4289,3353300216,['유미특허법인'],['세종텔레콤 주식회사'],2008-06-23,5.02E+12,['09'],4.00E+12,SHINBIRO
4290,3353300216,['서문장'],['세종텔레콤 주식회사'],2012-03-26,4.02E+12,['09'],4.01E+12,snowman
4291,3353300216,"['정창영', '김종수']",['세종텔레콤 주식회사'],2019-01-30,4.02E+12,['16'],4.02E+12,wallaby
4292,3353300216,"['김종수', '정창영']",['세종텔레콤 주식회사'],2019-01-30,4.02E+12,['08'],4.02E+12,wallaby
4293,3353300216,"['김종수', '정창영']",['세종텔레콤 주식회사'],2018-07-20,4.02E+12,['36'],4.01E+12,왈라비 Wallaby
4294,3353300216,['유미특허법인'],['세종텔레콤 주식회사'],2008-06-23,5.12E+12,"['35', '42']",4.10E+12,신비로
4295,3353300216,['유미특허법인'],['세종텔레콤 주식회사'],2008-06-23,5.62E+12,"['35', '42']",4.10E+12,SHINBIRO
4296,3353300216,"['정창영', '김종수']",['세종텔레콤 주식회사'],2019-04-25,4.02E+12,['42'],4.02E+12,Wallavu
4297,3353300216,['유미특허법인'],['세종텔레콤 주식회사'],2021-02-02,4.02E+12,['42'],4.02E+12,View4U
