BusinessNum,PublicationAgency,MergedText
5068100036,(주)씨에스텍,셀룰로스 나노 섬유소를 이용한 고내열성 분리막 개발 대한민국 1415110492.0 셀룰로스 나노 섬유소를 이용한 고내열성 분리막 개발 반정원
2128101800,(주)라온텍,무인 이동체용 초소형 고화질 영상 수신 고글 플랫폼 상용화 및 실증 대한민국 1711047796.0 무인 이동체용 초소형 고화질 영상 수신 고글 플랫폼 상용화 및 실증 김보은
2128101800,(주)라온텍,초소형 저전력 중국 CMMB 수신기 원칩개발 대한민국 1415129878.0 초소형 저전력 중국 CMMB 수신기 원칩개발 김보은
2128101800,(주)라온텍,차세대 일본향 모바일 방송 ISDB-Tmm/Full-seg/3seg/1seg 수신기 SoC개발 대한민국 1425079509.0 차세대 일본향 모바일 방송 ISDB-Tmm/Full-seg/3seg/1seg 수신기 SoC개발 정민수
2128101800,(주)라온텍,멀티밴드 멀티모드 브로드캐스팅 SDR 수신기 IC 기술개발 대한민국 1415128341.0 멀티밴드 멀티모드 브로드캐스팅 SDR 수신기 IC 김보은
7078103270,(주)엔컴,이온발생용 세라믹 부품 및 에너지 절감형 공기정화 모듈 개발 대한민국 1415112644.0 이온발생용 세라믹 부품 및 에너지 절감형 공기정화 모듈 개발 김세열
1238106725,에스엘,AVM 영상과 레이더 융합 기반의 지능형 자동차용 센서 융합시스템 개발 대한민국 1711063368.0 AVM 영상과 레이더 융합 기반의 지능형 자동차용 센서 융합시스템 개발 주승훈
1238106725,에스엘,AVM 영상과 레이더 융합 기반의 지능형 자동차용 센서 융합시스템 개발 대한민국 1711079009.0 AVM 영상과 레이더 융합 기반의 지능형 자동차용 센서 융합시스템 개발 주승훈
1238106725,에스엘,RGB-IR 카메라 연동형 색온도 가변 전조등 시스템 개발 대한민국 1415159555.0 RGB-IR 카메라 연동형 색온도 가변 전조등 시스템 개발 전병철
1238106725,에스엘,다중노출 카메라 기술을 이용한 ADB(Adaptive Driving Beam) 제어기 개발 대한민국 1711020343.0 다중노출 카메라 기술을 이용한 ADB(Adaptive Driving Beam) 제어기 개발 권창근
1348705848,영진기술,IoT 기반 복합 악취 판정기 및 위치 기반 악취 관리 솔루션 개발 대한민국 1485015979.0 IoT 기반 복합 악취 판정기 및 위치 기반 악취 관리 솔루션 개발 김영진
1208707762,한스텍,저농도 고투과 미백개선 소재 및 화장품 개발 대한민국 1425110238.0 저농도 고투과 미백개선 소재 및 화장품 개발 정한수
1208707762,한스텍,저농도 고투과 미백개선 소재 및 화장품 개발 대한민국 1425126818.0 저농도 고투과 미백개선 소재 및 화장품 개발 정한수
1208707762,한스텍,발포성 충진재료를 활용한 지반동공(싱크홀)복구기술 대한민국 1425105967.0 발포성 충진재료를 활용한 지반동공(싱크홀)복구기술 한성필
1208707762,한스텍,난용성 올레아노릭산의 가용화/나노입자에 의한 항노화 화장품 신소재 개발 대한민국 1711063446.0 난용성 올레아노릭산의 가용화/나노입자에 의한 항노화 화장품 신소재 개발 육근웅
2208802088,더리얼마케팅,가맹점 핀테크 융합 플랫폼 서비스 및 모바일 전자영수증 개발 대한민국 1425112444.0 가맹점 핀테크 융합 플랫폼 서비스 및 모바일 전자영수증 개발 손종희
2208802088,더리얼마케팅,가맹점 핀테크 융합 플랫폼 서비스 및 모바일 전자영수증 개발 대한민국 1425125979.0 가맹점 핀테크 융합 플랫폼 서비스 및 모바일 전자영수증 개발 손종희
5841904445,유한테크,차량용 쿠션 프레임 자동화 Tube Cover System 개발 대한민국 1425125767.0 차량용 쿠션 프레임 자동화 Tube Cover System 개발 최성택
5841904445,유한테크,차량용 쿠션 프레임 자동화 Tube Cover System 개발 대한민국 1425113864.0 차량용 쿠션 프레임 자동화 Tube Cover System 개발 최성택
1248606736,대영전기,슬링키 공법 및 열처리를 통한 고효율 모터 코어 개발 대한민국 1425128440.0 슬링키 공법 및 열처리를 통한 고효율 모터 코어 개발 김기영
6640407813,(주)류테크,RELAY AUTO INSERT UNIT 대한민국 1425094039.0 RELAY AUTO INSERT UNIT 민승기
3148100597,(주)메타비즈,진료.의료기계 생산 식별을 위한 글로벌식별자(UDI) 표시/관리/보고시스템 개발 대한민국 1425126540.0 진료.의료기계 생산 식별을 위한 글로벌식별자(UDI) 표시/관리/보고시스템 개발 김형준
3148100597,(주)메타비즈,진료.의료기계 생산 식별을 위한 글로벌식별자(UDI) 표시/관리/보고시스템 개발 대한민국 1425114039.0 진료.의료기계 생산 식별을 위한 글로벌식별자(UDI) 표시/관리/보고시스템 개발 김형준
8038700986,에이젠글로벌,머신러닝을 활용한 금융행동패턴 예측모델 개발 및 API를 통한 확장서비스 개발 대한민국 1425114665.0 머신러닝을 활용한 금융행동패턴 예측모델 개발 및 API를 통한 확장서비스 개발 강정석
8038700986,에이젠글로벌,딥러닝 LSTM을 활용한 개인 금융데이터의 시계열 상태변화에 관한 기술개발 대한민국 1711065494.0 딥러닝 LSTM을 활용한 개인 금융데이터의 시계열 상태변화 패턴을 예측하는 모형 개발 강정석
1288608982,(주)원,신용카드 승인정보기반 프로세스 마이닝 시스템 대한민국 1425077077.0 신용카드 승인정보기반 프로세스 마이닝 시스템 박정철
1288608982,(주)원,Push 기술을 적용한 통합 전자결제 기술 대한민국 1425061758.0 Push 기술을 적용한 통합 전자결제 기술 박정철
1288608982,(주)원,"스마트폰 통합 결제 시스템 구축을 위한 전자고지결제(EBPP), NFC 전자결제용 시스템 구축을 위해 NFC와 RF카드간 연동 기술과 다종 디바이스 연동 PUSH기술을 사용한 스마트폰 통합결제 원천 솔루션 개발 대한민국 1415117573.0 스마트폰 통합 결제 시스템 구축을 위한 전자고지결제(EBPP), NFC 전자결제용 시스템 구축을 위해 NFC와 RF카드간 연동 기술과 다종 디바이스 연동 PUSH기술을 사용한 스마트폰 통합결제 원천 솔루션 개발 박정철"
1448109135,(주)디지탈엣지,24 GHz 주파수를 사용한 Multiple FSK 방식의 교통량 측정용 레이더 센서 개발 대한민국 1425086455.0 24 GHz 주파수를 사용한 Multiple FSK 방식의 교통량 측정용 레이더 센서 개발 최수호
2068604478,젠큐릭스,GMP 시설을 이용한 RUO 및 IUO kit 제작 대한민국 1711029913.0 GMP 시설을 이용한 RUO 및 IUO kit 제작 박성규
1198104946,(주)대동전자,고출력 성능을 가진 고효율 투광기 개발 대한민국 1425075707.0 고출력 성능을 가진 고효율 투광기 개발 김기영
2208604208,월드버텍,1:1 개인맞춤 대화형 인공지능(AI) 수학튜터 개발 대한민국 1415162955.0 1:1 개인맞춤 대화형 인공지능(AI) 수학 튜터 개발 김태종
6138105337,굿링크,사물인터넷(IoT)을 이용한 굴박신장 관리시스템 개발 대한민국 1425106851.0 사물인터넷(IoT)을 이용한 굴박신장 관리시스템 개발 안성민
4188101486,엘템,재난방송을 위한 고출력지향성스피커의 제품 개선 대한민국 1425104679.0 재난방송을 위한 고출력지향성스피커의 제품 개선 김진기
4188101486,엘템,지향성스피커와 레이저를 이용한 차량 2차사고 예방장치 개발 대한민국 1425120533.0 지향성스피커와 레이저를 이용한 차량 2차사고 예방 장치 개발 김진기
1278101314,지에프에스,실시간 차압값 분석이 가능한 화재인명사고 방지용 지능형 고층건물 제연설비 통합재난관리시스템개발 대한민국 1425128412.0 실시간 차압값 분석이 가능한 화재인명사고 방지용 지능형 고층건물 제연설비 통합재난관리시스템개발 김호
1278101314,지에프에스,실시간 차압값 분석이 가능한 화재인명사고 방지용 지능형 고층건물 제연설비 통합재난관리시스템 개발 대한민국 1425105152.0 실시간 차압값 분석이 가능한 화재인명사고 방지용 지능형 고층건물 제연설비 통합재난관리시스템 개발 김호
5223000444,(주)라온테크,초저가 제조로봇용 구동 센싱모듈 및 시스템 기술개발 대한민국 1415161889.0 초저가 제조로봇용 구동·센싱모듈 및 시스템 기술개발 오진호
5223000444,(주)라온테크,퇴행성 관절염 치료용 보사 시술 적용 광융합 레이저 뜸 치료기 개발 대한민국 1415160591.0 퇴행성 관절염 치료용 보사 시술 적용 광융합 레이저 뜸 치료기 개발 김연호
5223000444,(주)라온테크,퇴행성 관절염 치료용 보사 시술 적용 광융합 레이저 뜸 치료기 개발 대한민국 1425137020.0 퇴행성 관절염 치료용 보사 시술 적용 광융합 레이저 뜸 치료기 개발 김연호
5223000444,(주)라온테크,트윈타입 반도체 공정장비용 로봇 및 EFEM & Backbone 시스템 기술개발 대한민국 1425128938.0 트윈타입 반도체 공정장비용 로봇 및 EFEM & Backbone 시스템 기술개발 오진호
1448100459,맘편한세상,워킹맘을 위한 대학생 키즈시터 공유인력 서비스 대한민국 1425104851.0 워킹맘을 위한 대학생 키즈시터 공유인력 서비스 정지예
2068108660,(주)블루문소프트,System Hooking 기술을 이용한 문서 캡슐화를 통한 보안 문서 유통 및 감사 시스템 개발 대한민국 1425085465.0 System Hooking 기술을 이용한 문서 캡슐화를 통한 보안 문서 유통 및 감사 시스템 개발 이강건
1198700189,클라우드게이트,체험형 스크린 크리켓 시스템 개발 대한민국 1425126369.0 체험형 스크린 크리켓 시스템 개발 김성준
5068101318,다웅네트웍스,철강생산설비 관리를 위한 3D 철강 생산설비 관리시스템 제작툴 개발 및 3D Object 라이브러리 구축 대한민국 1425095960.0 철강생산설비 관리를 위한 3D 철강 생산설비 관리시스템 제작툴 개발 및 3D Object 라이브러리 구축 이태용
7278606608,스마트,"광학용 BLU, LED 면조명 적용을 위한 마이크로 광학패턴이 구비된 신기술 도광판(LGP)필름 기술개발 대한민국 1425111532.0 광학용 BLU, LED면조명적용을 위한 마이크로 광학패턴이 구비된 신기술 도광필름(LGP)기술개발 최연석"
7278606608,스마트,시장확대를 위한 삼투압 현상 방지 및 은폐기능을 장착한 광고용 점착필름개발 대한민국 1425103484.0 시장확대를 위한 삼투압 현상 방지 및 은폐기능을 장착한 광고용 점착필름개발 최연석
7278606608,스마트,물 없이 부착하는 기능성 광고용 필름 제조공정 개선 기술개발 대한민국 1425119091.0 물 없이 부착하는 기능성 광고용 필름 제조공정 개선 기술개발 이정혜
3278806647,포인트아이(주),플래시 메모리 기반의 고성능 휴대용 저장 엔진 개발 대한민국 1425051016.0 플래시메모리 기반의 고성능 휴대용 저장 엔진 개발 김현덕
3278806647,(주)포인트아이,모바일 항법 및 위치기반 부가 서비스를 지원하는 LBS 응용 기술 개발 대한민국 1440000269.0 모바일 항법 및 위치기반 부가서비스를 지원하는 LBS 응용 기술 개발 라창현
1198608824,(주)에이치엠솔루션,초고속 단말기기(셋톱박스 및 유무선 모뎀)의 오작동에 대한 무인자동진단 시스템의 제품 개선(S/W기반으로) 대한민국 1425103180.0 초고속 단말기기(셋톱박스 및 유무선 모뎀)의 오작동에 대한 무인자동진단 시스템의 제품 개선(S/W기반으로) 옥동일
1198608824,(주)에이치엠솔루션,다중화된 데이터 전송기법을 적용한 사물지능(M2M) 통신의 지능형 설비 종합관리시스템 개발 대한민국 1425085679.0 다중화된 데이터 전송기법을 적용한 사물지능(M2M) 통신의 지능형 설비 종합관리시스템 개발 조용수
1198608824,(주)에이치엠솔루션,"소비자 관점에서 본 통신단말기(휴대전화,인터넷전화)의 무선 인터넷 및 문자 서비스 이용 데이터에 대한 과금 적정성 검증 기술 개발 대한민국 1425078987.0 소비자 관점에서 본 통신단말기(휴대전화,인터넷전화)의 무선 인터넷 및 문자 서비스 이용 데이터에 대한 과금 적정성 검증 기술 개발 이상진"
1198608824,(주)에이치엠솔루션,태양광 패널(솔라셀)의 표면 상태 실시간 검사 및 One-Stop 관리 체계 구축 대한민국 1425128812.0 태양광 패널(솔라셀)의 표면 상태 실시간 검사 및 One-Stop 관리 체계 구축 이상진
1198608824,(주)에이치엠솔루션,다중화된 데이터 전송기법을 적용한 사물지능(M2M) 통신의 지능형 설비 종합관리시스템 개발 대한민국 1425093796.0 다중화된 데이터 전송기법을 적용한 사물지능(M2M) 통신의 지능형 설비 종합관리시스템 개발 조용수
1198608824,(주)에이치엠솔루션,학교 실내 체육 활동 시스템(제품명:Fun-e)의 데이터를 활용한 상호운용 솔루션 개발 대한민국 1425132830.0 학교 실내 체육 활동 시스템(제품명:Fun-e)의 데이터를 활용한 상호운용 솔루션 개발 이상진
1198608824,(주)에이치엠솔루션,태양광 패널(솔라셀)의 표면 상태 실시간 검사 및 One-Stop 관리 체계 구축 대한민국 1425105620.0 태양광 패널(솔라셀)의 표면 상태 실시간 검사 및 One-Stop 관리 체계 구축 이상진
1198608824,(주)에이치엠솔루션,자동차 시트용 연질우레탄 폼 VOC 및 냄새 저감재 개발 대한민국 1425132505.0 자동차 시트용 연질우레탄 폼 VOC 및 냄새 저감재 개발 한영훈
1271508650,우일,사출을 이용한 부품 모듈화로 경량화 30% 및 생산성 200% 향상한 오토바이용 Plastic 슬라이딩 캐리어 개발 대한민국 1425118904.0 사출을 이용한 부품 모듈화로 경량화 30% 및 생산성 200% 향상한 오토바이용 Plastic 슬라이딩 캐리어 개발 최재현
1278102180,호원,"오염하천수의 질소,인의 제거특성을 갖는 멀티프로세싱사이클론 개발 대한민국 1425124149.0 오염하천수의 질소,인의 제거특성을 갖는 멀티프로세싱 사이클론 개발 조득형"
1101705214,드림테크(주),ANGLE ASS'Y 공정개선 대한민국 1425088980.0 ANGLE ASS&'Y  공정개선 기술개발 사업 나승호
1101705214,드림테크(주),XOA기반의 디지털 복합기 제어 관리 프로그램 개발 대한민국 1425081628.0 XOA기반의 디지털 복합기 제어 관리 프로그램 개발 이병하
2158606625,네오크레마,고령자의 근감소증 예방 및 개선에 도움을 줄 수 있는 소재 개발 대한민국 1711104671.0 고령자용 근감소증 예방 및 개선에 도움을 줄 수 있는 소재 개발 신중철
2158606625,네오크레마,유휴자원인 유기농쌀을 이용한 기능성소재 개발 및 이를 응용한 고부가가치 국산화 제품개발 대한민국 1415162786.0 유휴자원인 유기농쌀을 이용한 기능성소재 개발 및 이를 응용한 고부가가치 국산화 제품개발 김재환
2158606625,네오크레마,효소 및 화학 반응을 통한 락툴로스의 생산공정 개발 대한민국 1415142509.0 효소 및 화학 반응을 통한 락툴로스의 생산공정 개발 김재환
3148604264,(주)하늘소프트,HEVC 비트스트림의 고속 분석/재생 기술 개발 및 제품 상용화 대한민국 1425080493.0 HEVC 비트스트림의 고속 분석/재생 기술 개발 및 제품 상용화 이상호
3148604264,(주)하늘소프트,"S-63, S-57 표준 지원 전자해도 커널 SDK의 개발과 상용화 대한민국 1425094348.0 S-63, S-57 표준 지원 전자해도 커널 SDK의 개발과 상용화 이상호"
5048100506,데이타솔루션,공공서비스 수준진단 및 품질제고 방안 연구 대한민국 1315000837.0 공공서비스 수준진단 및 품질제고 방안 연구 최재석
1308100462,(주)나인티시스템,"운반용 랙의 탈부착이 가능한 적재 중량 400kg, 시속 2.5km/h의 가축 사체 운반 카트 개발 대한민국 1395071680.0 운반용 랙의 탈부착이 가능한 적재 중량 400kg, 시속 2.5km/h의 가축 사체 운반 카트 개발(1주관) 이인옥"
1308100462,(주)나인티시스템,고속 tessellation에 의한 3차원 그래픽 표현 기술 대한민국 1440000197.0 고속 tessellation에 의한 3차원 그래픽 표현 기술 김범철
2171106111,에이원,견인기능을 포함한 정형용 다기능 교정장치개발 대한민국 1425113935.0 견인기능을 포함한 정형용 다기능 교정장치 개발 지경수
2171106111,에이원,수용성 type의 보급형 자동차하부용 친환경 언더코팅제 및 공정개선 대한민국 1425089241.0 수용성 type의 보급형 자동차하부용 친환경 언더코팅제 및 공정개선 송가현
3128607321,천지산업,가스터빈(W501D기종) DLN형 Pilot Nozzle 국산화 개발 대한민국 1425113745.0 가스터빈(W501D기종) DLN형 Pilot Nozzle 국산화 개발 김태연
1208600603,비아이매트릭스,"5억 건 데이터 기준 3초 이내에 ˝데이터 처리 및 User Interface 구현˝이 가능한 페타바이트급 비전문가용 비즈니스 인텔리전스 서비스 플랫폼 기술 개발 대한민국 1415167628.0 5억 건 데이터 기준 3초 이내에 ""데이터 처리 및 User Interface 구현""이 가능한 페타바이트급 비전문가용 비즈니스 인텔리전스 서비스 플랫폼 기술 개발 황선민"
1048100052,(주)대우건설,슬러지 고온 용해 유기산을 외부탄소원으로 하는 수직형 MBR 고도하수처리기술 개발 대한민국 1480002317.0 슬러지 고온 용해 유기산을 외부탄소원으로 하는 수직형 MBR 고도하수처리기술 개발 이의신
1048100052,(주)대우건설,고온공기 주입/추출에 의한 유류오염 토양 및 지하수의 통합형 복원기술 실용화 연구 대한민국 1480002853.0 고온공기 주입/추출에 의한 유류오염 토양 및 지하수의 통합형 복원기술 실용화 연구 박기호
1048100052,(주)대우건설,마이크로파를 이용한 하수슬러지 전처리 및 감량화 공정 실증연구 대한민국 1485006192.0 마이크로파를 이용한 하수슬러지 전처리 및 감량화 공정 실증연구 홍승모
1048100052,대우건설,고농도 유기성폐수의 고효율 메탄생산을 위한 이상소화시스템 개발 대한민국 1410057941.0 고농도유기성폐수의고효율메탄생산을위한이상소화시스템개발 김기동
1048100052,(주)대우건설,하·폐수 고도처리 및 핵심요소기술;마이크로파를 이용한 하수슬러지의 전처리 및 감량화 기술개발 대한민국 1480002850.0 마이크로파를 이용한 하수슬러지의 전처리 및 감량화 기술개발 홍승모
1048100052,(주)대우건설,전기저항가열법을 이용한 휘발 및 준휘발성 유기화합물 오염토양 복원기술 실용화 대한민국 1480000214.0 전기저항가열법을 이용한 휘발 및 준휘발성 유기화합물 오염토양 복원기술 실용화 박기호
1048100052,(주)대우건설,흡착/촉매공정을 이용한 배출가스 질소산화물 및 다이옥신류 동시처리 공정개발 대한민국 1480002539.0 흡착/촉매공정을 이용한 배출가스 질소산화물 및 다이옥신류 동시처리 공정개발 김병환
1048100052,대우건설,수질변화 대응 고효율 정수 약품 개발 대한민국 1485017805.0 수질 변화 대응 고효율 정수 약품 개발 김재익
1048100052,(주)대우건설,에너지환경 대응형 복합 외피·창호/공조 시스템 기술 대한민국 1415104261.0 (세부2)에너지환경 대응형 복합 외피 창호/공조 시스템 기술 오보환
1048100052,대우건설,에너지환경 대응형 복합 외피․창호/공조 시스템 기술개발 대한민국 1415104261.0 (세부2)에너지환경 대응형 복합 외피 창호/공조 시스템 기술 오보환
1048100052,대우건설,고농도 유기성 바이오매스의 선택적 고율 이상혐기성 공정을 이용한 바이오가스 발전 대한민국 1415092413.0 고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전 홍승모
1048100052,(주)대우건설,건설공사장 소음 저감 방안 및 소음도 예측 프로그램 개발 대한민국 1485008355.0 건설공사장 소음 저감 방안 및 소음도 예측 프로그램 개발 임정빈
1048100052,(주)대우건설,고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전에 관한 기술개발 대한민국 1415092413.0 고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전 홍승모
1048100052,(주)대우건설,Bio magnetite를 이용한 고도하수처리 대한민국 1480001273.0 Bio magnetite를 이용한 고도하수처리 이의신
1048100052,대우건설,유틸리티 기반 상수도시스템 에너지 효율화 및 모니터링 기술 개발 대한민국 1485017564.0 유틸리티 기반 상수도시스템 에너지 효율화 및 모니터링 기술 개발 오희경
1048100052,(주)대우건설,이상혐기공정의 축산폐수적용을 통한 바이오가스 생산 및 에너지이용기술 실증연구 대한민국 1410057345.0 이상혐기공정의 축산폐수 적용을 통한 바이오 가스 생산 및 에너지이용기술 실증연구 홍승모
1048100052,(주)대우건설,열분해·용융 시설의 배출가스 및 잔유물 활용기술 개발 대한민국 1485005833.0 열분해 용융 시설의 배출 가스 및 잔유물 활용 기술 개발(총괄) 이협희
1048100052,대우건설,저에너지 건물 구현을 위한 융복합기술 실증사업 대한민국 1415114738.0 저에너지 건물 구현을 위한 융복합기술 실증사업 오보환
1181308079,(주)휴먼테크,Fast Fourier Transform 이용한 Biometric Encryption 시스템 개발 대한민국 1440000166.0 Fast Fourier Transform 이용한 Biometric Encryption 시스템 개발 임종태
1238603016,(주)이노라인,공동주택 하자/민원처리 관리시스템 App&Web기술 개발 대한민국 1425072188.0 공동주택 하자/민원처리 관리시스템 App&Web기술개발 송덕화
1238603016,(주)이노라인,Active X 이슈에 대응 할 수 있는 2채널 2차 보안 인증서비스 대한민국 1425093754.0 Active X 이슈에 대응할 수 있는 2채널 2차 보안 인증서비스 강명조
1198106079,(주)파인원커뮤니케이션즈,"사물 가상화, 분산 자율지능 및 데이터 연계/분석을 지원하는 IoT 기반 플랫폼 기술 개발 대한민국 1711055498.0 (ICBMS-3세부) 사물 가상화, 분산 자율지능 및 데이타 연계분석을 지원하는 IoT 기반 플랫폼 기술 개발 이진산"
1198106079,(주)파인원커뮤니케이션즈,"사물 가상화, 분산 자율지능 및 데이타 연계분석을 지원하는 IoT 기반 플랫폼 기술 개발 대한민국 1711026737.0 (ICBMS-3세부) 사물 가상화, 분산 자율지능 및 데이타 연계분석을 지원하는 IoT 기반 플랫폼 기술 개발 김영우"
2248108185,(주)미래엔지니어링,다채널 파장 다중화기 접속용 광부품개발 대한민국 1440000027.0 다채널 파장 다중화기 접속용 광부품개발 박동원
2248108185,(주)미래엔지니어링,다양한 전도성 액체의 특수 고온용 액위 제어 센서 대한민국 1425104284.0 다양한 전도성 액체의 특수 고온용 액위 제어 센서 김태준
2248108185,(주)미래엔지니어링,마이크로버블에 의한 질산화·탈질 단일반응시스템 개발 대한민국 1425124407.0 마이크로버블에 의한 질산화·탈질 단일반응시스템 개발 주용현
2248108185,(주)미래엔지니어링,초고온 파이프에 탈부착이 용이한 용융 금속(염)용의 판형 리니어 인덕션 전자기 펌프 대한민국 1425121485.0 초고온 파이프에 탈부착이 용이한 용융 금속(염)용의 판형 리니어 인덕션 전자기 펌프 김태준
2248108185,(주)미래엔지니어링,마이크로버블에 의한 질산화·탈질 단일반응시스템 개발 대한민국 1425113166.0 마이크로버블에 의한 질산화·탈질 단일반응시스템 개발 주용현
2248108185,(주)미래엔지니어링,NaK를 이용한 600℃ 고온 공정 시스템용 정밀 정압 센싱 유니트 제품 개발 대한민국 1425115668.0 NaK를 이용한 600℃ 고온 공정 시스템용 정밀 정압 센싱 유니트 제품 개발 김태준
6151901507,(주)가온테크,공기 대 공기 대형 공조형 PET Sheet 판형 열교환기 개발 대한민국 1425082080.0 공기 대 공기 대형 공조형 PET Sheet 판형 열교환기 개발 송길섭
1218108147,(주)아이엔텍,분리형 레이크와 수로확보형 보조스크린을 적용한 제진기 개발 대한민국 1425102856.0 분리형 레이크와 수로확보형 보조스크린을 적용한 제진기 개발 채현배
1228600939,소비코프로페셔널,테이블타입 전관방송시스템 전원부(SMPS) 보호회로 및 비상방송 전원공급 개선 대한민국 1425102868.0 테이블타입 전관방송시스템 전원부(SMPS) 보호회로 및 비상방송 전원공급 개선 강민구
1218102387,(주)우신산업,알루미늄 모노블럭 브레이크 캘리퍼 고속 및 저원가 주조 및 기계가공 공정개선 대한민국 1425126644.0 알루미늄 모노블럭 브레이크 캘리퍼 고속 및 저원가 주조 및 기계가공 공정개선 이병권
1218102387,(주)우신산업,대형 덤프트럭 Telescopic Hydraulic System용 오일 탱크 개발 대한민국 1415117792.0 대형 덤프트럭 Telescopic Hydraulic System용 오일 탱크 개발 전흥풍
6158100033,(주)이에스,폐기물 에너지화를 위한 신속고열 동력보일러 개발 및 실증화 대한민국 1415113517.0 폐기물 에너지화를 위한 신속고열 동력보일러 개발 및 실증화 신경수
4108703478,필컴퍼니(주),전기재해 예방 기능을 갖는 대기전력 차단 매입콘센트 및 스마트폰 앱 개발 대한민국 1415118162.0 전기재해 예방 기능을 갖는 대기전력 차단 매입 콘센트 및 스마트폰 앱 개발 정만구
1078705756,화인코리아코퍼레이션,갈색거저리 추출물을 이용한 자연유래 샴푸 시제품 개발 대한민국 1395067142.0 갈색거저리 추출물을 이용한 자연유래 샴푸 시제품 개발 박성희
1180109261,씨엘,셔틀버스 공유서비스 플랫폼 개발 대한민국 1425104307.0 셔틀버스 공유서비스 플랫폼 개발 박무열
8268105961,(주)넥스트웹,빅데이터 기반의 쇼핑패턴 분석을 통한 초정밀 마케팅 플랫폼 기술 개발 대한민국 1425094517.0 빅데이터 기반의 쇼핑패턴 분석을 통한 초정밀 마케팅 플랫폼 기술 개발 김현석
1078701822,메인정보시스템,모바일기기와 홀로그램 기술의 융복합을 통한 헤드업디스플레이 기술구현 대한민국 1425096217.0 모바일기기와 홀로그램기술의 융복합을 통한 헤드업디스플레이 기술구현 홍수정
1168206394,(사)한국정보산업연합회,사물인터넷(IoT) 보안 전문가 양성과정 대한민국 1711046744.0 사물인터넷(IoT) 보안 전문가 양성과정 이영로
1168206394,(사)한국정보산업연합회,임베디드SW산업 발전전략연구 대한민국 1415098997.0 임베디드SW 산업 발전전략 연구 문정현
1168206394,한국정보산업연합회,무인항공기 ICT융합지원센터 대한민국 1711047828.0 무인항공기 ICT융합지원센터 문정현
1168206394,(사)한국정보산업연합회,IT교수역량강화지원사업 대한민국 1415115344.0 IT교수역량강화지원사업 윤동섭
1168206394,(사)한국정보산업연합회,M2M 서비스 플랫폼 연구회 대한민국 1425085869.0 M2M 서비스 플랫폼 연구회 문정현
1168206394,한국정보산업연합회,제품-서비스 융합 기술 및 사업모델 개발 및 실증 대한민국 1415160002.0 제품-서비스 융합 기술 및 사업모델 개발 및 실증(총괄과제) 김은선
1101508477,제이에스,국내 최초의 유독성 화학물 소형 저장용 캐니스터 기술개발 대한민국 1425126019.0 국내 최초의 유독성 화학물 소형 저장용 캐니스터 기술개발 김건호
1101508477,제이에스,"반도체 장비용 통합형 TIM (Interlock, Devicenet communication Module)개발 대한민국 1425088122.0 반도체 장비용 통합형 TIM (Interlock, Devicenet communication Module)개발 박중균"
1138600309,티팟스튜디오,가상현실 기기와 사물인터넷 기술을 융합한 체감형 인터페이스 개발 대한민국 1425102715.0 가상현실 기기와 사물인터넷 기술을 융합한 체감형 인터페이스 개발 박민지
1138600309,티팟스튜디오,VR 콘텐츠 중계서비스 제작의 비용절감을 위한 사용자 전신동작 트래킹 및 실시간 전송기술 개발 대한민국 1375026818.0 VR 콘텐츠 중계서비스 제작의 비용절감을 위한 사용자 전신동작 트래킹 및 실시간 전송기술 개발 박민지
1228108349,(주)유코리아,헬스케어용 원격진단 보조기기 인터페이스 시스템 개발 대한민국 1425066833.0 헬스케어용 원격진단 보조기기 인터페이스 시스템 개발 이병걸
1228108349,(주)유코리아,헬스케어용 원격진단 보조기기 인터페이스 시스템 개발 대한민국 1425061670.0 헬스케어용 원격진단 보조기기 인터페이스 시스템 개발 이병걸
8308707172,(주)이도산업,직조보강섬유가 결합된 ELASTOMER 수지의 사출 성형을 이루는 탄성기둥과 보강결합부 대한민국 1425115745.0 직조보강섬유가 결합된 ELASTOMER수지의 사출성형을 이루는 탄성기둥과 보강결합부 문상엽
7108806559,주식회사 닷밀,숲/공원 문화 예술 향유를 위한 자연 친화적인 미디어 아트 플랫폼 개발 대한민국 1375027098.0 숲/공원 문화 예술 향유를 위한 자연 친화적인 미디어 아트 플랫폼 개발 정해운
7108806559,주식회사 닷밀,숲/공원 문화 예술 향유를 위한 자연 친화적 미디어아트 플랫폼 개발 대한민국 1375026952.0 숲/공원 문화 예술 향유를 위한 자연 친화적인 미디어 아트 플랫폼 개발 정해운
2298100229,(주)글로텍,울트라북 LED backlight unit용 220㎛급 적층복합 프리즘 시트 및 렌티큘라시트 개발 대한민국 1415131253.0 울트라북 LED backlight unit용 220㎛급 적층복합 프리즘시트 및 렌티큘라시트 개발 이기권
2298100229,(주)글로텍,모바일 광마우스용 이미지센서의 몰딩 패키징 개발 대한민국 1425063829.0 모바일 광마우스용 이미지센서의 몰딩 패키징 개발 김홍
