BusinessNum,agentName,applicantName,applicationDate,applicationNumber,classificationCode,registrationNumber,title
5618707012,,['주식회사 의식주컴퍼니'],2018-06-11,4020000000000.0,"['03', '09', '35', '37', '39', '42', '43', '45']",4010000000000.0,LIFE GOES ON
2248106285,,['요진건설산업 주식회사'],1994-12-14,4120000000000.0,['104'],4100000000000.0,요진산업주식회사 YOJIN CONSTRUCTION & ENGINEERING
7048100667,['김희소'],['코드코스메인터내셔널(주)'],2017-09-15,4020000000000.0,['03'],,문샷 젤리 팟 지04 스핀 스피릿 moonshot jelly pot g04 spin spirit
2118101308,,['(주)티앤아이미디어'],2006-01-05,4120000000000.0,['35'],4100000000000.0,SANGLIM
8388801195,['곽영목'],['주식회사 클라우시스'],2019-03-19,4020000000000.0,['09'],,ASL INTERCOM
5048600163,['인비전 특허법인'],['주식회사 아이티엘'],2017-05-04,4020000000000.0,['42'],,TimeNut
4458709839,['백홍기'],['주식회사 라온제나'],2015-04-01,4020000000000.0,['29'],,수&Slim 수앤슬림
2090807697,['해움특허법인'],['주식회사 휴런'],2020-01-29,4020000000000.0,['10'],4020000000000.0,mPDia
3268607435,['이창민'],['주식회사 트레바리'],2022-04-11,4020000000000.0,['38'],,TPTP
5038104818,['김하기'],['대덕건설 주식회사'],2008-04-07,4120000000000.0,['36'],4100000000000.0,리치아노 R RichonoR
4548607870,"['조한용', '임창기']",['보광산업개발주식회사'],2003-04-16,4020000000000.0,['12'],4010000000000.0,녹색지대 GREEN ZONE
6828705739,['특허법인 웰'],['대원종합건설(주)'],2002-04-11,4120000000000.0,['37'],,네스트 빌 Nest Vill
5024000949,['김두호'],['(주)아이디'],2012-11-15,4020000000000.0,['09'],4010000000000.0,"IED CO.,LTD."
2118604301,"['감동훈', '윤병삼']",['(주)신한종합건설'],2005-02-04,4120000000000.0,['42'],4100000000000.0,아크온건설 ARCKON
3328800498,['양재욱'],['디엘건설 주식회사'],2013-07-05,4120000000000.0,['37'],,삼호
2788102428,['박수조'],['주식회사 소더코드'],2019-11-28,4020000000000.0,['11'],4020000000000.0,co code
5150709612,"['윤의섭', '김수진']",['(주)드림넷'],2012-11-14,4020000000000.0,['29'],,조이 & 쿠킹 Joy&cooking
8438104043,,['(주) 아이원'],2002-10-08,4120000000000.0,['37'],,아이원디자인
2128100767,['특허법인 충무'],['(주)빌리언이십일'],2018-03-22,4020000000000.0,['09'],4010000000000.0,양식장 wish
2118600619,['반중혁'],['주식회사 아이센트'],2016-06-22,4020000000000.0,['09'],,iCent IP Convergence Technology Leader i-Saver
8071600032,['손은진'],['주식회사 엘에스'],2001-01-09,4020000000000.0,['09'],4010000000000.0,F-CW
3768702930,['특허법인엠에이피에스'],['주식회사 엠비치오넴'],2020-06-17,4020000000000.0,['43'],4020000000000.0,philosociety
5901609169,,['성진산업주식회사'],1974-05-25,4020000000000.0,['016'],4000000000000.0,SUNG JIN
4258803890,['신기현'],['주식회사 에너지밸런스'],2022-03-14,4020000000000.0,['41'],,Aimee
5048500093,['이정연'],['(주)애니캐스팅'],2019-11-11,4020000000000.0,['07'],4020000000000.0,AnyCasting
4128105602,"['권혁수', '임창현']",['화성건설(주)'],2002-12-18,4120000000000.0,['37'],4100000000000.0,라온빌 raon vill
4048804109,['백건수'],['주식회사 티에스건설'],1998-01-20,4120000000000.0,['104'],4100000000000.0,TECHNOS
6052001177,['이병균'],"['최홍식', '주식회사 모아']",2000-05-19,4020000000000.0,['29'],4010000000000.0,김치바이오젠 KIMCHI BIOGEN キムチ バイオゼン
8208103518,,['주식회사 유니코아'],2021-09-30,4020000000000.0,['09'],,와따 Wadda
7633708375,['황이남'],['주식회사 비에이치씨'],2014-06-24,4120000000000.0,['43'],4100000000000.0,HALF MOON CRAFT BEER & CALZONE
2148101693,['이민웅'],['주식회사 미래엔'],2003-05-20,4020000000000.0,['16'],4010000000000.0,iseum
7248809346,['구공호'],['주식회사 나이비'],2020-05-04,4020000000000.0,['09'],,흐으름
4138701482,['김민규'],['주식회사 정석산업'],2020-03-17,4020000000000.0,"['25', '28']",,OWN HERO BE YOUR OWN HERO
4088103498,"['구영회', '구공호']",['주식회사 신화종합건설'],2020-03-18,4020000000000.0,['36'],4020000000000.0,오르비제 빌리지
7020602393,['신동준'],['삼일산업 주식회사'],1996-07-11,4020000000000.0,['09'],4000000000000.0,SMF
6211805277,,['에스엘 주식회사'],2007-01-31,5020000000000.0,"['07', '12']",4000000000000.0,KDS
2218100169,"['김현철', '이상호']",['주식회사 신원'],1997-06-12,4020000000000.0,['025'],,제킨
7158106892,['정규호'],['주식회사 세누'],2017-05-10,4020000000000.0,['35'],,차칸 SU Cha-Khan
6168105011,['특허법인 웰'],['대원종합건설(주)'],2004-06-23,4120000000000.0,['36'],,대원Noblesse
8838601215,"['김한솔', '김준식', '안제성', '김세환']",['네오사피엔스 주식회사'],2019-04-09,4020000000000.0,['38'],4020000000000.0,고스트스테이션
3832400094,,['주식회사 우진'],1994-08-13,4020000000000.0,['003'],4000000000000.0,JEL-LEE
8808702439,,['주식회사 초록마을'],2018-07-23,4020000000000.0,['30'],,옳은밥상 오늘의식사
2064406972,,['주식회사 에이원'],2010-11-05,4020000000000.0,['30'],,구름 머무는 곳 옹기속
4118106718,['김용효'],"['주식회사 한일', '부운물산 주식회사', '원진산업 주식회사', '주식회사윈스포츠']",1994-12-17,4020000000000.0,['043'],,COWLAND
6151208320,['유미특허법인'],['주식회사 시공사'],2002-03-19,4020000000000.0,['16'],,문학 인
2148600302,['특허법인 두성'],['주식회사 에스에이엠지엔터테인먼트'],2019-01-30,4020000000000.0,['25'],,Follet
4148605369,"['김원호', '유미특허법인']",['삼정종합건설주식회사'],1992-07-02,4120000000000.0,['104'],4100000000000.0,AKOTEK
6691503560,['이병균'],['주식회사 모아'],2000-02-10,4020000000000.0,['29'],4010000000000.0,김치슬림 KIMCHISLIM キムチスリム
7778807028,['서효민'],['주식회사 어헤즈'],2018-07-05,4020000000000.0,['03'],4020000000000.0,AHEADSLHIDDENTHERAPY
4038107153,['특허법인 참좋은'],['주식회사 스마트미디어테크'],2016-11-11,4020000000000.0,['09'],4010000000000.0,야미 냐미
2538602361,['한양특허법인'],['(주)인터비젼'],2020-06-11,4020000000000.0,['09'],,FREEAIR
4031301928,['특허법인성암'],['십일번가 주식회사'],2018-06-08,4020000000000.0,['39'],4010000000000.0,11 ELEVEN STREET
3908802477,['주재연'],['주식회사 유진디랩'],2020-06-10,4020000000000.0,['37'],4020000000000.0,Parco Giochi
8174309718,,['(주) 아이원'],2002-10-08,4120000000000.0,"['35', '38']",,iwon
8428700193,['특허법인테헤란'],['주식회사 솔테크'],2019-07-02,4020000000000.0,['35'],4020000000000.0,SOL SOLCHEMICAL
6211700042,['이영규'],['주식회사 우진'],1990-06-20,4120000000000.0,['110'],4100000000000.0,
2618101544,['특허법인천문'],['주식회사 코인원'],2017-09-26,4020000000000.0,['36'],4010000000000.0,프로차트
7788609266,,['주식회사 트립비토즈'],2020-05-26,4020000000000.0,"['09', '35', '39', '43']",,BTZ
2638604769,['특허법인다래'],['주식회사 호반건설'],2018-01-09,4020000000000.0,['41'],,HOBAN ARTRIUM
2118701271,['특허법인지명'],['(주)엔스퍼트'],2010-08-30,4120000000000.0,['38'],,IDENTITY tab
8458600550,['김중효'],['주식회사 티르티르'],2019-11-25,4020000000000.0,['35'],4020000000000.0,CUREBIOME
2148103035,['신운철'],['아주산업 주식회사'],2011-08-12,4120000000000.0,['36'],4100000000000.0,아주캐피탈 Good +
4028106434,,['미르종합건설(주)'],2014-09-22,4020000000000.0,['01'],,좋은사람 좋은집 조은사람 조은집 아트-View 아트-뷰 ART-뷰 Art-View
4108601211,['김태훈'],['주식회사 부림'],2015-11-19,4120000000000.0,['37'],4100000000000.0,부림
4088601014,['백문구'],['주식회사 대한'],1982-09-29,4020000000000.0,['037'],4000000000000.0,오계절
8798606774,['(유)한양특허법인'],['주식회사 놀이의발견'],2021-02-16,4020000000000.0,['28'],,꿍짝키트
6151206768,"['이재화', '주인중']",['주식회사 팬텀'],1994-11-28,4020000000000.0,['025'],4000000000000.0,프레반 PREVAN
5118100021,['박영순'],['주식회사 우진'],2002-11-12,4120000000000.0,['37'],,"Woojin Metro Tech Co., Ltd."
2298106326,['이정익'],['씨에스정보기술 주식회사'],2000-03-29,4020000000000.0,['09'],4010000000000.0,자녀사랑
4748604349,['이창희'],['주식회사 파고네트웍스'],2019-05-29,4020000000000.0,['09'],,PAGO NETWORKS
4168100103,['인비전 특허법인'],['주식회사 아이티엘'],2017-05-19,4020000000000.0,['05'],,VIECARE
5048102836,,['대상건설 주식회사'],2005-01-06,4120000000000.0,['37'],,대상 DS
6508807397,"['전숙현', '서만규', '서경민']",['주식회사 엔에스엠'],2012-09-07,4020000000000.0,['16'],4010000000000.0,S
2208801541,['송세근'],['주식회사 텐핑'],2021-06-30,4020000000000.0,['30'],,조만태
6088108068,['이원희'],"['주식회사 바론즈인터내셔널', '주식회사 티에스센트릭', '주식회사 티에스건설', '대한제당 주식회사', '주식회사티에스개발', '대진유니텍주식회사', '주식회사 티에스푸드앤시스템', '주식회사유피테크']",1995-04-26,4120000000000.0,"['35', '36', '41', '42', '43', '44']",4100000000000.0,TS
8888802776,['백승엽'],['주식회사 디플리'],2019-10-17,4020000000000.0,['09'],4020000000000.0,Deeply
4168605135,['특허법인가산'],['휴멜로 주식회사'],2018-12-04,4020000000000.0,['09'],4020000000000.0,p
2858103644,['이관용'],['(주)시퀀스엔'],2019-04-08,4020000000000.0,['38'],4020000000000.0,야생마
2148600166,['특허법인맥'],['(주)토마토시스템'],2010-03-26,4020000000000.0,['09'],,eXSSO
5038101044,['유미특허법인'],['창성건설 주식회사'],2014-10-10,4120000000000.0,['36'],4100000000000.0,CLASSIA
6163004720,,['주식회사 신세계'],1993-01-14,4020000000000.0,['019'],4000000000000.0,PEACOCK
6168100157,['하문수'],['주식회사 건영'],1995-03-08,4020000000000.0,['017'],4000000000000.0,KY
2208106377,['특허법인원전'],"['홍지기술산업주식회사', '홍찬윤', '주식회사 토브씨앤지']",2003-06-10,4520000000000.0,"['06', '19', '35', '37', '42']",4500000000000.0,RECON
2238104416,"['양영준', '이길상']",['진흥기업주식회사'],2008-03-20,4020000000000.0,['14'],,더루벤스 THE RUBENS
2338102261,,['(주)뭉치'],2013-05-03,4120000000000.0,['39'],4100000000000.0,워킹워크샵
5028600576,['노장오'],['주식회사 세움건설'],2019-06-14,4020000000000.0,['37'],4020000000000.0,스카이폴리스 SKYPOLIS
4458700913,['김시우'],['주식회사 블록펫'],2018-11-14,4020000000000.0,['42'],4020000000000.0,BLOCKPET
4548602202,"['권정기', '이장주', '임상엽']",['주식회사 글로비원'],2021-02-03,4020000000000.0,['42'],,GBNBOX
5318601212,['양영필'],['주식회사 빌딩포인트코리아'],2019-03-13,4020000000000.0,['09'],4020000000000.0,FM
7133309176,"['남상선', '남두용']",['성진산업주식회사'],1994-06-03,4020000000000.0,['036'],,KBM
4738107974,['이용하'],['맨션나인 주식회사'],2019-03-19,4020000000000.0,['16'],4020000000000.0,DEEP PLAY BOOK
6168104292,"['이길상', '양영준']",['진흥기업주식회사'],2008-03-20,4020000000000.0,['33'],,THE RUBENS
6838100745,['오승건'],['주영산업주식회사'],1996-05-15,4020000000000.0,['047'],,하나로 HANARO
3598800724,['박명흠'],['(주) 미스터멘션'],2018-11-06,4020000000000.0,['43'],4020000000000.0,
8768701536,['백도현'],['한국스마트인증 주식회사'],2020-07-23,4020000000000.0,['09'],,Breuu
2708602755,['김미성'],['(주)잇마플'],2019-03-26,4020000000000.0,['29'],4020000000000.0,잇마플 EATMAPL
2948707299,['특허법인엠에이피에스'],['주식회사 해피투씨유'],2020-01-22,4020000000000.0,['41'],4020000000000.0,해피투씨유
3968105047,"['이재화', '주인중']",['주식회사 팬텀'],1994-11-28,4020000000000.0,['025'],,쥬르반 ZURVAN
8808700839,['조철현'],['효성티앤씨 주식회사'],2021-10-05,4020000000000.0,['25'],,ICE-X
6888709519,['심형섭'],['(주)서진건설'],2017-08-08,4020000000000.0,['37'],4010000000000.0,엘리체
4038108921,"['이태희', '백덕열']",['주식회사 신세기통신'],2000-04-06,4120000000000.0,['38'],4100000000000.0,017 i Lady
2152106282,['최영민'],['주식회사 레이'],2017-12-05,4020000000000.0,['07'],4010000000000.0,RAYDENT Studio
6208100181,,['주식회사 이레'],2015-12-24,4020000000000.0,['07'],,축분 재활용깔짚 펠렛퇴비 연료 제조장치
2148107850,,['(주) 서일시스템'],1996-06-27,4120000000000.0,['112'],,I.M.I LANGUAGE SCHOOL
8398709840,['이용하'],['(주)넥스트'],2016-07-29,4020000000000.0,['03'],,S SUPERHYDROPHOBIC ARMOR COATING
6828806845,['카이특허법인'],['주식회사 다름'],2021-09-09,4020000000000.0,['30'],,당곤
8598807981,['이용하'],['주식회사 제이에이크리에이티브'],2018-11-23,4020000000000.0,['30'],,자연밥상
2248809325,['특허법인(유한) 다래'],['주식회사 에이치씨컴퍼니'],2010-08-26,4020000000000.0,['07'],,스펙트럼
5888103623,['서평강'],['주식회사 스패로우'],2022-04-28,4020000000000.0,['24'],,스패로우
2268803242,,['주식회사 크레넷'],2016-02-18,4020000000000.0,['09'],4010000000000.0,크레북 KREBOOK K e북솔루션
5028601762,['팬코리아특허법인'],['주식회사 신세계티비쇼핑'],2022-01-05,4020000000000.0,['38'],,홈세프 컬렉션 HOME CHIEF COLLECTION
8488801948,['원대규'],['주식회사 그래피'],2021-06-09,4020000000000.0,['10'],,Hyalign
2100701353,,['(주)지오메디칼'],2016-04-06,4020000000000.0,['09'],4010000000000.0,
2613809224,,['주식회사 라온'],2017-10-31,4020000000000.0,"['01', '05']",,다라온
3808100242,['특허법인알피엠'],['주식회사 파이퀀트'],2022-05-18,4020000000000.0,['16'],,PiQuant
2972700092,['감동훈'],['주식회사 아이엠티'],2001-03-26,4020000000000.0,['09'],,imT
6218106035,['최규환'],['유진기업 주식회사'],2014-06-18,4020000000000.0,['07'],4010000000000.0,EUGENE
7058800485,['특허법인주원'],['(주)옴니오'],2010-10-12,4020000000000.0,['09'],,WOWKeys
4088108298,['윤여강'],['대방건설 주식회사'],2014-02-28,4120000000000.0,['37'],,N
4031505091,['송재근'],['주식회사 비엔비'],1992-11-25,4020000000000.0,"['045', '24', '25', '26']",4000000000000.0,CB
8808709258,['황보의'],['주식회사 웨커'],2021-04-27,4020000000000.0,['35'],,본페널티
6158100861,,['동진정보통신주식회사'],1991-12-13,4120000000000.0,['112'],4100000000000.0,DDC
4178106521,['특허법인빛과소금'],['영진기술 주식회사'],2020-03-06,4020000000000.0,['09'],4020000000000.0,클라우디
2648101118,['권두상'],['주식회사 질경이'],2017-07-10,4020000000000.0,['03'],,17DAYS
4080701596,['백문구'],['주식회사 대한'],1986-06-18,4020000000000.0,['037'],4000000000000.0,5계절
8128709375,['특허법인주원'],['(주)소유코퍼레이션'],2021-08-26,4020000000000.0,['05'],,
5158101582,['홍병의'],['혜성정보통신주식회사'],1994-12-01,4120000000000.0,['112'],,혜성경제연구소
8580704454,['박천배'],['주식회사 신세계'],1973-12-27,4020000000000.0,['048'],4000000000000.0,공작 PEACOCK
2220504851,"['정태련', '이상진']",['현대오일뱅크 주식회사'],1994-01-15,4020000000000.0,"['11', '19']",4000000000000.0,oiL Land
5348605274,['반중혁'],['주식회사 와우플래닛'],2022-04-14,4020000000000.0,['41'],,WOWPLANET
2208608202,"['박영우', '김삼용']",['주식회사 이너버스'],2003-11-11,4020000000000.0,['09'],,Live Viewer
2148606977,['박영우'],['세연테크놀로지 주식회사'],2007-07-12,4020000000000.0,['09'],,JUNO
3828704641,['특허법인남촌'],['주식회사 퀴즈톡'],2018-04-11,4020000000000.0,['09'],,
5041500313,,['디엘건설 주식회사'],1985-12-30,4020000000000.0,['027'],,하이-플러스 HI-PLUS
2208801342,['이준혁'],['(주)와플'],2016-07-26,4020000000000.0,['09'],4010000000000.0,와이알 WyR
5048100900,['조정환'],['(주)태왕이앤씨'],2017-11-03,4020000000000.0,['37'],4010000000000.0,TAEWANG
6178104449,['안병규'],['엘티삼보 주식회사'],2017-12-12,4020000000000.0,['37'],4010000000000.0,아리솔
6308701293,['이영근'],['주식회사 리앤한'],2003-12-31,4020000000000.0,['09'],,EXR
4708800099,,['주식회사 씨티에스'],2012-11-27,4020000000000.0,['11'],4010000000000.0,BYL
2298100080,['특허법인우인'],['주식회사 제이와이피엔터테인먼트'],2008-01-30,4020000000000.0,['14'],,JT The Best Digitainment Group
5158104936,['박재홍'],['주식회사성원건설'],1995-06-02,4120000000000.0,['104'],,성원 SUNG WON
2118107654,,['케이씨아이엠 주식회사'],2003-08-26,4020000000000.0,['09'],4010000000000.0,Sun Light
6918704540,['황보의'],['주식회사 와이어즈'],2022-04-12,4020000000000.0,['35'],,슈퍼파인
5088102430,"['박문수', '강용복']",['이지건설 주식회사'],2011-06-30,4120000000000.0,['36'],4100000000000.0,Soul Leader
6798101806,['구공호'],['굿어스데이터 주식회사'],2019-11-13,4020000000000.0,['09'],4020000000000.0,ArGosinsight
5438106074,"['황의만', '황성필']",['주식회사 아이스크림키즈'],2016-09-13,4020000000000.0,['41'],4010000000000.0,큐비코
2088206973,"['박길님', '박지호']",['(사) 한국통신사업자연합회'],2008-10-02,4120000000000.0,['35'],,한국통신사업자연합회 KTOA
4148702948,['문경혜'],['스닙팟 주식회사'],2015-12-03,4120000000000.0,['35'],4100000000000.0,S
6168105475,['김현진'],['(주)섬엔지니어링'],2010-11-26,4020000000000.0,['09'],4010000000000.0,Sum@Orum
5038108541,['김용인'],['대원전기산업주식회사'],1983-05-02,4020000000000.0,['028'],4000000000000.0,데이트론 DAYTRON
5098103769,['특허법인아주'],['창성건설 주식회사'],2021-07-06,4020000000000.0,['37'],4020000000000.0,비디에이치글로벌 BDH Global
2368701569,"['심창섭', '김용인']","['주식회사 케이디파워', '주식회사 에너솔라', '주식회사 라온테크']",2008-02-27,4020000000000.0,['09'],4010000000000.0,Hybrid DP
2068609649,['특허법인이씨엠'],['주식회사 한맥아이티'],2022-03-28,4020000000000.0,['11'],,Meta LED
4128108810,['이민웅'],['두산건설 주식회사'],2001-05-11,4120000000000.0,['37'],,Fashion 아파트
6172900041,['문경혜'],['(주)우진'],2016-09-13,4020000000000.0,['11'],4010000000000.0,KiWaterSolution
7778803780,"['홍성욱', '심경식']",['주식회사 새올정보기술'],2015-09-14,4020000000000.0,['09'],4010000000000.0,OV-Works
3013900355,['유미특허법인'],['세종텔레콤 주식회사'],2013-03-06,4120000000000.0,['38'],4100000000000.0,POINTTONGTONG
8128107399,['강정만'],['주식회사 메브릭'],2016-07-05,4020000000000.0,['09'],4010000000000.0,리메즈
3678104719,,['주식회사 신세계'],1973-12-26,4020000000000.0,['011'],4000000000000.0,S
2148106192,['김명섭'],['주식회사 케이씨씨건설'],2002-09-17,4120000000000.0,['37'],4100000000000.0,수&수 Soo&Soo
5028101466,,['(주)나노아이티'],2012-02-25,4120000000000.0,"['42', '45']",4100000000000.0,난공불락
2068607405,,['주식회사 마케팅이즈'],2017-03-09,4020000000000.0,['38'],4010000000000.0,토토팡
7118808549,['유미특허법인'],['에스케이 주식회사'],2011-08-17,4120000000000.0,['38'],,SK univers
4168108220,['황보의'],['세종산업(주)'],2021-01-28,4020000000000.0,['37'],,sj
2118806976,['특허법인아주'],['창성건설 주식회사'],2021-04-30,4020000000000.0,['43'],4020000000000.0,비디에이치홀딩스 BDH Holdings
8798700449,['배정일'],['주식회사 리얼코딩'],2019-04-25,4020000000000.0,['42'],4020000000000.0,CELLCODE
6888100348,"['최웅근', '박민흥']",['주식회사 맥파이테크'],2021-02-04,4020000000000.0,['09'],,M-30
7424705689,['이선우'],['주식회사 이루다'],2014-03-28,4120000000000.0,['43'],4100000000000.0,HOTEL IRUDA
8418800648,['특허법인엠에이피에스'],['주식회사 프로키언'],2021-03-04,4020000000000.0,['42'],,
8498603175,['유미특허법인'],['주식회사 크로스파이낸스코리아 (Kross Finance KOREA Co.)'],2017-07-13,4020000000000.0,['36'],4010000000000.0,90 days
6948805726,['방상호'],['주식회사 다온종합건설'],2021-01-12,4020000000000.0,['36'],,라 센트로
2418708384,,"['주식회사 케이씨씨', '금강종합건설(주)']",1990-09-25,4120000000000.0,['112'],,"금강종합건설(주) KEUMKANG CONSTRUCTION CO.,LTD."
2158700954,,['(주)시루정보'],2011-06-16,4120000000000.0,['36'],4100000000000.0,SEEROO
8788804413,,['(주)엔티소프트'],2004-02-10,4020000000000.0,['09'],,보부상 BOBUSANG
8138109735,['특허법인공룡'],['(주)켄텍'],2020-10-20,4020000000000.0,"['09', '42']",4020000000000.0,RSMS
5048100352,"['김종갑', '남계영']",['성원정보기술 주식회사'],1996-11-13,4120000000000.0,['112'],,하이퍼스캔 HYPERSCAN
2478603042,['김승완'],['(주)파머시즌'],2020-01-31,4020000000000.0,['25'],4020000000000.0,오프넥 사마스 OPNEG SAMAS
2208104980,"['김남식', '이인행']",['주식회사 다우데이타'],2020-02-06,4020000000000.0,['36'],4020000000000.0,페이조아
2208808665,['박양호'],['주식회사 신발연구소'],2015-09-23,4020000000000.0,['25'],4010000000000.0,MANSOLE
8818806132,"['이철수', '김연수']",['주식회사 이공이공'],1998-09-15,4120000000000.0,['35'],,2 2 이공이공 2020
4158703844,,['주식회사 파로스'],2012-02-08,4020000000000.0,"['18', '20']",,Thank you Father & 노아의 방주
2048600523,['신정아'],['(주)스마트큐브'],2021-12-01,4020000000000.0,['42'],,willld
2268105235,['황의만'],['신화건설(주)'],2014-10-10,4120000000000.0,['45'],4100000000000.0,SHINHWA CONST.
4021607793,"['윤명후', '전동찬', '이범호']",['(주)그린미디어'],2017-03-23,4020000000000.0,['16'],4010000000000.0,글로벌이코노믹 G
5068100036,"['신용길', '전준']",['씨에스텍 주식회사'],2021-02-15,4020000000000.0,['11'],,Luziere
2188103059,,['대상정보기술(주)'],2008-11-27,4120000000000.0,['42'],,TEAM MIRACLE
2208101497,['정문영'],['주식회사 일진유니스코'],2006-02-02,4020000000000.0,['19'],,노불보드
2838109243,['백영방'],['신성기업주식회사'],1997-01-10,4020000000000.0,['027'],4000000000000.0,빙고 BINGO
2128101800,['김성호'],['주식회사 라온텍'],2022-01-04,4020000000000.0,['09'],,CoKOA
7078103270,['노장오'],['주식회사 엔컴'],2020-10-06,4020000000000.0,['21'],,오키트 O kit
4168108829,"['박문수', '강용복']",['이지건설 주식회사'],2011-06-30,4120000000000.0,['37'],4100000000000.0,Soul Leader
6298709210,['이용하'],['정원종합건설(주)'],2016-07-12,4020000000000.0,['19'],4010000000000.0,Bonitas
8638103562,['정대섭'],"['(주)베디베로', '이홍재']",2020-05-12,4020000000000.0,['25'],4020000000000.0,VEDI VERO
2118603310,,['(주)티엔씨테크날로지'],2001-03-13,4120000000000.0,['42'],,Bill-Pro
2348108039,"['한승범', '유병욱']",['주식회사 선일기업'],2020-09-09,4020000000000.0,"['06', '19']",,SUPER 방화셔터 S440 선일 안전
8668107281,['서동원'],['주식회사 공간기록'],2019-08-07,4020000000000.0,"['37', '42']",4020000000000.0,공간기록
4558802416,"['김선준', '이광연']",['(주)엠디스퀘어'],2021-11-11,4020000000000.0,['44'],,Md
4098106739,"['나영환', '이상섭']",['주식회사오성정보통신'],1994-08-13,4020000000000.0,['039'],,텔레메이트
2208100894,['특허법인성암'],['에스케이엠앤서비스 주식회사'],2021-05-18,4020000000000.0,['42'],,안심경영
6748801947,['김준혁'],['페이업 주식회사'],2021-08-06,4020000000000.0,['35'],,payup
6450506934,['장순호'],['주식회사 제일기획'],1987-04-24,4020000000000.0,['052'],4000000000000.0,
2268106286,"['심창섭', '김용인']",['대한주식회사'],1991-10-24,4020000000000.0,['038'],4000000000000.0,KORCERA
5223000444,"['김용인', '박영복', '심창섭']","['주식회사 라온테크', '주식회사 케이디파워', '주식회사 에너솔라']",2007-12-26,4020000000000.0,"['04', '07', '09', '17']",,파워나노접지
3018100567,['서동원'],['주식회사 유영제약'],2019-06-28,4020000000000.0,['03'],,SNOW FLOWER BLOOM
8948604603,,['주식회사 코어닥스'],2020-11-12,4020000000000.0,"['36', '42']",,VICDeal
5048101398,['구공호'],['주식회사 정원'],2018-04-17,4020000000000.0,['31'],4010000000000.0,Bloominus
5142506684,,['주식회사 라온'],2017-09-04,4020000000000.0,"['01', '05']",4010000000000.0,머든
7278606608,['특허법인남촌'],['주식회사 스마트'],2016-03-08,4020000000000.0,"['12', '28']",,OLIVETRIKE
6178608717,"['김수경', '이미정']",['주식회사 제우스'],2018-12-19,4020000000000.0,['29'],4020000000000.0,Byeol & Byeol Charm
5148105859,['김종국'],['주식회사 큐텍코리아'],2015-04-14,4120000000000.0,['44'],,듀얼피코토닝
5048503777,"['황의만', '양영준', '위혜숙']",['메가박스중앙 주식회사'],1999-04-14,4120000000000.0,['41'],,CINEPLEX
6071701748,"['김국남', '김한얼']",['주식회사부림'],1992-04-30,4120000000000.0,['104'],4100000000000.0,주식회사 부림 주식회사 부림 BOOLIM COMPANY LTD.
3268608143,,['주식회사 꿈많은청년들'],2015-11-25,4120000000000.0,['35'],,bullfan
8838808319,,['주식회사 대호건설'],2007-06-11,4020000000000.0,['19'],,대호 에어로콘
2218109274,['김남혁'],['주식회사 임팩시스'],2017-06-30,4020000000000.0,['42'],4010000000000.0,impacsys
2238104902,['이원희'],"['주식회사 바론즈인터내셔널', '대진유니텍주식회사', '주식회사티에스개발', '주식회사유피테크', '대한제당 주식회사', '주식회사 티에스푸드앤시스템', '주식회사 티에스센트릭', '주식회사 티에스건설']",1995-04-26,4020000000000.0,['010'],,TS
2158606625,,['(주)네오크레마'],2014-07-22,4020000000000.0,"['29', '30', '32']",4010000000000.0,HybridEnergy
2048607845,['이만재'],['비티지 주식회사'],2016-08-30,4020000000000.0,['25'],,crazypants
2598108896,"['오수원', '최한성']",['아미쿠스렉스 주식회사'],2017-10-19,4020000000000.0,"['35', '45']",,AMICUS LEX
5048100506,['우광제'],['주식회사 데이타솔루션'],2018-05-16,4020000000000.0,['09'],4010000000000.0,에이너 AI.NER
2238802936,['천태용'],['주식회사 티에스엠테크놀로지'],2020-06-01,4020000000000.0,['37'],4020000000000.0,b Bime'S BMSEM
4768105819,['김성규'],['주식회사 블록체인기술연구소'],2019-10-14,4020000000000.0,['42'],4020000000000.0,IBCT
2171106111,['특허법인 이노'],['주식회사 에이원'],2015-05-12,4020000000000.0,['12'],4010000000000.0,LEGROVE
4808604596,['특허법인아이엠'],['주식회사 로그싱크'],2019-06-25,4020000000000.0,['09'],4020000000000.0,logsynk
8418703319,['노장오'],['주식회사 세움건설'],2019-06-14,4020000000000.0,['36'],4020000000000.0,스카이폴리스 몰 SKYPOLIS MALL
2248108185,['이대선'],['(주)미래엔지니어링'],2020-02-10,4020000000000.0,['06'],4020000000000.0,하나폼 HANAFORM
2118800540,['한양특허법인'],['주식회사 무신사'],2021-08-26,4020000000000.0,['09'],,WUSINSA
8858602344,['복병준'],['주식회사 웨이브온'],2017-11-15,4020000000000.0,['09'],,Innovation Medley
4089009368,['임유근'],['주식회사 연합뉴스'],2005-01-25,5120000000000.0,['41'],4100000000000.0,연합라디오뉴스 YRN
8568600607,['특허법인성암'],['원스토어 주식회사'],2020-09-25,4020000000000.0,['41'],,원툰앤북
2358607514,['특허법인메이저'],['주식회사 에스티엔커머스'],2020-04-23,4020000000000.0,['30'],,바르고 건강하게 착한한끼
8268105961,['정문영'],['주식회사 넥스트웹'],2000-08-09,4520000000000.0,"['09', '35', '38', '42']",,아라따
4088108255,"['이건주', '김정훈']",['주식회사 태림건설'],2021-09-02,4020000000000.0,['37'],,태림더끌리움 TAERIM 더 CLIUM
