BusinessNum,PressName,NewsDate,NewsTitle,NewsContent,JstName,UrlLink
1198101437,이투데이,2009-11-30,저가매수기회 ... 3주간 증권 90% 적중률기록 -헤모스-,"두바이사태로 인한 저번주는 투매물량이 많이 증가하여 코스피지수와 코스닥지수가 많이 밀려 추세선까지 붕괴하는 흐름을 나타내었다.하지만 단기악재라는 측면에서 저번주 금요일장 하락세는 너무 많이 반영되었다는 심리 또한 있는 상황이다.오늘은 급등하는 흐름으로 코스피지수 120일선을 지지할려고 하는 흐름이 감지되고 있으며 매수세 또한 증가하고 있는 모습이며 헤모스에서는 증시하락에 영향받아 많이 흘러내린종목들은 저가매수기회라고 강조하고 있다.고수익을 올리기위해서는 시장베이스와 전세계증시를 면밀히 살펴본뒤 종목발굴을 하는것이 바람직하며 수익률에서도 크게 차이를 나타내게 된다.주식초보자의 경우 오늘장이 저가매수 기회이며 단기매매와 중기매매를 같이 겸용한 투자전략이 필요하다 ""라고 말하고 있다.또한 증권방송 헤모스에서는 며칠만에 5%~10%이상 꾸준한 수익률을 기록하고 있으며 급등주식과 함께 상한가 발굴도 자주 일어나곤 하는 모습이다.단기수익률 와 중기수익률을 같이 겸용한 투자전략을 제시하고 있으며 수익률이 크게 증가 하는 이유중 하나는 검증받은 애널리스트들이 대거 합류되어 있기 때문이다.*최근 헤모스 3주간 주식확률을 본다면 전체추천방에서 90%이상 적중률을 기록하기도 하였다.*장중추천방의 경우 당일추천한 자연과 환경과 삼호개발 상한가를 기록하였으며 삼호개발 10%수익달성하였으며 이후 당일추천한 동신건설이 상한가를 또다시 기록하였다.보령메디앙스 7%수익달성.차이나그레이트 10%내외/액토즈소프트 12%내외/ 용현BM 6% /옴니시스템5%/sk에너지 6%/LS산전 5%/주성엔지니어링 5%/보령메디앙스 17%/서울마린 15%/에이테크솔루션 9%/ 수익달성을 하였으며 그외종목 또한 수익종목이 다수 발생되고 있는 모습이다.ELW추천방의 경우하이닉스 10% / SK에너지콜 (3회 매매) 10%,15%,20% / 삼성전자 콜20% 수익달성을 기록하였다.*최근 헤모스 3주간 주식확률을 본다면 전체추천방에서 90%이상 적중률을 기록하기도 하였다.*당일상한가 발생종목중에는 케이디씨, 엑스콘, 현대아이티, 김종학프로덕션, 아이스테이션, 아이리버, 휴비츠, 잘만테크 등이 상한가를 기록하고 있는 모습이다.*거래량 상위 종목중 코스피*동양철관, KDS, 케드콤, 웰스브릿지, 우리금융, 유니켐, 대우부품, 유진투자증권, 영보화학, 하이닉스, 기아차, 알앤엘바이오, 로엔케이, 웅진케미칼, KEC, 오라바이오틱스, 한국기술산업, 팜스코, LG디스플레이, 케이씨텍, 대우증권, 현대피앤씨, 오리엔트바이오, 한솔홈데코, 중국원양자원, SK증권, 케이씨오에너지, 삼양옵틱스, 동양종금증권, 광명전기, 신한지주, 우성사료, 한일이화, 배명금속, STX팬오션, 두산인프라코어, 기업은행, 하나금융지주, C&우방랜드, KB금융, 진흥기업, 남선알미늄, 일경, 외환은행, KODEX200, 현대금속, KODEX인버스, 대영포장, 제로원인터랙티브, 효성, 현대차, 미래산업, 한국전력, 대우건설, 태창기업, 삼성물산, GKL, 쌍용차, 현대건설, 아티스, 일신석재, 한국카본, 현대증권, 후성, SKC&C, 청호전자통신, 한신DNP, 삼성전기, 한화석화, 신성통상, SK네트웍스, 부산은행, 대우조선해양, 현대제철, LG전자, 코리안리, 태영건설, 티엘씨레저, 대창공업, 온미디어, 두산중공업, 동국제강, 삼성중공업, 톰보이, 케이아이씨, 이수페타시스, 금호산업, 유니모테크, KODEX삼성그룹, 대한전선, 옵티머스, 엔케이, 우리투자증권, GS건설, 현대해상, 현대모비스, 대우차판매, 대한항공, 금호종금, 삼성엔지니어링 등이 금일 거래량상위를 기록하고 있는 모습이다.*거래량상위종목중 코스닥*제이튠엔터, 케이디씨, 이앤텍, 경윤하이드로, 한미창투, 아이스테이션, 현대아이티, 아이알디, 선우중공업, 에듀패스, 단성일렉트론, 대주산업, 엑큐리스, 네오위즈벅스, 엑스로드, 제일창투, 아리진, 파루, 쌈지, 사이노젠, 유라테크, 유일엔시스, 지앤디윈텍, 디에스케이, 글로웍스, 브이에스에스티, 헤파호프, 한국기술투자, 광림, 미주씨앤아이, 테라리소스, 대아티아이, 넷시큐어테크, NCB네트웍스, 차이나그레이트, KTIC글로벌, 에너라이프, 중국식품포장, 제룡산업, 메가바이온, 웰크론, 홈센타, 하이스마텍, 뉴로테크, 투미비티, 핸디소프트, 지앤알, 엠엔에프씨, 엘오티베큠, 가비아, 펜타마이크로, 한국기술투자, 퓨비트, 한국베랄, 에듀박스, 대국, 에이모션, 다스텍, 유퍼트, 한와이어리스, 스타엠, 하이드로젠파워, 다날, 성원파이프, KT뮤직, 에스씨디, 우원인프라, 하이쎌, 자연과환경, 엔케이바이오, 지엔텍홀딩스, 온세텔레콤, 파라다이스, 아이리버, 클루넷, 제넥셀, 진바이오텍, 코어비트, 중앙디자인, 이화전기, 어울림네트, SG&G, 어울림정보, 미주제강, 엘림에듀, 서희건설, 영진인프라, 오공, 넥센테크, 김종학프로덕션, 신천개발, 위지트, 코디콤, 프럼파스트, 리노스, 아이넷스쿨, DM테크놀로지, 한국캐피탈, 예당 둥이 금일 거래량 상위를 기록하고 있는 모습이다.테마주동향으로는 3D관련주로써 케이디씨, 잘만테크, 아이스테이션, 현대아이티, 등이 일제히 상한가를 기록하고 있으며 전자책관련주로써는 아이리버, 인큐브테크, 아이컴포넌트, 예스24, 하이쎌, 인터파크 등이 상승흐름을 나타내고 있는 모습이다.폐기물관련주로써는 와이엔텍, 코엔텍, 인선이엔티 등이 상승흐름을 보이고 있으며 수소에너지관련주로써는 넥스콘테크, 에스씨디, 이엠코리아, HS홀딩스, 등이 상승흐름을 나타내고 있는 모습이다.국내상장중국기업으로는 중국식품포장, 차이나그레이트, 코웰이홀딩스, 중국원양자원, 3노드디지탈, 연합과기, 화풍집단KDR 등이 급등세를 나타내고 있으며 풍력에너지관련주로써는 유니슨, 효성, 두산중공업, 동국S&C, 현진소재, 태웅, 평산, 한일단조, 케너텍, 등이 급드흐름을 나타내고 있는 모습이다.또한 헬스케어관련주로써는 휴비츠, 인성정보, 코오롱아이넷, 유비케어, 인포피아, 비트컴퓨터, 나노엔텍, 바이오스페이스, 뷰웍스 등이 소폭강세흐름을 나타내고 있으며 탄소배출권관련주로써는 유니슨, 한솔홈데코, 이건산업, 포휴먼, LG화학, 후성, 휴켐스 등이 상승흐름을 나타내고 있는 모습이다.AM OLED관련주로써는 엘디티, 아이컴포넌트, 크로바하이텍, LG디스플레이, AP시스템, 아바코, 에스엔유, 덕산하이메탈, 동아엘텍 등이 상승흐름을 나타내고 있으며 우주항공테마주로써는 쎄트렉아이, 비츠로테크, 퍼스텍, AP시스템, 한양이엔지, 한양디지텍, 비츠로시스, 빅텍 등이 상승흐름을 나타내고 있는 모습이다.또한 스마트관련주로써는 바이오스마트, 일진전기, 스템싸이언스, 선도전기, 누리텔레콤, 일진홀딩스, 보성파워텍, 삼화콘덴서, 비츠로시스, LS산전, 옴니시스템 등이 상승흐름을 보이고 있으며 4대강관련주로써는 홈센타, 진흥기업, 동신건설, 삼호개발, 유신, 울트라건설, 이화공영, 삼목정공, 특수건설, 등이 오늘 조정흐름을 보이고 있는 모습이다게임주로써는 겨울방학수혜주로 분류되어 액토즈소프트, CJ인터넷, 엔씨소프트, 조이맥스, 엠게임, 와이디온라인, 네오위즈게임즈, 한빛소프트, 게임하이, 웹젠, JCE, YNK코리아, 소프트맥스, 등이 소폭상승흐름을 나타내고 있는 모습이다.하이브리드카관련주로써는 넥스콘테크, 필코전자, 뉴인텍, 삼화전기, 대호에이엘, 삼화콘덴서, 삼화전자, 엠비성산, 등이 소폭상승흐름을 보이고 있으며 대북관련주로써는 비츠로시스, 선도전기, 제룡산업, 대원전선, 보성파워텍, 두산중공업, LS, 비츠로테크, 광명전기, 이화전기 등이 상승흐름을 나타내고 이는 모습이다◆사이트: www.hemose.co.kr◆문의처: 1644-2055 (9:00~16:00)",,
1348701081,잡포스트,2020-11-03,"마르시끄, 안전한 속눈썹 컬링기 '속눈썹 드라이기'에 이어 '클렌징밤' 출시",,,
1244201375,한국경제,2022-10-19,금융위 마이데이터 정보제공 범위 확대쇼핑카드결제 정보 세분화,"사진연합뉴스내 손안의 금융비서라 불리는 금융권 마이데이터(본인신용정보관리업) 서비스의 정보제공 항목이 기존 492개에서 720개로 크게 늘어난다. 맞춤형 상품 추천 및 자산관리 서비스 등이 한층 고도화돼 소비자 편익이 증대될 것이란 관측이 나온다. 금융위원회는 마이데이터 사업자와 정보제공자 등과 40여회 이상 회의를 거쳐 이번 정보제공 범위 확대 방안을 마련했다고 19일 밝혔다. 정보제공 범위는 올해 말부터 내년까지 순차적으로 늘어날 예정이다. 온라인 쇼핑몰 주문내역이 세분화된 것이 가장 눈에 띈다는 평가다. 현재는 사생활 보호 등의 이유로 쇼핑 주문 정보가 가전, 도서, 의류 등 12개 분야로만 구분해 제공됐다. 내년 6월부턴 쇼핑몰 입점업체의 사업자등록번호를 추가로 제공하기로 했다. 마이데이터 사업자는 사업자등록번호를 통해 해당 업체의 업종이나 주요 판매물품을 추가로 분석하고, 이를 바탕으로 소비자의 소비나 지출 패턴을 보다 정확하게 분석할 수 있게 된다. 기존엔 A씨가 인터넷에서 옷을 많이 사는 소비자라는 정보 정도만 얻을 수 있었다면, 앞으론 A씨가 아동의류 쇼핑몰 유저라는 구체적 정보를 파악할 수 있다는 얘기다. A씨에게 어린이와 함께 갈 만한 음식점이나 키즈카페를 추천해 주는 등 고도화된 서비스가 가능해 진다. 카드 결제금액 정보도 내년 6월부터 세분화된다. 현재는 합산금액으로 제공되고 있는데 앞으론 일시불, 할부, 현금서비스(단기카드대출) 등 항목으로 나눠 제공하겠다는 것이다. 카드론(장기카드대출)도 건별 상환액, 원금, 이자, 잔액 등 상세정보가 제공된다. 고객의 지출 습관 등을 정밀하게 분석해 한층 더 스마트한 소비를 유도할 수 있다. 현재는 카드사의 결제취소 정보가 월단위로 제공되고 있다. 가령 국내외 출장이 잦아 일정 변경 등에 따라 숙박료 카드결제 취소가 비일비재한 B씨 같은 경우 마이데이터 사업자가 제대로 된 분석을 하기 힘들다. 이에 금융위는 올해 12월부터 결제취소나 후불교통카드, 아파트관리비, 통신비, 해외직구 등 무승인매입정보도 실시간 확이할 수 있도록 시스템을 변경할 계획이다. 보험 정보도 확대된다. 보험의 경우 계약자와 피보험자가 다른 경우가 적지 않다. 부인이 남편 앞으로 생명보험을 들어주는 경우 등이 대표적이다. 현재는 계약자가 아닌 피보험자가 자신의 보험정보를 조회할 수 없지만, 올 12월부턴 피보험자도 보험기간이나 보장 정보 등을 조회할 수 있게 된다. 주택화재 같은 물(物)보험이나 펫보험 등의 소액단기보험 등의 정보도 내년 6월부터 추가된다. 입출금 정보도 한층 구체화된다. 계좌 거래내역에 자동이체 관련 정보나 대출상품 거치기간 정보 등을 추가한다. 국세지방세관세 납세내역, 건강보험 납부내역, 은행권이 판매하는 신탁상품 및 개인종합자산관리계좌(ISA) 관련 정보도 신규 제공된다. 현재 개인형 퇴직연금(IRP)으로만 한정된 연금 정보도 확정급여(DB)형확정기여(DC)형 퇴직연금, 공적연금 등으로 확대된다. 금융위 관계자는 이번에 확대된 정보항목을 원활히 반영할 수 있도록 이달 중으로 가이드라인 및 표준 API 규격을 배포할 예정이라며 비금융정보 제공 확대 등을 위해 유관기관 및 업계와 지속 협의해 나가겠다고 말했다. 금융분야 마이데이터 서비스는 올해 1월 본격 시행됐다. 누적 가입자 수는 5480만명이다.",이인혁,https://n.news.naver.com/mnews/article/015/0004764258?sid=101
4168105466,이투데이,2009-12-07,"중기청, '신성장 기술투자포럼' 개최","중소기업청은 오는 8일 역삼동 르네상스호텔에서 유망 신기술에 대한 벤처캐피탈의 이해와 전문성 제고를 통한 신기술 창업투자 확대를 위해 '신성장기술투자포럼'을 개최한다고 7일 밝혔다.이번 포럼에서는 신기술 연구개발자 등 분야별 전문가와 벤처캐피탈리스트가 만나 그린에너지, 전기자동차, 온라인게임 기술 및 조선업 경기동향과 중장기 전망 등에 대한 주제발표 및 토론이 이뤄진다.또한 스카이레이크인큐베스트 진대제 대표의 신성장동력산업과 투자방향, 다산네트웍스 남민우 대표의 벤처캐피탈 투자유치 사례에 대한 특강도 마련된다고 중기청은 전했다.이외에도 어려운 여건에서도 적극적인 투자와 경영지원을 통하여 우수한 성과를 거둔 '우수 벤처캐피탈리스트'에 대한 시상식을 개최, LB인베스트먼트(주) 하태훈 수석팀장이 지식경제부장관 표창, 한국투자파트너스(주) 호경식 상해사무소장과 (주)네오플럭스 이호준 수석심사역이 중소기업청장 표창을 수상한다.",,
1118602010,충북일보,2021-07-08,"㈜호원, 영동군민장학회에 500만 원 기탁",,,
2788603936,문화일보,2021-10-22,"인천글로벌캠퍼스 전국 입학설명회…서강대, 국내 최초 메타버스 전문대학원 설립",,,
1208101620,머니투데이,2011-01-26,한국MS 등 6개사 위치정보사업자 신규 허가,"한국마이크로소프트(유) 등 8개 법인이 위치정보 사업 허가를 받았다.

방송통신위원회는 26일 상임위원회를 개최해 '위치정보의 보호 및 이용 등에 관한 법률 제5조(위치정보사업 허가)'에 의거해 위치정보사업을 신규 허가하기로 의결했다.

이번에 허가적격 판정을 받은 6개 허가신청 법인은 한국마이크로소프트(유)를 비롯해 스카이훅 와이어리스 아이엔씨, (주)에스원, (주)아인텔, (주)엔알피시스템, 아리온통신(주))이다.",,
4545108787,연합뉴스,2002-10-21,KEDO 이사회 내달 초 개최할 듯,"(도쿄=연합뉴스) 한반도에너지개발기구(KEDO)는 북한이 핵 개발 계획을 시인한 데 대한 대응책을 논의하기 위해 내달 초 이사회 회의를 개최할 것으로 보인다고 지 지통신이 21일 보도했다.

이 통신은 북-일 수교협상 책임자인 스즈키 가쓰나리 대사의 말을 인용, KEDO이사회 회의가 내달 열릴 것으로 예상된다고 전했다.

스즈키 대사는 일본 언론과 가진 기자회견 자리에서 KEDO 이사회 일정을 공개하면서 북한 핵 문제에 대해 아무런 해결책이 없을 경우 KEDO가 진행중인 경수로 건설사업이 더이상 진행되지 않을 수도 있다고 말했다.

그는 ""(KEDO 협정의) 완전 폐기를 말하는 것은 시기상조""라면서도 ""경수로 건설을 늦추거나 이를 일시 중단하는 등 여러가지 선택방안이 있다""고 덧붙였다.

jusang@yna.co.kr (끝)

<저 작 권 자(c)연 합 뉴 스. 무 단 전 재-재 배 포 금 지.>",,
2018209072,뉴시스,2021-10-22,"권영규 전 서울부시장, 서울시자원봉사센터 이사장 선임",,,
6088104892,이데일리,2008-02-20,에임하이에 오일샌드 양도한 에너코 실체는?,"[이데일리 피용익기자] 에임하이(043580)에 미국 유타주 오일샌드 광구를 양도한 에너코(Enercor)의 실체에 대해 의문이 일고 있다. 과거 유명 오일샌드 개발 업체의 이름을 딴 신생 업체로, 사실상 오일샌드 사업과 연관이 없다는 주장이다.

20일 미국 유타주 정부에 따르면 현재까지 `에너코`라는 이름으로 사업자등록을 한 회사는 에너코(Enercor), 에너코에너지(Enercor Energy LLC), 에너코주식회사(Enercor Inc) 등 모두 3개다. 이 가운데 에너코와 에너코주식회사는 각각 1989년과 2007년에 사업자등록이 만료됐다.

현재 유타주에 등록된 사업자로 활동하고 있는 에너코에너지는 스티븐 파워스(Steven Powers)가 대표로 올라 있다. 그는 최근 에임하이의 기업설명회에 참석했던 인물이다.

그런데 에너코에너지는 지난해 10월18일에 사업자등록을 한 신생 회사로, 유타주 오일샌드 개발 역사에 언급되는 에너코(1989년 폐업)와의 연관은 찾을 수 없다.

옛 에너코는 80년대 초반 유타주에서 오일샌드 사업을 벌이던 회사다. 엑손에 로열티를 지불하는 조건으로 일부 광구에 대한 개발권을 협의했지만, 이 회사가 이용하려던 솔벡스(Solv-Ex)의 기술이 허위임이 밝혀지면서 논란이 되기도 했었다. 이후 에너코는 별다른 사업 성과 없이 1989년에 폐업했다.

에너코에너지의 업종도 오일샌드와는 관련이 없다. 이 회사는 북미 산업분류체계(NAICS)에 따른 분류코드 2211로 등록돼 있다. 즉 발전기 관련 업체(Electric Power Generation, Transmission and Distribution)란 뜻이다. 폐업한 에너코의 분류코드인 4247이 석유 및 석유제품 판매(Petroleum and Petroleum Products Merchant Wholesalers)인 것과는 대조적이다.

즉 유타주 정부에 따르면 에너코에너지는 1980년대 유타주에서 오일샌드 사업을 추진했던 에너코와는 전혀 다른 신생 회사이며, 오일샌드 개발 전문 업체도 아니라는 의미다.

유타주 정부 기업부의 제이미 티는 ""지배구조나 대표자 등을 볼 때 에너코와 에너코에너지는 전혀 관련이 없는 회사""라며 ""또한 에너코에너지는 에너지 관련 회사라는 것 외에는 알려진 것이 없다""고 말했다.

이에 따라 에너코에너지가 옛 에너코의 이름을 따 와 마치 오일샌드 전문 업체인 것처럼 활동하고 있는 게 아니냐는 의혹이 일고 있다. 이 경우 에너코에너지가 실제로 엑손 광구 개발권을 갖고 있는지도 불확실해지기 때문이다.

이에 대해 에임하이의 오영훈 사장은 ""스티븐 파워스는 옛 에너코에서 일했던 경력이 있으며, 최근 유가가 상승하면서 오일샌드의 사업성이 주목받자 옛 에너코로부터 회사가 갖고 있던 모든 권리를 사 와 새 회사를 설립한 것으로 안다""고 말했다.

또 ""에너코의 업종분류가 발전기 관련으로 돼 있는 것은 이 회사가 사용하는 인시추(In-Situ) 방식에 전기가 사용되기 때문일 것""이라고 해명했다.

이러한 해명에도 불구하고 투자자들을 설득시키기 위해서는 좀 더 깊이있는 정보 공개가 필요하다는 지적이다. 에임하이가 지난 13일 사업설명회에서 배포한 자료에 나온 스티븐 파워스 대표에 대한 소개에는 에너코에서 근무했던 경력이 전혀 나오지 않는다. 소개 자료에는 옛 에너코가 오일샌드 사업을 진행중이던 1980년대에 그가 부동산 개발 및 투자업에 종사하고 있었던 것으로 적혀 있다.

▶ 관련기사 ◀
☞에임하이, 美 CCCU 지분 투자 지연
☞(특징주)에임하이 약세..오일샌드 설명회 효과 희석",,
1058706120,비즈니스포스트,2020-03-25,[Who Is ?] 정경인 펄어비스 대표이사,,,
1050905695,뉴시스,2018-01-11,"김남일 경북 도민안전실장, '신라왕이 몰래 간 맛집' 출간",,,
1098102371,디지털타임스,2011-04-13,"에이스티어, 디지털사진 인화용 E-포토존 개발","리조트단지나 크루즈 등에서 디지털카메라로 찍은 사진을 키오스크에서 간편하게 인화할 수 있는 서비스가 등장했다. DID(Digital Information Display) 전문 기업 (주)에이스티어(대표 조성용)가 사진인화용 DID 솔루션인 `E-포토존'(사진)을 개발했다고 13일 밝혔다.

E-포토존은 터치스크린 디스플레이 방식으로 화면을 터치하면 촬영된 전체 사진을 볼 수 있다. 손쉬운 터치를 통해 사진의 확대, 축소는 물론 즉석 편집도 가능하다. 간단한 드래그 동작을 통해 인화할 사진 목록에 추가할 수 있으며, 자동으로 인화 비용이 계산된다. 결제를 완료하고 숙소 정보를 입력하면 인화 후 배달 서비스도 가능하다. 광고솔루션 `e싸인웍스'가 내장되어 있어서 인화작업 외의 시간에는 신제품을 홍보할 수 있는 DID로서도 활용 가능하다. 46인치 정전식 터치스크린이 장착되었으며, 시스템으로는 인텔 ATOM D525 프로세서를 탑재한 산업용 컴퓨터가 기본으로 탑재돼 있다.

에이스티어 DID 사업부 주종헌 과장은 ""현재 리조트와 크루즈선에서 도입을 추진 중에 있으며, 기존의 대형마트에 위치한 포토 스튜디오에서도 마우스를 사용하는 번거로움 없이 편리하게 사진을 인화할 수 있다.""고 말했다.

에이스티어는 코스닥 기업인 에스지에이(주) SPG 사업부가 분사된 회사로, 자체 기술력으로 e싸인웍스를 개발해 300여 곳에 납품했다.

이규화선임기자 david@




[저작권자 ⓒ디지털타임스 무단 전재-재배포 금지]",,
2928808330,에이빙뉴스,2022-04-07,"글로싸인, 2022 월드IT쇼에서 클라우드 기반(SaaS) 전자계약 서비스 소개 나선다",,,
1168100284,조선비즈,2021-09-01,"한화생명, 조직개편으로 디지털·신사업 경쟁력 강화","한화생명은 보험, 신사업, 전략 등 3개부문으로 조직개편을 단행했다고 1일 밝혔다. 포화상태에 이른 보험업 중심의 사업구조를 넘어서 금융의 비전과 새로운 전략수립을 마련하기 위해 조직개편을 단행했다는 게 회사 측 설명이다.보험, 신사업, 전략 등 3부문은 각각 인사·기획 등 최대한 자율성을 가진 조직이다. 부문별 주도적인 협업과 가치 극대화를 추구하고 시장변화에 신속하게 대응할 예정이다. 부문별 책임경영과 부문간 상호협력강화를 통해 사업 실행력을 높인다.보험 부문은 지난 4월 한화생명금융서비스의 물적분할에 따른 제판(제작과 판매) 분리에 따라 역할 변화가 필요했다. 이에 상품 제조·개발 역량을 강화하기 위해 상품 연구, 유지, 지원을 일원화한 상품전략실을 신설해 차별화된 경쟁력을 강화한다.신사업 부문은 디지털 금융사 위상강화를 위한 다양한 디지털기반 신사업의 발굴·기획·사업화를 담당한다. 지난 1월에 새롭게 도입된 노드를 통해 자율책임하에 단위 프로젝트를 수행한다.디지털 기반의 신사업 영역은 오픈 이노베이션(OI), 드림플러스(DP) 등을 활용한 CIC(Company in Company)형식의 조직을 적극 지원해 사업화를 신속하게 진행할 예정이다.전략 부문은 회사 가치 증대를 위한 미래 사업 전략 수립 및 경영 전반의 프로세스 개선에 집중한다.특히 대표이사 직할로 미래경영위원회를 신설했다. 미래경영위원회는 실질적인 컴퍼니빌딩(company building) 실행 조직으로 보험, 신사업, 전략 부문의 상호 협업 아래 외부 파트너십 연계로 조기 사업화를 위한 패스트트랙을 지원한다.디지털연금과 암특화TF 등도 새롭게 꾸려졌다. 경영전략실을 신설해 전사 비전수립, 사업포트폴리오 개선, 인수합병 발굴 등 지속성장을 위한 중장기 전략을 수립하고 실행할 예정이다.한화생명 관계자는 “각 부문별로 자율성을 부여해 금융시장을 선도할 수 있는 실행력을 확보하고, 제판분리 이후 미래성장 동력의 사업화에 박차를 가할 예정”이라고 말했다.",,
2208206333,뉴스1,2018-01-26,[인사종합] 문화체육관광부·중소벤처기업부 외,,,
6158105707,뉴스웨이,2019-07-15,코스피 상장 채비 ‘盧의 남자’ 박연차의 태광실업은 어떤 회사?,"박연차 회장이 태광실업의 유가증권시장 상장을 준비 중인 것으로 알려지며 주목을 끌고 있다.

태광실업은 최근 국내 증권사에 상장주관사 선정을 위한 입찰제안요청서(RFP)를 발송했으며 이르면 내년 유가증권 상장을 마칠 것으로 전망된다.

금융투자업계에서는 태광실업이 상장을 완료하게 되면 의류·신발 OEM 기업 가운데 ‘대장주’ 자리에 올라설 것이란 전망이 나온다. 지난해 태광실업의 순이익 1996억원, 순자본 9468억원 등을 감안하면 3조~4조원대 기업가치도 가능할 것이란 평가다.

태광실업은 글로벌 1위 스포츠 브랜드인 나이키(NIKE)의 4개 핵심 OEM(주문자상표부착생산)사 중 하나로, 장기간 이어지고 있는 나이키와의 우호적인 파트너쉽을 바탕으로 안정적인 사업기반을 확보하고 있다.

대만계 파우첸, 펭타이 등에 이어 나이키 OEM 업계 내 3위 수준이며 해외현지법인을 통해 연간 7800만족의 생산능력을 확보하고 있다. 주요 연구개발 대상 및 판매제품은 나이키 런닝화다.

1980년 12월 신발류의 제조와 수출을 주요 목적으로 설립됐으며 국내 본사 외에도 청도태광제해유한공사(중국), 배광비나(베트남), 베트남 목바이(베트남), 태광인도네시아(인도네시아) 등 4개 해외생산 자회사를 중심으로 운영 중이다. 태광껀터의 생산라인이 2020년부터 본격적으로 가동되면 생산능력은 더욱 확대될 예정이다.

최근까지 나이키로부터 수주물량의 증가추세가 지속되고 있는 점도 강점으로 꼽힌다. 자체적인 신발 개발을 통해 ODM(제조사개발생산) 기업으로서의 역할도 확대되고 있어 중장기적으로 나이키와 긴밀한 협력관계도 지속적으로 유지될 전망이다.

글로벌 시장에서 나이키의 매출 호조가 유지되며 태광실업의 실적도 꾸준히 우상향 곡선을 그리고 있다.

태광실업의 작년 연결 매출액은 전년대비 17.7% 늘어난 2조2668억원으로 사상 최초로 2조원을 넘어섰다. 영업이익과 당기순이익도 같은 기간 각각 11.57%, 21.19% 늘어난 2373억, 1996억원을 기록했다.

조정표 한국신용평가 연구원은 “단일 고객에 집중돼 있어 수요처 정책 변화에 대한 취약한 대응력, 열위한 교섭력 등이 사업상 제약요인이나 생산라인 신·증설에 상응하는 수주 물량 확보, 제품 연구개발 공조 등 장기간 나이키와 우호적인 파트너쉽을 기반으로 이익 규모가 꾸준히 증가하고 있다”고 평가했다.

이어 “지속적인 라인 증설, 신규 생산법인 설립에 따른 사업 초기비용 발생 가능성, 인건비 상승 등이 수익성에 부담 요인이나 장기간 공장 운영경험에 기반한 생산효율성, 원가 인상분의 판가 보전 등을 통해 향후에도 우수한 수익성을 유지할 것으로 예상된다”고 덧붙였다.

주요주주는 박연차 회장이 55.39%를 보유 중이며, 박 회장의 장남인 박주환 기획조정실 실장이 39.46%로 2대주주다. 이 외 친인척인 박선영, 박주영, 박소현씨와 정산장학재단도 소량의 지분을 보유해 박 회장 외 특수관계인이 지분 100%를 보유 중이다.

금융감독원 전자공시시스템에 따르면 박주환 실장은 2014년 1분기까지 태광실업 지분율이 6.21%에 불과했으나 반기보고서부터 지분이 39.46%로 뛰어 후계자로서 기반을 확실히 다졌다.

박 실장의 경우 개인회사인 정산의 사업을 태광실업에 넘기며 사업 양수 대가로 태광실업의 자사주를 지급받아 지분율을 끌어올렸다.

현재 그룹 지배구조 최정점에 있는 태광실업을 제외한 24개 계열사가 있으며 유가증권 상장사 휴켐스와 코스닥 상장사 정산애강을 제외한 계열사는 모두 비상장회사다. 박 회장과 박주환씨는 휴켐스의 지분도 각각 5.79%, 2.63% 보유 중이며 딸인 박주영 씨도 0.11%를 갖고 있다.

국내의 경우 휴켐스와 정산애강 외에 정산개발(회원제 골프장), 정산컴퍼니(부동산개발 등), 에오로젤코리아(에어로젤단열재 수입 및 판매), 태광데이터시스템(전산정보제공), 일렘테크놀러지(석유화학제품), 정산인터내셔널(합성피혁 제조) 등을 계열사로 두고 있다.

한편 박연차 회장은 노무현 정부에 타격을 입혔던 ‘박연차 게이트’의 주인공이기도 하다.

박 회장은 2014년 2월 출소 후 국내 사업보다는 태광실업을 통해 베트남, 동남아시아 사업에 전념해왔다. 최근 실적이 호조를 보이며 포브스가 발표한 ‘2019년 한국의 50대 부자’ 명단에서 32억 달러 자산으로 7위에 오르기도 했다.

태광실업 관계자는 “상장을 염두해 두고 있고 준비 중인 것은 맞다. 단 자금조달에 문제가 있거나 대규모 투자를 진행하기 위해 상장을 진행하는 것은 아니다”라고 설명했다.

이어 “향후 신발 사업을 지속적으로 하려면 해외투자 등이 필요하나 당장 진행하려는 계획은 없다”며 “향후 기업의 방향을 고민하면서 상장을 검토해보려는 작업 초기 단계”라고 말했다.

이지숙 기자 jisuk618@",,
2058107070,디지털타임스,2019-09-03,"조국 딸, 영어 잘했다더니… 주광덕 ""외고시절 4 ~ 7등급 이하""",,,
