BusinessNum,agentName,appReferenceNumber,applicantName,applicationDate,applicationNumber,applicationStatus,articleName,designMainClassification,designNumber,dsShpClssCd,internationalRegisterDate,internationalRegisterNumber,inventorName,openDate,openNumber,priorityDate,priorityNumber,publicationDate,publicationNumber,regReferenceNumber,registrationDate,registrationNumber
1098108140,['화태진'],,['강남건설 주식회사'],1997-11-26,3020000000000.0,소멸,건축용 천정 거푸집 판넬,['L130B'],M01,['L130B'],,,['서운수'],,,,,1999-03-20,,,1998-12-21,3000000000000.0
1245206691,['이만재'],,['(주)에이치앤씨'],2014-05-19,3020000000000.0,소멸,렌지후드,['D451'],M01,['D451'],,,['위상덕'],,,,,2015-01-15,,,2015-01-09,3010000000000.0
1470204046,['성낙훈'],,['주식회사 바른기술'],2008-05-06,3020000000000.0,소멸,인터넷 공유기,['H3230'],M01,['H3230'],,,['박채민'],,,,,2008-11-03,,,2008-10-28,3010000000000.0
5755606940,['유동옥'],,['주식회사 코네코'],2004-12-06,3020000000000.0,소멸,소변기,['D5410B'],M01,['D5410B'],,,['김재호'],,,,,2005-08-10,,,2005-08-02,3000000000000.0
1351900049,['문병암'],,['(주)대우'],1982-02-19,3020000000000.0,거절,동물완구,['E1310'],M01,"['E1310AA', 'E1310']",,,['김승기'],,,,,1984-07-23,,,,
1051803993,['김경식'],,['주식회사 세안'],1990-11-27,3020000000000.0,소멸,침목체결걸이,['G169'],M01,"['G169', 'G169B']",,,['김천석'],,,,,1991-12-14,,,1991-10-22,3000000000000.0
2110605903,"['이철주', '복병준']",,['주식회사 하이브'],2020-01-16,3020000000000.0,등록,응원용구,['E2400'],M001,['E2400'],,,"['하세정', '서규진']",,,,,2020-08-10,,,2020-08-04,3010000000000.0
1298100577,"['양두열', '정영찬']",,['주식회사 아이티아이에스'],2012-05-18,3020000000000.0,등록,음식물쓰레기 수거통,['C3371'],M01,['C3371'],,,['조종식'],,,,,2013-08-13,,,2013-08-05,3010000000000.0
4668601446,['이만재'],,['주식회사 에이원'],2015-06-25,3020000000000.0,등록,인형,"['E132A', 'G22943']",M001,"['E132A', 'G22943']",,,['이의환'],,,,,2015-12-10,,,2015-12-04,3010000000000.0
5940900141,"['윤병국', '이영규']",,['주식회사 모아'],2020-04-24,3020000000000.0,등록,직물지,['M1110H'],M001,['M1110H'],,,['용윤철'],,,,,2020-06-03,,,2020-05-27,3010000000000.0
1059006101,['이대식'],,['주식회사대영'],1984-03-06,3020000000000.0,소멸,콘덴서용단자대,['H1332'],M01,['H1332'],,,['안종한'],,,,,1985-02-13,,,1984-12-10,3000000000000.0
1128104294,['해움특허법인'],,['(주)제이디'],2018-08-27,3020000000000.0,등록,전자식 콘센트,['H13422B'],M001,['H13422B'],,,['정석준'],,,,,2019-03-18,,,2019-03-12,3010000000000.0
6968606032,['안영길'],,['성원건설 주식회사'],2016-12-26,3020000000000.0,등록,벤치,"['D214FD', 'D213B']",M001,"['D214FD', 'D213B']",,,['강인숙'],,,,,2017-04-12,,,2017-04-04,3010000000000.0
5158606366,['조성제'],,['주식회사 주영이앤씨'],2019-01-08,3020000000000.0,등록,차선 분리대,['L2530'],M001,['L2530'],,,['오영주'],,,,,2019-04-04,,,2019-03-29,3010000000000.0
1243401469,['곽준근'],,['주식회사 트위니'],2020-02-04,3020000000000.0,등록,화상디자인이 표시된 디스플레이 패널,"['H1721S', 'H3301S', 'H4333S', 'H51S', 'H540S']",M001,"['H4333S', 'H51S', 'H1721S', 'H3301S', 'H540S']",,,['장효주'],,,,,2020-12-15,,,2020-12-09,3010000000000.0
1050801982,,,['주식회사 신현'],2018-09-10,3020000000000.0,등록,천장등 커버,"['D3316A', 'D3314B']",M001,"['D3316A', 'D3314B']",,,['김신'],,,,,2019-06-28,,,2019-06-21,3010000000000.0
1238101777,['고승호'],,"['환경관리 주식회사', '환경에너지솔루션 주식회사', '케이이티주식회사']",2010-11-24,3020000000000.0,소멸,태양광 엘이디(LED) 조명등,['D3410'],M01,['D3410'],,,"['최영주', '박정준', '이시영']",,,,,2012-08-10,,,2012-07-31,3010000000000.0
1103508638,['특허법인태동'],,['주식회사 대성엔지니어링'],2009-07-03,3020000000000.0,등록,자동차 브레이크 디스크용 서포터,['G2907'],M01,['G2907'],,,['이왕기'],,,,,2010-10-26,,,2010-10-18,3010000000000.0
1208108424,"['박준용', '이창범']",,['주식회사 딜라이브'],2013-10-24,3020000000000.0,소멸,리모콘,['H262AA'],M01,['H262AA'],,,['전만기'],,,,,2014-10-22,,,2014-10-14,3010000000000.0
5058101789,['이재량'],,['아이디(주)'],2020-10-28,3020000000000.0,등록,초음파 세척기,['J01'],M001,['J01'],,,['김귀성'],,,,,2021-08-26,,,2021-08-19,3010000000000.0
1111202274,['특허법인 신태양'],,['주식회사 에스엔티'],2015-06-30,3020000000000.0,등록,오일유로연결장치,['K929'],M001,['K929'],,,['강원순'],,,,,2016-05-23,,,2016-05-17,3010000000000.0
7838500073,['이철'],,['에스케이 주식회사'],1988-07-23,3020000000000.0,소멸,포장용용기,['F4620'],M01,"['F4620A', 'F4620']",,,['유동우'],,,,,1989-09-30,,,1989-08-01,3000000000000.0
1100200009,['박형준'],,['대상 주식회사'],1987-05-02,3020000000000.0,소멸,조미료용기,['C5320B'],M01,['C5320B'],,,['엄세복'],,,,,1988-11-25,,,1988-10-20,3000000000000.0
5808602038,['김영식'],,['(주)가온테크'],2014-01-21,3020000000000.0,등록,계전기용 트립 제어기,['H261AA'],M01,['H261AA'],,,['조영인'],,,,,2015-01-26,,,2015-01-19,3010000000000.0
1348604345,"['이준구', '조의제']",,['우진전기주식회사'],1987-11-27,3020000000000.0,소멸,카스테레오,['H44352'],M01,"['H44352', 'H44352A']",,,['이종길'],,,,,1989-04-20,,,1989-02-17,3000000000000.0
4028108115,"['김대영', '박준영']",,['서정전기 주식회사'],2017-12-05,3020000000000.0,등록,부스바 연결용 홀더,['H1129'],M001,['H1129'],,,['이기남'],,,,,2018-08-03,,,2018-07-30,3010000000000.0
1052709624,"['김수진', '이상필']",,['주식회사 영진산업'],2011-10-10,3020000000000.0,등록,차량용 러버 행거,['G2900'],M01,['G2900'],,,['정일봉'],,,,,2012-06-19,,,2012-06-07,3010000000000.0
5998108939,['황인복'],,['주식회사 아이트로'],2020-10-22,3020000000000.0,등록,차단기 일체형 양방향 차량번호 인식기,"['L313', 'H5440']",M001,"['H5440', 'L313']",,,"['김이용', '손민아']",,,,,2021-11-23,,,2021-11-17,3010000000000.0
1058707096,"['유지열', '이승열']",,['(주)중앙티앤씨'],2012-03-06,3020000000000.0,소멸,이어폰용 캡,"['H139', 'H33193']",M01,"['H33193', 'H139']",,,['서정기'],,,,,2013-09-23,,,2013-09-11,3010000000000.0
5098100381,['김대희'],,['(주)성보'],2002-01-10,3020000000000.0,소멸,어린이용 그네의 안전연결대,['E2531'],M01,['E2531'],,,['김원식'],,,,,2002-10-31,,,2002-10-08,3000000000000.0
6128102788,"['김도윤', '최선수']",,['신라산업주식회사'],1996-10-29,3020000000000.0,소멸,감시카메라용 리모트컨트롤러,['H261A'],M01,"['H261T', 'H261A']",,,['김기설'],,,,,1997-12-30,,,1997-11-15,3000000000000.0
1098602476,['이재량'],,['주식회사 케이넷'],2020-05-15,3020000000000.0,등록,화상디자인이 표시된 디스플레이 패널,"['H1721S', 'H3301S', 'H4333S', 'H51S', 'H540S']",M001,"['H4333S', 'H51S', 'H1721S', 'H3301S', 'H540S']",,,['이천호'],,,,,2021-02-04,,,2021-01-29,3010000000000.0
6030502326,['남상선'],,['에스케이텔레콤 주식회사'],2007-01-05,3020000000000.0,소멸,쇼파,['D214FC'],M01,['D214FC'],,,['정재원'],,,,,2007-08-21,,,2007-08-10,3000000000000.0
1078607880,['유동일'],,['콘텐츠스퀘어주식회사'],2019-10-29,3020000000000.0,등록,휴대폰 거치대,"['H33192', 'H590']",M001,"['H33192', 'H590']",,,['양정인'],,,,,2020-03-19,,,2020-03-13,3010000000000.0
3038100130,['홍성철'],,['주식회사 우진'],2014-12-09,3020000000000.0,소멸,건축용 제진 댐퍼,['L4190'],M001,['L4190'],,,['이선영'],,,,,2015-07-20,,,2015-07-09,3010000000000.0
2148107135,"['윤창일', '허성원']",,['주식회사 유아이인터내셔널'],2002-03-07,3020000000000.0,소멸,마사지용 기구,['J716BA'],M01,['J716BA'],,,['장미례'],,,,,2003-04-07,,,2003-03-24,3000000000000.0
1018504814,['이승열'],,"['(주)용진기업', '박용규']",2010-05-12,3020000000000.0,등록,발광 피난 유도선,"['F514', 'J642']",M01,"['F514', 'J642']",,,['박용규'],,,,,2011-10-27,,,2011-10-21,3010000000000.0
1018609413,['박혜성'],,['(주)디에스멘토링'],2016-07-01,3020000000000.0,등록,라벨지,"['F420A', 'F33410']",M001,"['F33410', 'F420A']",,,['김홍희'],,,,,2016-09-21,,,2016-09-12,3010000000000.0
1198105568,['특허법인남촌'],,['(주)에스티씨네트웍스'],2013-05-16,3020000000000.0,등록,전광판용 엘이디 모듈,"['H1729', 'H1721']",M01,"['H1729', 'H1721']",,,"['신선우', '김형석']",,,,,2014-09-24,,,2014-09-15,3010000000000.0
6320100043,['특허법인코리아나'],,['주식회사 우진'],2015-03-20,3020000000000.0,소멸,터미널 블럭,"['H1331', 'H1590']",M001,"['H1590', 'H1331']",,,['임재민'],,,,,2015-10-13,,,2015-10-05,3010000000000.0
2118703150,,,['네티브 주식회사'],2015-10-14,3020000000000.0,등록,인형,"['E132AE', 'C211C']",M001,"['C211C', 'E132AE']",,,['고수진'],,,,,2016-05-17,,,2016-05-11,3010000000000.0
1248606321,['특허법인 두성'],,['주식회사 삼우아텍코리아'],2015-07-21,3020000000000.0,등록,터널방음벽 점검로용 브라켓,"['L212190', 'L2119']",M001,"['L212190', 'L2119']",,,['전정권'],,,,,2015-12-21,,,2015-12-15,3010000000000.0
5658806780,['특허법인임앤정'],,['주식회사 데커드에이아이피'],2020-01-20,3020000000000.0,등록,화상디자인이 표시된 디스플레이 패널,"['H1721S', 'H3301S', 'H4333S', 'H51S', 'H540S']",M001,"['H51S', 'H4333S', 'H1721S', 'H3301S', 'H540S']",,,"['김혁', '김송']",,,,,2021-05-10,,,2021-05-03,3010000000000.0
4168102042,['이재량'],,['주식회사 동일이앤시'],2017-12-07,3020000000000.0,등록,캠핑 트레일러,['G2610'],M001,['G2610'],,,"['최태옥', '정제호', '김승모']",,,,,2018-07-04,,,2018-06-27,3010000000000.0
2208608731,['특허법인 신우'],,['(주)니즈스페이스디자인'],2020-10-23,3020000000000.0,등록,명함지,['F31115'],M001,['F31115'],,,['구본준'],,,,,2020-11-24,,,2020-11-18,3010000000000.0
5060200455,,,['주식회사제일'],2014-07-21,3020000000000.0,소멸,직물지,"['M1110G', 'N28']",M001,"['M1110G', 'N28']",,,['안중민'],,,,,2015-05-27,,,2015-05-18,3010000000000.0
6708800893,"['이준구', '조의제']",,['우진전기주식회사'],1988-07-06,3020000000000.0,소멸,카스테레오,['035'],M01,"['H44352A', '035']",,,['이종길'],,,,,1989-09-23,,,1989-08-16,3000000000000.0
1138601216,['안영길'],,['주식회사 와우벤처스'],2017-06-09,3020000000000.0,소멸,가글용기용 포장상자,['F4530B'],M001,['F4530B'],,,['조현호'],,,,,2017-08-08,,,2017-08-01,3010000000000.0
5158100601,"['유지열', '이승열']",,['주식회사 다운'],2020-11-17,3020000000000.0,등록,사료 급이용 자율이동로봇,"['K002', 'K3222']",M001,"['K002', 'K3222']",,,['안지영'],,,,,2021-11-23,,,2021-11-17,3010000000000.0
6818100057,['배철우'],,['주식회사 케이씨'],2019-02-01,3020000000000.0,등록,저울,['J1210'],M001,['J1210'],,,"['서철교', '김용철', '김상진', '정근준']",,,,,2019-08-09,,,2019-08-05,3010000000000.0
1170707413,['김국진'],,['진성산업(주)'],2015-12-08,3020000000000.0,소멸,건축용 판넬,"['L610', 'L6130']",M001,"['L6130', 'L610']",,,['홍진기'],,,,,2016-07-20,,,2016-07-12,3010000000000.0
1408103126,,,['주식회사 네오비젼'],2007-04-04,3020000000000.0,소멸,컴퓨터 본체용 전면 판넬,['H591'],M01,['H591'],,,"['송기정', '김동혁']",,,,,2007-12-05,,,2007-11-29,3000000000000.0
7418700474,['이재량'],,['(주)에이원엔지니어링'],2014-09-25,3020000000000.0,소멸,에어컨디셔너,"['D430', 'D4311']",M001,"['D4311', 'D430']",,,"['최태옥', '이은경', '김승완']",,,,,2015-09-24,,,2015-09-17,3010000000000.0
1221300612,['이대선'],,['(주)미래엔지니어링'],2014-12-11,3020000000000.0,등록,비계파이프용 플랜지,['L1119'],M001,['L1119'],,,['이재철'],,,,,2015-07-09,,,2015-07-03,3010000000000.0
1262908649,['기림특허법인'],,['(주)대성금속'],2019-04-08,3020000000000.0,등록,플랙시블 호스,['M24111'],M001,['M24111'],,,['김용한'],,,,,2019-10-16,,,2019-10-08,3010000000000.0
1061005623,['특허법인태백'],,['(주)제일테크'],2015-03-11,3020000000000.0,등록,천장설비용 방진구,['L43190'],M001,['L43190'],,,['이대용'],,,,,2015-10-30,,,2015-10-23,3010000000000.0
1050203819,['특허법인 천지'],,"['주식회사 신명', '(주)경인이피에스']",2016-04-01,3020000000000.0,등록,부표,"['K22', 'J643', 'K2191', 'L2631']",M001,"['K2191', 'K22', 'J643', 'L2631']",,,"['나영준', '이제연']",,,,,2016-12-08,,,2016-11-30,3010000000000.0
1198600785,['특허법인 아이스퀘어'],,['매니코어소프트주식회사'],2014-06-03,3020000000000.0,등록,전원공급용 커넥터,['H13430'],M01,['H13430'],,,['박정호'],2014-07-10,3020000000000.0,,,2015-02-04,,,2015-01-29,3010000000000.0
1171408293,['황병도'],,"['(주)동원프라스틱', '미래화학 주식회사', '케이유피피(주)', '주식회사 동방산업', '삼창화학공업 주식회사', '주식회사 서원', '창원기업 주식회사', '대림산업 주식회사', '새한합성수지공업 주식회사', '주식회사 지주', '한국프라스틱공업협동조합', '유영식']",1998-12-10,3020000000000.0,소멸,플라스틱파이프의 가열구,['K1202'],M01,['K1202'],,,['유영식'],,,,,1999-10-15,,,1999-08-25,3000000000000.0
1138600112,"['이대호', '박건홍']",,['주식회사 피닉스다트'],2019-11-22,3020000000000.0,등록,전자 다트 게임기,['E230C'],M001,['E230C'],,,"['이승윤', '김재욱']",,,,,2020-08-25,,,2020-08-19,3010000000000.0
1308105065,,,['(주) 케이에스아이'],2014-09-19,3020000000000.0,소멸,버스승강장,['L313'],M001,['L313'],,,"['박원균', '채종술']",,,,,2014-11-07,,,2014-11-03,3010000000000.0
3018109288,['박만서'],,['주식회사 신성이엔지'],1997-09-03,3020000000000.0,소멸,청정실 천정의 필터 후레임 연결구,['L43190'],M01,['L43190'],,,['이완근'],,,,,1999-03-02,,,1998-11-27,3000000000000.0
1198100562,['김종갑'],,['주식회사 대한'],1997-11-07,3020000000000.0,소멸,방음벽,['L6131'],M01,['L6131'],,,['서정돈'],,,,,1999-02-18,,,1998-11-25,3000000000000.0
5040700038,['특허법인(유한) 다래'],,['주식회사 우진'],2012-11-02,3020000000000.0,등록,디지털 지시계용 표시기,['J192'],M01,['J192'],,,['김태완'],,,,,2014-03-28,,,2014-03-20,3010000000000.0
4488707951,"['김수진', '강귀용']",,['주식회사 로로젬'],2019-07-09,3020000000000.0,등록,귀걸이,['B325BB'],M001,['B325BB'],,,"['김한울', '김미영']",,,,,2020-08-27,,,2020-07-20,3010000000000.0
1101900371,['박만서'],,['주식회사 신성이엔지'],1999-07-29,3020000000000.0,소멸,청정실(CleanRoom)송풍기,['K870'],M01,['K870'],,,['이완근'],,,,,2000-06-15,,,2000-04-19,3000000000000.0
1168103752,['특허법인 강인'],,['한림정공 주식회사'],2015-05-06,3020000000000.0,등록,지붕 시트 고정 중간 프레임,['L42191'],M001,['L42191'],,,['김임수'],,,,,2015-12-17,,,2015-12-10,3010000000000.0
1068609382,['윤재승'],,['남경 주식회사'],2011-07-07,3020000000000.0,소멸,엘이디 전구,['D310A'],M01,['D310A'],,,['김규한'],,,,,2012-10-05,,,2012-09-24,3010000000000.0
3168105692,"['송호찬', '채윤']",,['케이비에스미디어 주식회사'],2001-12-19,3020000000000.0,소멸,비디오테이프카세트 포장케이스,['H44194'],M01,['H44194'],,,['최영수'],,,,,2002-02-04,,,2002-01-21,3000000000000.0
1078808428,['서무원'],,['비즈플레이 주식회사'],2016-11-11,3020000000000.0,등록,화상디자인이 표시된 휴대용 단말기,"['H540S', 'H1721S', 'H3301S', 'H4333S', 'H51S']",M001,"['H4333S', 'H51S', 'H3301S', 'H1721S', 'H540S']",,,['심우진'],,,,,2017-09-11,,,2017-09-01,3010000000000.0
1098104872,['윤여표'],,['주식회사 이룸지엔지'],2009-08-10,3020000000000.0,소멸,차량용 공회전 제한장치 컨트롤러,['H261A'],M01,['H261A'],,,"['김왕연', '이상준']",,,,,2010-08-30,,,2010-08-24,3010000000000.0
1208104404,['특허법인명인'],,"['한솔피엔에스 주식회사', '지피에스코리아(주)']",2010-09-17,3020000000000.0,등록,냉장박스용 본체,['C53251'],M01,['C53251'],,,"['이경철', '최승진', '이준헌', '이지선', '박민희', '송정섭', '최희란']",,,,,2011-11-16,,,2011-11-10,3010000000000.0
1130200652,['전영일'],,"['대성산업(주)', '(주)우리이앤씨']",2003-12-29,3020000000000.0,소멸,옹벽용 블럭,['L201H'],M01,['L201H'],,,['최석주'],,,,,2004-06-01,,,2004-05-11,3000000000000.0
1050706952,['김기종'],,['주식회사대일'],1993-06-10,3020000000000.0,소멸,난방용순환수의이물질및에어제거기,['K610'],M01,"['K610', 'K610T']",,,['이동락'],,,,,1994-09-14,,,1994-08-05,3000000000000.0
1208603988,['최영복'],,['주식회사 하나비젼씨스템즈'],2020-08-28,3020000000000.0,등록,화상디자인이 표시된 디스플레이 패널,"['H1721S', 'H3301S', 'H4333S', 'H51S', 'H540S']",M001,"['H4333S', 'H51S', 'H1721S', 'H3301S', 'H540S']",,,['정연경'],,,,,2021-06-09,,,2021-06-03,3010000000000.0
5038108361,['최규성'],,['하이네트(주)'],2012-09-26,3020000000000.0,소멸,태권도 전자 미트의 내외장용 공기 패드,"['E302', 'J190']",M01,"['J190', 'E302']",,,"['이상우', '최영삼']",,,,,2014-06-26,,,2014-06-11,3010000000000.0
6915103608,"['성상희', '김판묵']",,['주식회사 가온테크'],2009-03-10,3020000000000.0,등록,파이프 내경 기계식 조임척용 회전캠,['M24190'],M01,['M24190'],,,['박호식'],,,,,2010-04-09,,,2010-03-31,3010000000000.0
1273000144,['이상진'],,['주식회사 하나테크'],2004-01-06,3020000000000.0,소멸,자동차 도장부스용 집진기,['K613'],M01,['K613'],,,['박수환'],,,,,2004-10-19,,,2004-09-20,3000000000000.0
1148700245,['김현진'],,['(주)대은'],2014-09-15,3020000000000.0,등록,원격 모니터링용 중계기,['H320'],M001,['H320'],,,"['송기택', '김영세']",,,,,2015-04-07,,,2015-03-31,3010000000000.0
2508108987,['김종일'],,['(주)위드솔루션'],2009-05-18,3020000000000.0,등록,자동차 룸미러용 디지털 비디오 레코더,['H44020'],M01,['H44020'],,,['김종배'],,,,,2010-09-13,,,2010-08-26,3010000000000.0
1233601439,"['윤병국', '이영규']",,['주식회사 모아'],2020-08-12,3020000000000.0,등록,직물지,['M1110H'],M001,['M1110H'],,,['용윤철'],,,,,2020-10-22,,,2020-10-16,3010000000000.0
1098108423,['리앤목특허법인'],,['동양텔레콤 주식회사'],2012-05-15,3020000000000.0,등록,옥내용 안테나,['H3110'],M01,['H3110'],,,['최근석'],,,,,2013-02-19,,,2013-02-13,3010000000000.0
2258106950,['박미숙'],,['주식회사 가온'],2015-03-25,3020000000000.0,등록,파고라,['L311'],M001,['L311'],,,['최유진'],,,,,2015-10-01,,,2015-09-21,3010000000000.0
1651508523,['신용국'],,['주식회사 우림전자'],1990-03-23,3020000000000.0,소멸,식품절삭기,['C6320'],M01,"['C6320', 'C6320B']",,,['임근배'],,,,,1991-04-15,,,1991-02-22,3000000000000.0
1078600991,"['최효선', '강민수']",,['주식회사지앤지커머스'],2006-04-27,3020000000000.0,소멸,화상디자인이 표시된 컴퓨터 모니터,"['H4332S', 'H4333S']",M01,"['H4332S', 'H4333S']",,,['모영일'],,,,,2007-01-11,,,2007-01-05,3000000000000.0
