BusinessNum,patentTitle,abstract,country,nationCode,pubReg,ipcInfo,applicationDate,applicationNumber,issueDate,patentNumber,deepLink
1470204046,청크 기반의 끊김 없는 스트림 송수신 장치 및 그 방법,"본 발명은 청크를 기반으로 한 끊김 없는 비디오 스트림 송수신 장치 및 그 방법에 관한 것으로, 특히 모바일 단말을 이용하여 동영상을 시청할 때 무선 네트워크의 수신 신호 세기, 속도(대역폭)의 변화, 또는 이종망간의 핸드오버를 포함한 네트워크의 상태 변화를 감지하여 청크의 요청 시점을 조절하거나, 상기 감지된 네트워크의 상태에 따라 청크의 사이즈를 가변하거나, 청크 마다 비디오 압축률을 가변하여 청크를 다운로드 할 수 있으며, 단말에서 서버로 요청되는 청크 요청 메시지의 전송 주기를 계산하여 청크를 다운로드하기 때문에 동영상 시청자에게 끊김 없는 매끄러운 영상을 제공할 수 있는 효과가 있다.",ko,한국(KO),등록,"['H04N-021/234', 'H04N-021/44']",,,2014-04-07,10-2014-0041110,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPTN&cn=KOR1020140041110
5755606940,이동식 화장실,'이동식 화장실'의 형상과 모양의 결합을 디자인 창작내용의 요점으로 함.,ko,한국(KO),등록디자인,,,,2011-11-28,30-2011-0050140,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPAT&cn=KOR3020110050140
1051803993,파종기용 종자고랑 형성부재,파종기용 종자고랑 형성부재의 형상과 모양의 결합을 디자인 창작내용의 요점으로 함.  ,ko,한국(KO),등록디자인,,,,2015-10-26,30-2015-0053802,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPAT&cn=KOR3020150053802
2110605903,고화질 영상전송이 가능한 360도 블랙박스 시스템,"고화질 영상전송이 가능한 360도 블랙박스 시스템은 자동차 내부에 설치되며 360도 방향을 촬영하기 위한 단일 렌즈 모듈을 포함하는 전방위 촬영부와, 전방위 촬영부의 촬영영상을 영상처리하여 전방위 평면 이미지를 생성하는 영상 처리부와, 전방위 평면 이미지를 실시간으로 송신하는 통신모듈과, 통신모듈에서 전송되는 전방위 평면 이미지를 수신하여, 실시간으로 상기 전방위 평면 이미지의 객체를 인식하되, 인식된 객체정보를 상기 영상 처리부로 피드백 하는 데이터 서버를 포함하는 것을 특징으로 한다.",ko,한국(KO),등록,"['G07C-005/08', 'H04N-013/207', 'G08B-021/14', 'H04N-013/156', 'H04N-021/414', 'B62D-041/00', 'G01N-033/00']",,,2019-11-08,10-2019-0142599,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPTN&cn=KOR1020190142599
1052104988,차량의 리어 콘솔,"본 발명은 차량의 리어 콘솔에 관한 것으로서, 특히, 차실 내부의 뒷자석 부분에 배치된 콘솔 본체와, 차량의 각종 기능 동작부를 작동시키는 각각의 구동부와, 상기 콘솔 본체에 결합되되, 사용자에 의하여 직접 터치 조작이 가능하도록 상기 콘솔 본체의 외부로 노출되게 배치되고, 사용자의 터치 조작 전 작동된 후의 상기 구동부의 상태를 이미지로 제공하는 터치 패널부를 포함하여 구성됨으로써, 부품수 및 조립공정수를 대폭 줄일 수 있고, 사용자의 편의성을 증대시키는 이점을 제공한다.",ko,한국(KO),공개,"['B60R-016/02', 'B60R-011/02', 'B60R-007/04', 'B60N-002/46']",2012-04-06,10-2012-0032583,2010-08-20,10-2010-0080899,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KUPA&cn=KOR1020100080899
1059006101,물류시스템용 스마트 무빙 충전 시스템 ,"본 발명은 충전기가 이동하여 충전 대기중인 택배차량에 충전 할 수 있게 되므로서, 충전효율 및 주차공간의 효율적 이용이 가능한 물류시스템용 스마트 무빙 충전 시스템을 제공하고자 하는 것으로서, 택배차량이 주차하는 공간의 지면에 지주를 세우고 지주 위에 설치된 레일(110) 또는 택배차량이 주차하는 공간의 벽면에 설치된 레일(110), 레일(110)에서 주행하는 다수개의 충전기(120)를 포함하고, 충전기(120)의 일측면에 측면감지센서(S1)가 구비되어, 충전기(120) 간의 충돌을 방지하고, 충전기(120)의 저면에 택배차량 감지센서(S2)가 구비되어, 택배차량이 충전기(120)의 아래쪽에 위치하는 것을 감지하면 충전기(120)의 이동을 중지하는 것으로 요지로 한다.",ko,한국(KO),등록,"['B60L-053/67', 'B60L-003/00', 'B60L-053/18', 'H02G-011/02', 'H02J-007/00', 'F16H-007/02']",,,2021-06-24,10-2021-0082356,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPTN&cn=KOR1020210082356
1243401469,화상디자인이 표시된 디스플레이 패널,본원 디자인은 '화상디자인이 표시된 디스플레이 패널'의 부분적인 형태를 디자인의 창작내용의 요점으로 함. ,ko,한국(KO),등록디자인,,,,2020-02-04,30-2020-0004770,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPAT&cn=KOR3020200004770
1050801982,천장등 커버,'천장등 커버'의 형상과 모양의 결합을 디자인장착내용의 요점으로 함. ,ko,한국(KO),등록디자인,,,,2019-10-08,30-2019-0047983,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPAT&cn=KOR3020190047983
1052709624,양식용 부구,본원디자인은 '양식용 부구'의 형상과 모양의 결합을 디자인창작 내용의 요점으로 함. ,ko,한국(KO),등록디자인,,,,2021-07-14,30-2021-0033443,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPAT&cn=KOR3020210033443
6030502326,대역폭 정보 제공 방법 및 이를 위한 장치,"본 발명은 기지국에서 무선 채널 정보 및 셀 로드에 기초하여 대역폭 정보를 컨텐츠 서버로 제공할 수 있는 방법에 관한 것으로, 더욱 상세하게는 타이머에 의해 기 설정된 시간 동안 단말로부터 컨텐츠 서버로 전달되는 응답 패킷이 수신되지 않을 경우, 기지국이 대역폭 정보를 삽입한 응답 패킷을 구성하여 컨텐츠 서버로 전송함으로써, 대역폭 전송 간격이 길어지는 문제점을 해결하고 정확한 대역폭 정보를 신속하게 컨텐츠 서버로 제공할 수 있게 된다. ",ko,한국(KO),공개,"['H04L-067/63', 'H04L-069/28', 'H04W-028/02', 'H04L-043/0888', 'H04L-043/062', 'H04L-047/265', 'H04L-067/5682', 'H04L-047/24']",2022-10-11,10-2022-0136971,2022-09-26,10-2022-0122013,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KUPA&cn=KOR1020220122013
1231400906,드럼용 충전노즐,"본 발명의 일 실시예에 의해 드럼용 충전노즐이 제공된다.본 발명의 일 실시예에 따른 드럼용 충전노즐은, 일 측과 타 측에 각각 유입구와 유출구가 형성되고, 내부에 유입구와 유출구를 연통하는 유로가 형성된 통 형상의 하우징과, 하우징의 타 측에 연장되게 결합되어 드럼 내부로 삽입되며, 내부에 유출구와 연통되는 제1 주입로가 형성된 노즐부와, 하우징을 관통하여 유로와 제1 주입로 내부에 수용되며, 슬라이딩 이동하여 제1 주입로의 끝단을 개폐하는 피스톤, 및 하우징의 외측에 결합되어 피스톤을 슬라이딩 구동하는 작동실린더를 포함하여,유입구를 통해 유로로 유입된 액상충전물이 유출구와 제1 주입로를 따라 유동하여 드럼 내부에 충전될 수 있다.",ko,한국(KO),등록,"['B05B-001/06', 'B65B-039/00']",2021-09-08,10-2021-0110459,2020-02-28,10-2020-0025288,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPTN&cn=KOR1020200025288
5731705145,휴대용 단말기,'휴대용 단말기'의 형상과 모양의 결합을 디자인 창작내용의 요점으로 함. ,ko,한국(KO),등록디자인,,,,2013-10-17,30-2013-0052503,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPAT&cn=KOR3020130052503
1200207414,"네트워크 제어장치, 무선 관리장치 및 부하 분산을 활용한 ＳＤＮ 기반 무선 공유기 접속 제어방법 ","네트워크 제어장치, 무선 관리장치 및 부하 분산을 활용한 SDN 기반 무선 공유기 접속 제어방법이 개시된다. 본 발명의 일 실시 예에 따른 네트워크 제어장치는 다수의 무선 공유기를 중앙 제어하고 각 무선 공유기에 대한 상태정보를 이용하여 다수의 무선 공유기 중에서 사용자 단말이 접속할 무선 공유기를 검색하는 제어부와, 사용자 단말을 관리하는 무선 관리장치와 연결되어 무선 공유기 검색을 요청받고 각 무선 공유기의 상태정보를 획득하여 제어부를 통한 검색 결과를 무선 관리장치에 제공하는 통신부를 포함한다.",ko,한국(KO),공개,"['H04W-048/16', 'H04W-028/08', 'H04W-088/12', 'H04W-028/10', 'H04W-088/18']",2016-09-21,10-2016-0109214,2015-03-10,10-2015-0033233,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KUPA&cn=KOR1020150033233
5060200455,유기 및 무기 혼합물 코팅층을 포함하는 분리막 및 이를 이용한 전지,"본원 발명은 유기 및 무기 혼합물 코팅층을 포함하는 분리막으로서, 내열성 및 전극과의 접착력이 우수한 폴리올레핀계 다공성 분리막에 관한 것이다.구체적으로, 본원 발명은 중량 평균 분자량이 1,000,000 g/mol 이상인 폴리비닐리덴 플루오라이드 호모폴리머, 중량 평균 분자량이 800,000 g/mol 이하인 폴리비닐리덴 플루오라이드-헥사플루오로프로필렌 코폴리머 및 무기 입자를 함유하는 유기 및 무기 혼합물로 코팅된 분리막으로서, 접착력 및 열적 안정성이 우수하여 양극과 음극의 단락을 억제하고, 나아가 이를 활용한 전기 화학 전지의 안정성을 향상시키는 전지용 다공성 분리막에 관한 것이다.",ko,한국(KO),등록,"['H01M-010/052', 'H01M-002/16', 'C08J-007/04']",2013-09-06,10-2013-0099543,2012-02-29,10-2012-0021139,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPTN&cn=KOR1020120021139
8137408711,자동차 운행형태 및 속도에 대응하는 졸음운전 경고방법 및 장치,"본 발명은 자동차 운행시 운전자의 졸음을 감지하고 경고하는 장치로서 운행 중인 자동차의 운동 형태와 속도 및 운전자의 운전 자세를 분석하여 운전자의 졸음 여부를 판단하고 경고하는 장치에 관한 것이다. 본 발명에 따른 운전자 졸음 감지 및 경고 장치는, 자동차의 운동 형태를 감지하여 중앙제어부로 전송하는 아날로그 센서(3축 가속도 센서)부; 자동차의 현 주행 속도를 감지하는 속도 감지부, 운전자의 머리움직임을 감지하는 적외선 센서(적외선거리센서)부, 상기의 센서값을 판독하고 자동차의 속도값과 비교하여 경고 신호를 출력하는 중앙제어부, 중앙제어부에서 출력되는 신호에 따라 경고음을 출력하는 경고음 모듈, 운전자가 자신의 몸상태에 따라 경고레벨을 선택할 수 있는 경고레벨선택스위치를 포함한다. 본 발명에 따르면, 자동차의 운행형태 및 속도에 따라 운전자의 졸음운전 경보시기를 결정하므로 경고음의 오보율이 낮고 높은 속도에서는 즉시 경보를 발령하여 대형 사고를 예방할 뿐 아니라, 카메라 등 환경영향을 받는 센서를 사용하지 않으므로 주변 환경 변화에 따른 경보의 오보가 없고 자동차의 운동정보를 분석하여 경보가 가능하므로 초보 운전, 악천후 운전시에도 운전자의 주의를 환기시켜 자동차 추돌사고 등을 방지할 수 있다. ",ko,한국(KO),등록,['B60K-028/06'],2009-12-03,10-2009-0124333,2008-05-29,10-2008-0050470,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPTN&cn=KOR1020080050470
1221300612,비계파이프용 플랜지,' 비계파이프용 플랜지 '의 형상과 모양의 결합을 디자인창작 내용의 요점으로 함. ,ko,한국(KO),등록디자인,,,,2014-12-11,30-2014-0060452,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPAT&cn=KOR3020140060452
1050203819,칩 도금기의 자동 배출장치,"본 발명은 칩 도금기의 자동 배출장치에 관한 것으로, 더 상세하게는 도금공정과 세정공정을 완료한 후 인력의 투입 없이도 간단하게 모든 세척수와 칩을 동시에 모두 배출하여 작업시간과 인력의 낭비를 방지함과 아울러 칩의 손실도 방지하여 경제성과 생산 효율을 대폭 향상시킬 수 있도록 발명된 것이다.본 발명의 구성은 턴테이블(1)에 안착되어 세정노즐(2)이 설치된 위치와 도금노즐(3)이 설치된 위치로 각각 선회되며 상부가 개방되고 속이 빈 도금하우징(10)과, MLCC 칩들이 다수 채워진 상태로 세정 또는 도금이 이루어지도록 도금하우징(10) 내부에 위치되는 캐소드 링(20)과, 상기 캐소드 링(20)에 연결되어 함께 회전이 이루어지도록 하는 샤프트(30)와, 이 샤프트(30)을 구동하여 캐소드 링(20)의 내부에 칩과 세정액 또는 도금액을 투입시킨 상태로 회전시키는 모터(40)와, 상기 샤프트(30)에 결합되며, 그 상부에 위치되는 상기 캐소드 링(20)을 회전시키기 위해 연결되는 회전판(50)과, 상기 도금하우징(10)의 저면 일측으로 배출구(11)를 마련하고, 이 배출구(11)의 하부로 설치되는 수거용 바스켓(60)과, 상기 회전판(50)을 관통하여 세워지는 포스트(70)와, 이 포스트(70)의 상단에 결합되어 캐소드 링(20)의 저면부에 밀착 또는 분리되는 승강판(80)과, 상기 포스트(70)의 하단에 결합되는 베이스판(90)과, 이 베이스판(90)과 베어링(101)을 사이에 두고 연결되는 링부재(100)와, 상기 턴테이블(1)에 지지된 상태로 상기 링부재(100) 및 이 링부재(100)와 연결되는 베이스판(90) 및 포스트(70)와 승강판(80)들을 동시에 승하강 시키는 승강실린더(110)로 구성되는 칩 도금기에 있어서,상기 승강판(80)에는 외측 하부를 향해 경사면(121)을 갖는 패드(120)가 결합되어, 패드(120)의 경사면(121)이 캐소드 링(20) 하부에 트여진 개구부를 개폐시키고, 상기 회전판(50)과 승강판(80) 사이에는 코일스프링(130)들이 복수개 탄력 설치되며, 상기 회전판(50)과 캐소드 링(20)은 수개의 기둥(140)들에 의해 연결되는 것을 특징으로 한다.",ko,한국(KO),등록,"['H01G-004/30', 'H01G-013/00', 'H01G-004/12']",,,2021-05-10,10-2021-0059825,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPTN&cn=KOR1020210059825
1171408293,공기 압축기용 에어필터 커버,'공기 압축기용 에어필터 커버'의 형상 및 모양의 결합을 창작내용의 요점으로 함. ,ko,한국(KO),등록디자인,,,,2019-12-03,30-2019-0058234,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPAT&cn=KOR3020190058234
1101900371,드라이룸의 노점온도 관리장치,"본 발명에 따른 드라이룸의 노점온도 관리장치는 드라이룸 내에서 밀폐된 내부 공간을 가지도록 형성되고, 상기 내부 공간에 생산 장비가 배치되며, 개폐 가능한 도어가 설치된 부스; 상기 내부 공간 중에서 상기 도어가 위치한 제1 공간에 연결되고, 상기 제1 공간으로의 공기 공급을 개폐하는 제1 댐퍼가 구비된 액티브 덕트; 상기 내부 공간 중에서 상기 도어가 위치하지 않는 제2 공간에 연결되고, 상기 제2 공간으로의 공기 공급을 개폐하는 제2 댐퍼가 구비된 패시브 덕트; 및 상기 액티브 덕트 및 상기 패시브 덕트에 연결되고, 외부로부터 흡입되는 공기 중의 습기를 제거하며, 제습된 공기를 상기 제1 공간 및 상기 제2 공간 중 적어도 하나에 공급하기 위한 급기팬을 포함하는 제습부를 포함하는 것을 특징으로 한다.이러한 드라이룸의 노점온도 관리장치는 드라이룸 내에서 구획되어 밀폐된 내부 공간을 가지는 부스가 구비되고, 부스의 제1 공간 및 제2 공간에 제습된 공기를 액티브 덕트 및 패시브 덕트를 통해 직접적으로 공급함으로써, 부스 내에 배치된 생산 장비의 노점 온도 관리가 정밀하게 이루어질 수 있다.",ko,한국(KO),등록,"['F24F-110/20', 'F24F-011/77', 'F24F-003/14', 'F24F-013/10']",2020-08-19,10-2020-0097432,2019-02-08,10-2019-0014780,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPTN&cn=KOR1020190014780
1050706952,스크류피더와 제트노즐을 이용한 양식장용 사료공급유닛,"본 발명은 스크류피더의 스크류케이싱 일측단에 사료저장통의 사료배출관을 연결시키고, 상기 스크류케이싱의 타측단 하부에는 사료공급용 송풍공기의 고속분사를 위한 제트노즐을 연결시킴에 따라, 사료저장통으로부터 스크류피더를 거쳐 제트노즐 내부의 부압공간으로 유도된 사료가 제트노즐의 분사파이프와 토출관을 거쳐 송풍공기와 함께 양식수조로 공급되도록 한 사료공급유닛에 관한 것으로서, 더욱 상세하게는 상기 제트노즐을 스크류케이싱과 연결하는 연결관의 맞은편 위치에 바이패스관을 연결시키고, 상기 바이패스관을 스크류케이싱으로부터 사료저장통의 내부까지 연장시킴으로서, 제트노즐과 양식수조를 연결하는 사료공급관의 내부에 일시적인 압력상승(양압)이 발생하더라도 제트노즐을 거쳐 고속으로 분사되는 송풍공기의 일부가 스크류케이싱의 내부로 역류하지 않고 바이패스관을 따라 사료저장통으로 유도되게 하며, 이를 통하여 스크류케이싱을 따라 이송되는 사료가 송풍공기의 역류에 의하여 반대 방향으로 밀려 들어가 적체되는 현상을 미연에 방지토록 함으로서, 이송스크류의 회전수(RPM) 제어를 통한 사료의 정량공급을 지속적이고 안정적으로 수행할 수 있도록 한 스크류피더와 제트노즐을 이용한 양식장용 사료공급유닛에 관한 것이다.",ko,한국(KO),등록,"['B65G-053/42', 'A01K-061/10', 'B65G-053/48', 'A01K-061/80', 'B65G-053/50', 'B65G-053/08']",,,2021-12-02,10-2021-0170756,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPTN&cn=KOR1020210170756
1273000144,반도체 웨이퍼 결함 검사 및 제거 장치 및 방법 ,"본 발명의 하나의 실시형태에 따른 반도체 웨이퍼 결함 검사 및 제거장치는 복수의 다이들을 포함하는 반도체 웨이퍼를 놓기 위한 제1 스테이지, 상기 반도체 웨이퍼의 상면 및 상기 제1 스테이지까지의 거리를 측정하기 위한 거리센서, 상기 거리센서가 상기 제1 스테이지까지 측정한 거리값을 기준으로 상기 복수의 다이들에 대해 각각 측정한 거리값들의 차이값이 허용값을 초과하는 다이에 스크래치가 있다고 판단하여 상기 스크래치가 제거되도록 제어하는 제어부, 상기 제어부가 상기 다이 하면에 스크래치가 있다고 판단한 경우, 상기 스크래치가 있는지 검증 및 제거하기 위한 홀을 가진 제2 스테이지, 상기 스크래치를 상기 제2 스테이지의 홀에 위치시키기 위해 상기 반도체 웨이퍼를 이동시키는 이동부, 상기 이동부에 의해 상기 제2 스테이지의 홀에 위치한 상기 스크래치를 검증하기 위한 검증부 및 상기 스크래치를 제거하기 위한 스크래치 제거부를 포함하는 반도체 웨이퍼 결함 검사 및 제거장치를 포함한다.",ko,한국(KO),등록,['H01L-021/66'],,,2014-08-28,10-2014-0113112,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPTN&cn=KOR1020140113112
